Electoral district number,Electoral district name,Conservative % Votes Obtained (2015),Liberal % Votes Obtained (2015),NDP % Votes Obtained (2015),Bloc Quebecois % Votes Obtained (2015),Green Party % Votes Obtained (2015),Other % Votes Obtained (2015),Conservative % Votes Obtained (2011),Liberal % Votes Obtained (2011),NDP % Votes Obtained (2011),Bloc Quebecois % Votes Obtained (2011),Green Party % Votes Obtained (2011),Other % Votes Obtained (2011)
35100,Simcoe North,43.5,39.8,10.6,0.0,4.5,1.7,53.9,19.2,20.4,0.0,5.9,0.6
35101,Spadina--Fort York,15.7,54.7,27.3,0.0,2.1,0.3,20.9,24.4,49.6,0.0,4.2,0.9
35102,Stormont--Dundas--South Glengarry,51.1,38.5,8.2,0.0,2.2,0.0,62.1,17.9,17.5,0.0,2.2,0.0
35103,Sudbury,21.1,47.4,27.8,0.0,3,0.7,28.3,18.0,49.9,0.0,3.0,0.8
35104,Thornhill,58.6,33.8,5.2,0.0,1.2,1.4,63.2,22.5,11.5,0.0,2.5,0.3
35105,Thunder Bay--Rainy River,21.1,44,29.7,0.0,5.2,0.0,27.2,21.7,48.6,0.0,2.4,0.0
35106,Thunder Bay--Superior North,17.4,45,23.2,0.0,13.8,0.6,29.6,16.5,50.2,0.0,3.0,0.7
35107,Timmins--James Bay,20.4,34.7,42.9,0.0,2,0.0,31.9,16.0,49.9,0.0,2.2,0.0
35108,Toronto Centre,12.2,57.9,26.6,0.0,2.6,0.8,17.3,39.7,36.5,0.0,5.2,1.3
35109,Toronto--Danforth,9.9,42.3,40.2,0.0,4.7,2.9,14.3,17.6,60.8,0.0,6.5,0.8
35110,University--Rosedale,17.5,49.8,28.6,0.0,2.9,1.09,20.1,30.6,43.8,0.0,4.7,0.8
35111,Vaughan--Woodbridge,43.9,48.7,4.6,0.0,1.3,1.5,56.6,30.7,10.7,0.0,2.0,0.0
35112,Waterloo,32.3,49.7,14.9,0.0,2.9,0.2,41.4,38.3,14.9,0.0,4.7,0.7
35113,Wellington--Halton Hills,50.9,36.5,8.3,0.0,4,0.3,63.7,16.4,13.0,0.0,6.4,0.6
35114,Whitby,42.1,45,10.3,0.0,2.2,0.4,58.8,14.5,21.4,0.0,5.0,0.3
35115,Willowdale,37,53.4,7,0.0,2.2,0.5,41.5,39.2,18.9,0.0,0.4,0.0
35116,Windsor--Tecumseh,27.5,26.6,43.5,0.0,2,0.5,33.6,12.9,49.9,0.0,3.0,0.5
35117,Windsor West,20.8,25.2,51.3,0.0,2.3,0.3,31.6,10.9,54.3,0.0,2.8,0.4
35118,York Centre,44,46.9,7.3,0.0,1.8,0.0,48.5,33.2,15.9,0.0,2.3,0.0
35119,York--Simcoe,50.2,37.8,8.9,0.0,3.1,0.0,63.7,11.3,18.6,0.0,5.4,0.0
35120,York South--Weston,19.2,46,30.4,0.0,2,2.4,24.3,32.8,40.1,0.0,2.8,0.0
35121,Humber River--Black Creek,20.2,66.9,10.7,0.0,1.6,0.6,22.1,47.0,27.8,0.0,1.6,1.4
46001,Brandon--Souris,50.3,37.3,6.3,0.0,6.1,0.0,63.8,5.7,24.6,0.0,5.7,0.0
46002,Charleswood--St. James--Assiniboia--Headingley,39,52,6,0.0,2.9,0.0,57.6,18.4,20.1,0.0,3.9,0.0
46003,Churchill--Keewatinook Aski,10.3,42,45,0.0,1.8,0.9,26.1,19.9,51.7,0.0,2.3,0.0
46004,Dauphin--Swan River--Neepawa,46.3,29.5,12.3,0.0,3.8,8.1,64.5,6.3,24.8,0.0,4.3,0.1
46005,Elmwood--Transcona,34,29.5,34.1,0.0,2.4,0.0,46.9,5.2,44.8,0.0,3.1,0.0
46006,Kildonan--St. Paul,39.8,42.7,14.3,0.0,1.8,1.4,58.5,7.9,30.1,0.0,2.6,1.0
46007,Portage--Lisgar,60.8,25.8,6.2,0.0,4,3.2,75.8,6.0,10.2,0.0,5.6,2.4
46008,Provencher,56.1,34.7,5.3,0.0,4,0.0,70.4,6.7,18.2,0.0,3.0,0.0
46009,Saint Boniface--Saint Vital,28.7,58.4,10.6,0.0,2.3,0.0,50.1,31.2,15.8,0.0,2.9,0.0
46010,Selkirk--Interlake--Eastman,51.9,31.4,11.4,0.0,3.5,1.8,66.5,4.9,25.1,0.0,3.5,0.1
46011,Winnipeg Centre,12.4,54.5,28,0.0,4.1,1.1,27.6,11.1,53.7,0.0,7.1,0.6
46012,Winnipeg North,15.3,68.9,13.4,0.0,2.4,0.0,27.4,35.0,35.4,0.0,1.8,0.0
46013,Winnipeg South,34.7,58.3,5,0.0,2.1,0.0,51.7,32.0,14.1,0.0,2.1,0.0
46014,Winnipeg South Centre,28.2,59.7,9,0.0,3.1,0.0,41.2,36.6,18.3,0.0,3.2,0.0
47001,Battlefords--Lloydminster,61,16.5,17.6,0.0,1.7,3.2,65.9,3.4,28.1,0.0,2.6,0.0
47002,Cypress Hills--Grasslands,69.2,14.9,13.2,0.0,2.7,0.0,70.6,5.8,20.8,0.0,2.8,0.0
47003,Desnethe--Missinippi--Churchill River,30.2,33.9,34.1,0.0,1.8,0.0,46.9,5.3,45.4,0.0,2.5,0.0
47004,Carlton Trail--Eagle Creek,64.7,14.4,18.7,0.0,2.2,0.0,68.4,3.9,24.4,0.0,2.6,0.0
47005,Moose Jaw--Lake Centre--Lanigan,55.5,18,23.8,0.0,2.3,0.5,61,3.8,32.5,0.0,2.7,0.0
47006,Prince Albert,49.8,19.8,28.5,0.0,1.9,0.0,62.4,3.4,31.5,0.0,2.2,0.0
47007,Regina--Lewvan,34.9,27.5,35.2,0.0,1.8,0.6,43.9,8.2,45.2,0.0,2.8,0.0
47008,Regina--Qu'Appelle,44.7,22.8,30.2,0.0,2.3,0.0,53.2,4.8,38.6,0.0,3.0,0.0
47009,Regina--Wascana,30.3,55.1,12.6,0.0,2.1,0.0,35.7,41.8,20.1,0.0,2.5,0.0
47010,Saskatoon--Grasswood,41.6,26.4,30.2,0.0,1.8,0.0,50.2,7.3,39.8,0.0,2.5,0.0
47011,Saskatoon--University,41.5,25.2,31.5,0.0,1.5,0.2,48.6,9.6,38.0,0.0,2.9,0.9
47012,Saskatoon West,32.9,24.5,39.6,0.0,1.7,1.29,42.5,3.8,51.1,0.0,2.6,0.0
47013,Souris--Moose Mountain,70.1,13.5,13.7,0.0,2.6,0.0,72.9,5.6,18.5,0.0,3.1,0.0
47014,Yorkton--Melville,59.2,17.8,20.2,0.0,2.8,0.0,68.9,6.6,22.0,0.0,2.4,0.0
48001,Banff--Airdrie,63.4,26.1,6.8,0.0,3.8,0.0,70.7,8.1,13.1,0.0,7.7,0.0
48002,Battle River--Crowfoot,80.9,9.4,6.5,0.0,3.2,0.0,83.1,2.2,9.8,0.0,3.9,0.0
48003,Bow River,77.4,13.7,5.2,0.0,1.8,1.9,83.4,3.5,8.2,0.0,3.4,1.5
48004,Calgary Centre,45.3,46.5,5.6,0.0,2.2,0.4,55.4,19.1,15.2,0.0,10.3,0.0
48005,Calgary Confederation,45.9,43.5,7.1,0.0,3.2,0.2,52.4,17.6,15.8,0.0,13.7,0.4
48006,Calgary Forest Lawn,48,36,9.8,0.0,3,3.3,63.3,17.5,13.2,0.0,5.3,0.7
48007,Calgary Heritage,63.8,26,7.3,0.0,2.1,0.79,74.4,7.5,12.1,0.0,5.5,0.5
48008,Calgary Midnapore,66.7,22.6,7.7,0.0,2.7,0.2,75.9,6.4,10.6,0.0,6.4,0.7
48009,Calgary Nose Hill,60,26.9,8.9,0.0,2.5,1.6,69.3,11.0,12.8,0.0,6.7,0.1
48010,Calgary Rocky Ridge,60.4,31.7,5.8,0.0,2.1,0.0,68.5,12.6,11.5,0.0,7.2,0.0
48011,Calgary Shepard,65.9,24.7,6.8,0.0,2.6,0.0,75.5,7.2,11.1,0.0,5.6,0.0
48012,Calgary Signal Hill,60.6,30.6,5,0.0,2.5,1.4,64.9,15.4,10.6,0.0,8.8,0.3
48013,Calgary Skyview,39.8,45.9,8,0.0,1.9,4.4,56.3,28.6,10.0,0.0,4.6,0.4
48014,Edmonton Centre,35,37.2,24.5,0.0,2.6,0.8,46.2,23.7,25.8,0.0,3.6,0.7
48015,Edmonton Griesbach,40,21.7,34,0.0,2.4,2,52.5,6.6,37.5,0.0,3.4,0.0
48016,Edmonton Manning,45.2,27.6,23.6,0.0,2.2,1.4,55.5,9.1,26.6,0.0,2.9,6.0
48017,Edmonton Mill Woods,41.1,41.2,12.8,0.0,2.2,2.7,58.9,11.7,25.4,0.0,3.0,0.9
48018,Edmonton Riverbend,49.9,30.2,17.1,0.0,2.2,0.7,59.4,14.5,21.2,0.0,5.0,0.0
48019,Edmonton Strathcona,31.3,20.7,44,0.0,2.3,1.79,40.3,2.9,53.7,0.0,2.3,0.8
48020,Edmonton West,49.3,34.9,13,0.0,1.9,0.8,64.2,12.5,19.5,0.0,3.7,0.2
48021,Edmonton--Wetaskiwin,65.8,21.5,9.7,0.0,2.3,0.7,75.6,5.7,14.3,0.0,4.1,0.3
48022,Foothills,75.7,13.4,6.4,0.0,3.3,1.29,77.8,3.5,10.1,0.0,4.8,3.8
48023,Fort McMurray--Cold Lake,60.6,28.4,7.7,0.0,1.6,1.79,72.5,10.8,13.1,0.0,3.6,0.0
48024,Grande Prairie--Mackenzie,72.9,14.7,8.1,0.0,3.1,1.1,76.1,3.2,15.4,0.0,3.8,1.6
48025,Lakeland,72.8,13.7,10.1,0.0,2.3,1.1,79,5.1,11.2,0.0,4.2,0.5
48026,Lethbridge,56.8,18.5,20.5,0.0,2.6,1.7,52.5,9.1,30.0,0.0,4.5,3.9
48027,Medicine Hat--Cardston--Warner,68.8,17.9,9.7,0.0,2.6,1,68.7,11.2,14.9,0.0,4.4,0.8
48028,Peace River--Westlock,69.4,12.8,14.4,0.0,2.5,0.9,77.8,3.6,13.0,0.0,3.9,1.7
48029,Red Deer--Mountain View,74.3,13.4,8.4,0.0,2.6,1.2,79.4,3.5,11.9,0.0,5.0,0.1
48030,Red Deer--Lacombe,70.7,15,11.4,0.0,2.9,0.0,77.4,3.6,14.3,0.0,4.7,0.0
48031,St. Albert--Edmonton,45.2,22.5,11.2,0.0,1.4,19.7,64.5,10.8,20.1,0.0,4.6,0.0
48032,Sherwood Park--Fort Saskatchewan,63.9,20.4,9.8,0.0,2.5,3.3,49.5,6.5,11.2,0.0,4.1,28.8
48033,Sturgeon River--Parkland,70.2,15.6,10,0.0,3,1.1,77.5,5.5,13.0,0.0,4.0,0.1
48034,Yellowhead,72.3,14.2,9,0.0,2.9,1.6,78.1,2.9,12.9,0.0,5.3,0.8
59001,Abbotsford,48.3,32.8,13.7,0.0,5,0.2,66.9,8.7,19.2,0.0,4.7,0.5
59002,Burnaby North--Seymour,27.8,36.1,29.6,0.0,5.3,1.2,44.2,15.7,35.2,0.0,3.9,1.0
59003,Burnaby South,27.1,33.9,35.1,0.0,2.8,1.1,39.6,11.7,44.0,0.0,3.6,1.1
59004,Cariboo--Prince George,36.6,31.5,25.8,0.0,3.5,2.5,56.3,5.1,30.1,0.0,6.2,2.4
59005,Central Okanagan--Similkameen--Nicola,39.6,37.2,19.3,0.0,3.9,0.0,54.6,10.1,26.0,0.0,7.8,0.0
59006,Chilliwack--Hope,42.3,33.8,18.2,0.0,4.7,1,59.6,11.2,23.5,0.0,5.0,0.7
59007,Cloverdale--Langley City,34.8,45.5,15.7,0.0,4.1,0.0,57.4,11.8,24.7,0.0,4.6,0.0
59008,Coquitlam--Port Coquitlam,32,35.3,27.3,0.0,3.7,1.8,55.5,8.3,31.0,0.0,4.3,0.9
59009,Courtenay--Alberni,28.2,21.8,38.1,0.0,11.7,0.2,44.9,6.7,40.7,0.0,6.8,0.8
59010,Cowichan--Malahat--Langford,22.8,23.8,35.9,0.0,16.9,0.6,43.1,5.8,43.6,0.0,7.2,0.3
59011,Delta,32.8,49.1,14.9,0.0,3.2,0.0,48,18.6,28.1,0.0,4.7,0.0
59012,Fleetwood--Port Kells,29.3,46.9,21.5,0.0,2.4,0.0,47.8,15.7,33.1,0.0,2.6,0.0
59013,Kamloops--Thompson--Cariboo,35.3,30.4,30.8,0.0,3.6,0.0,52.3,5.4,36.9,0.0,5.1,0.0
59014,Kelowna--Lake Country,39.8,46.2,14.1,0.0,,0.0,58.4,11.5,21.4,0.0,,0.0
59015,Kootenay--Columbia,36.8,19.5,37.2,0.0,6.5,0.0,50.1,3.5,38.8,0.0,6.4,0.0
59016,Langley--Aldergrove,45.6,36.6,12.5,0.0,4.4,0.9,65.8,9.0,19.3,0.0,5.3,0.6
59017,Mission--Matsqui--Fraser Canyon,34.9,37.2,20.5,0.0,5.1,2.1,54.5,8.4,32.0,0.0,4.6,0.5
59018,Nanaimo--Ladysmith,23.4,23.5,33.2,0.0,19.8,0.2,40.4,6.7,45.3,0.0,7.2,0.5
59019,New Westminster--Burnaby,20,29,43.5,0.0,4.7,2.9,34.8,8.7,51.8,0.0,4.3,0.4
59020,North Okanagan--Shuswap,39.3,29.9,25.6,0.0,5.2,0.0,55.4,7.5,26.5,0.0,10.7,0.0
59021,North Vancouver,26.9,56.7,7.8,0.0,8.3,0.3,47.6,29.7,16.9,0.0,5.2,0.6
59022,Pitt Meadows--Maple Ridge,31.4,33.9,29.6,0.0,4.2,0.9,54.8,5.4,34.9,0.0,4.9,0.0
59023,Port Moody--Coquitlam,29.5,30.9,36,0.0,3.4,0.2,46.5,8.5,40.5,0.0,4.3,0.3
59024,Prince George--Peace River--Northern Rockies,52.5,24.9,15.5,0.0,5.2,2,61.9,5.2,25.9,0.0,6.1,1.1
59025,Richmond Centre,44.2,41.4,11.5,0.0,2.9,0.0,58.1,18.7,18.2,0.0,5.0,0.0
59026,Esquimalt--Saanich--Sooke,17.5,27.4,35,0.0,19.9,0.2,37.6,9.7,39.4,0.0,12.9,0.4
59027,Saanich--Gulf Islands,19.5,16.7,9.1,0.0,54.4,0.4,36.5,6.1,11.0,0.0,46.4,0.0
59028,Skeena--Bulkley Valley,24.8,18.7,51.1,0.0,3.6,1.8,34.6,3.6,55.2,0.0,3.2,3.4
59029,South Okanagan--West Kootenay,29.8,28.1,37.3,0.0,4.2,0.6,44.8,7.1,39.4,0.0,8.1,0.6
59030,South Surrey--White Rock,44,41.5,10.4,0.0,3.4,0.7,52.9,19.1,19.2,0.0,5.9,3.0
59031,Steveston--Richmond East,38.5,45.1,12.1,0.0,3.7,0.6,53.9,18.6,22.8,0.0,4.1,0.5
59032,Surrey Centre,19.8,45.1,30.1,0.0,3.5,1.6,35.7,17.8,40.0,0.0,3.6,2.9
59033,Surrey--Newton,15.7,56,26.1,0.0,2.2,0.0,27.4,34.1,35.3,0.0,2.6,0.0
59034,Vancouver Centre,16.9,56.1,20,0.0,5.8,1.2,26.1,31.0,26.3,0.0,15.1,1.5
59035,Vancouver East,10.8,28.2,49.9,0.0,9.2,2,18.9,9.9,62.8,0.0,7.6,0.7
59036,Vancouver Granville,26.1,43.9,26.9,0.0,3.1,0.0,35.4,30.1,24.5,0.0,9.2,0.0
59037,North Island--Powell River,26.2,25.5,40.2,0.0,8.2,0.0,46,6.4,41.7,0.0,5.2,0.0
59038,Vancouver Kingsway,21,27.8,45.7,0.0,3.3,2.2,27.8,16.2,51.3,0.0,3.5,1.2
59039,Vancouver Quadra,25.8,58.7,10.9,0.0,4.2,0.4,36.4,43.5,14.4,0.0,5.6,0.0
59040,Vancouver South,33.9,48.8,14,0.0,2.6,0.8,42.4,33.8,21.1,0.0,2.2,0.6
59041,Victoria,11.8,11.8,42.3,0.0,32.9,1.2,23.6,14.0,50.8,0.0,11.6,0.0
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,26.2,54.6,9.9,0.0,8.9,0.5,45.8,23.8,21.5,0.0,7.6,1.3
60001,Yukon,24.3,53.7,19.4,0.0,2.6,0.0,33.8,32.9,14.4,0.0,18.9,0.0
61001,Northwest Territories,18.3,48.3,30.5,0.0,2.8,0.0,32.1,18.4,45.8,0.0,3.1,0.0
62001,Nunavut,24.8,47.1,26.6,0.0,1.5,0.0,49.9,28.7,19.4,0.0,2.0,0.0
