2013 FED Number,2013 FED Name,All votes,Conservative votes,NDP-New Democratic Party votes,Liberal votes,Bloc Quebecois votes,Green Party votes,Other votes,Province and territory numeric code,2013 FED - Population,2003 FED - 2011 Population,Population transferred to 2013 FED
10001,Avalon,14,4,1,9,0,0,0,10,81540,78908,59548
10001,Avalon,45,30,5,10,0,1,0,10,81540,78908,59548
10001,Avalon,46,18,4,24,0,0,0,10,81540,78908,59548
10001,Avalon,2335,1046,194,1069,0,15,11,10,81540,78908,59548
10001,Avalon,33,15,3,14,0,0,1,10,81540,78908,59548
10001,Avalon,49,23,2,21,0,1,1,10,81540,78908,59548
10001,Avalon,293,86,21,174,0,6,6,10,81540,78908,59548
10001,Avalon,1,0,0,0,0,0,0,10,81540,78908,59548
10001,Avalon,23403,9851,3592,9656,0,126,178,10,81540,78908,59548
10001,Avalon,102,64,8,27,0,1,1,10,81540,78908,59548
10001,Avalon,478,203,28,241,0,3,2,10,81540,78908,59548
10001,Avalon,121,30,84,8,0,0,0,10,81540,100559,21992
10001,Avalon,236,54,160,19,0,2,0,10,81540,100559,21992
10001,Avalon,479,98,343,32,0,6,0,10,81540,100559,21992
10001,Avalon,124,37,54,30,0,3,0,10,81540,100559,21992
10001,Avalon,105,19,78,6,0,2,0,10,81540,100559,21992
10001,Avalon,7488,1551,5441,443,0,53,0,10,81540,100559,21992
10001,Avalon,42,21,11,8,0,2,0,10,81540,100559,21992
10001,Avalon,232,64,135,29,0,4,0,10,81540,100559,21992
10002,Bonavista--Burin--Trinity,23,9,2,12,0,0,0,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,143,39,7,92,0,4,1,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,252,72,19,158,0,1,2,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,24,12,1,11,0,0,1,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,51,15,5,30,0,0,1,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,7633,2486,1050,3988,0,49,60,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,30,19,2,8,0,0,0,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,141,60,8,71,0,1,1,10,76704,78908,16898
10002,Bonavista--Burin--Trinity,0,0,0,0,0,0,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,17,9,3,5,0,1,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,465,107,62,290,0,6,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,24,6,0,17,0,0,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,177,48,7,120,0,2,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,1,0,0,0,0,0,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,8910,2449,1357,5013,0,91,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,53,31,4,18,0,1,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,182,52,13,115,0,1,0,10,76704,84735,27780
10002,Bonavista--Burin--Trinity,33,14,2,17,0,0,0,10,76704,69192,32026
10002,Bonavista--Burin--Trinity,610,202,60,342,0,6,0,10,76704,69192,32026
10002,Bonavista--Burin--Trinity,200,57,6,135,0,2,0,10,76704,69192,32026
10002,Bonavista--Burin--Trinity,111,45,16,49,0,1,0,10,76704,69192,32026
10002,Bonavista--Burin--Trinity,11439,3552,1653,6135,0,99,0,10,76704,69192,32026
10002,Bonavista--Burin--Trinity,112,66,7,35,0,4,0,10,76704,69192,32026
10002,Bonavista--Burin--Trinity,227,62,18,145,0,2,0,10,76704,69192,32026
10003,Coast of Bays--Central--Notre Dame,9,5,1,3,0,0,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,196,43,21,132,0,0,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,1404,399,138,855,0,12,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,47,12,1,35,0,0,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,208,47,21,138,0,2,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,50,25,1,24,0,1,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,18950,5198,2643,10951,0,158,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,105,60,8,35,0,1,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,359,104,26,227,0,3,0,10,78092,84735,56955
10003,Coast of Bays--Central--Notre Dame,204,84,22,93,0,5,0,10,78092,71563,13878
10003,Coast of Bays--Central--Notre Dame,81,23,9,41,0,3,5,10,78092,71563,13878
10003,Coast of Bays--Central--Notre Dame,4486,1802,713,1871,0,32,68,10,78092,71563,13878
10003,Coast of Bays--Central--Notre Dame,38,25,2,10,0,0,1,10,78092,71563,13878
10003,Coast of Bays--Central--Notre Dame,107,28,13,64,0,1,0,10,78092,71563,13878
10003,Coast of Bays--Central--Notre Dame,0,0,0,0,0,0,0,10,78092,69192,7259
10003,Coast of Bays--Central--Notre Dame,12,3,1,9,0,0,0,10,78092,69192,7259
10003,Coast of Bays--Central--Notre Dame,102,41,15,46,0,0,0,10,78092,69192,7259
10003,Coast of Bays--Central--Notre Dame,7,3,1,3,0,0,0,10,78092,69192,7259
10003,Coast of Bays--Central--Notre Dame,2330,793,278,1225,0,34,0,10,78092,69192,7259
10003,Coast of Bays--Central--Notre Dame,27,16,2,8,0,1,0,10,78092,69192,7259
10003,Coast of Bays--Central--Notre Dame,55,15,4,35,0,0,0,10,78092,69192,7259
10004,Labrador,987,568,67,345,0,7,0,10,26728,26728,26728
10004,Labrador,58,12,3,40,0,3,0,10,26728,26728,26728
10004,Labrador,9300,3512,2025,3641,0,122,0,10,26728,26728,26728
10004,Labrador,101,51,10,38,0,2,0,10,26728,26728,26728
10004,Labrador,246,113,15,113,0,5,0,10,26728,26728,26728
10005,Long Range Mountains,1495,369,205,902,0,10,9,10,87592,71563,57685
10005,Long Range Mountains,253,48,22,170,0,3,10,10,87592,71563,57685
10005,Long Range Mountains,22747,4963,3700,13656,0,192,236,10,87592,71563,57685
10005,Long Range Mountains,158,102,10,43,0,1,2,10,87592,71563,57685
10005,Long Range Mountains,445,115,55,269,0,6,1,10,87592,71563,57685
10005,Long Range Mountains,24,5,1,17,0,0,0,10,87592,69192,29907
10005,Long Range Mountains,552,184,89,274,0,5,0,10,87592,69192,29907
10005,Long Range Mountains,53,19,4,30,0,0,0,10,87592,69192,29907
10005,Long Range Mountains,9783,3119,2283,4233,0,148,0,10,87592,69192,29907
10005,Long Range Mountains,109,65,7,34,0,4,0,10,87592,69192,29907
10005,Long Range Mountains,222,61,18,142,0,2,0,10,87592,69192,29907
10006,St. John's East,72,17,49,6,0,1,0,10,81936,100559,78567
10006,St. John's East,162,40,111,10,0,0,0,10,81936,100559,78567
10006,St. John's East,3398,761,2296,299,0,42,0,10,81936,100559,78567
10006,St. John's East,489,154,231,99,0,5,0,10,81936,100559,78567
10006,St. John's East,42,7,32,2,0,1,0,10,81936,100559,78567
10006,St. John's East,30062,6032,21817,1890,0,323,0,10,81936,100559,78567
10006,St. John's East,156,77,41,31,0,7,0,10,81936,100559,78567
10006,St. John's East,864,236,505,107,0,16,0,10,81936,100559,78567
10006,St. John's East,153,22,72,57,0,2,0,10,81936,82851,3369
10006,St. John's East,23,9,6,8,0,0,0,10,81936,82851,3369
10006,St. John's East,174,20,108,44,0,2,0,10,81936,82851,3369
10006,St. John's East,187,9,117,59,0,2,0,10,81936,82851,3369
10006,St. John's East,78,7,62,9,0,0,0,10,81936,82851,3369
10006,St. John's East,202,24,137,38,0,3,0,10,81936,82851,3369
10006,St. John's East,742,104,445,182,0,11,0,10,81936,82851,3369
10006,St. John's East,9,6,2,2,0,0,0,10,81936,82851,3369
10006,St. John's East,45,13,11,21,0,0,0,10,81936,82851,3369
10007,St. John's South--Mount Pearl,76,49,7,17,0,2,0,10,81944,78908,2462
10007,St. John's South--Mount Pearl,66,30,6,28,0,1,1,10,81944,78908,2462
10007,St. John's South--Mount Pearl,161,76,26,57,0,1,2,10,81944,78908,2462
10007,St. John's South--Mount Pearl,985,530,163,280,0,6,6,10,81944,78908,2462
10007,St. John's South--Mount Pearl,4,3,0,1,0,0,0,10,81944,78908,2462
10007,St. John's South--Mount Pearl,20,9,1,10,0,0,0,10,81944,78908,2462
10007,St. John's South--Mount Pearl,235,34,110,88,0,3,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,3369,887,1229,1231,0,22,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,47,19,12,15,0,1,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,252,88,35,129,0,0,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,1,0,1,0,0,0,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,2,0,2,0,0,0,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,7,0,5,2,0,0,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,8,1,5,2,0,0,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,32300,7249,16060,8759,0,232,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,199,117,32,44,0,5,0,10,81944,82851,79482
10007,St. John's South--Mount Pearl,952,274,230,440,0,8,0,10,81944,82851,79482
11001,Cardigan,3564,1457,235,1821,0,51,0,11,36005,36005,36005
11001,Cardigan,264,106,16,136,0,6,0,11,36005,36005,36005
11001,Cardigan,16612,6257,1877,8176,0,302,0,11,36005,36005,36005
11001,Cardigan,75,45,3,25,0,2,0,11,36005,36005,36005
11001,Cardigan,615,242,33,328,0,12,0,11,36005,36005,36005
11002,Charlottetown,2566,816,479,1227,0,40,4,11,34562,34562,34562
11002,Charlottetown,396,144,69,164,0,5,14,11,34562,34562,34562
11002,Charlottetown,14664,4763,3986,5491,0,355,69,11,34562,34562,34562
11002,Charlottetown,98,60,5,29,0,4,0,11,34562,34562,34562
11002,Charlottetown,744,257,93,381,0,13,0,11,34562,34562,34562
11003,Egmont,3806,2202,269,1294,0,41,0,11,34598,34598,34598
11003,Egmont,266,136,24,104,0,2,0,11,34598,34598,34598
11003,Egmont,14499,7797,2039,4395,0,268,0,11,34598,34598,34598
11003,Egmont,93,69,4,18,0,2,0,11,34598,34598,34598
11003,Egmont,489,263,33,186,0,7,0,11,34598,34598,34598
11004,Malpeque,3265,1339,304,1520,0,102,0,11,35039,35039,35039
11004,Malpeque,78,30,5,41,0,2,0,11,35039,35039,35039
11004,Malpeque,16414,6363,2623,6767,0,661,0,11,35039,35039,35039
11004,Malpeque,63,36,3,24,0,0,0,11,35039,35039,35039
11004,Malpeque,474,166,35,253,0,20,0,11,35039,35039,35039
12001,Cape Breton--Canso,3652,1113,500,1938,0,101,0,12,75247,68435,68435
12001,Cape Breton--Canso,246,85,23,128,0,10,0,12,75247,68435,68435
12001,Cape Breton--Canso,30552,9366,6376,13816,0,994,0,12,75247,68435,68435
12001,Cape Breton--Canso,189,117,12,53,0,7,0,12,75247,68435,68435
12001,Cape Breton--Canso,837,192,73,543,0,29,0,12,75247,68435,68435
12001,Cape Breton--Canso,115,56,16,38,0,4,0,12,75247,72114,6812
12001,Cape Breton--Canso,104,56,19,22,0,7,0,12,75247,72114,6812
12001,Cape Breton--Canso,202,125,21,48,0,8,0,12,75247,72114,6812
12001,Cape Breton--Canso,73,39,18,13,0,2,0,12,75247,72114,6812
12001,Cape Breton--Canso,110,56,31,20,0,3,0,12,75247,72114,6812
12001,Cape Breton--Canso,250,130,63,49,0,7,0,12,75247,72114,6812
12001,Cape Breton--Canso,2591,1337,654,512,0,88,0,12,75247,72114,6812
12001,Cape Breton--Canso,14,10,1,2,0,1,0,12,75247,72114,6812
12001,Cape Breton--Canso,63,37,10,14,0,3,0,12,75247,72114,6812
12002,Central Nova,10,5,2,2,0,1,0,12,74597,72114,65302
12002,Central Nova,480,235,69,158,0,19,0,12,74597,72114,65302
12002,Central Nova,3868,2228,733,745,0,162,0,12,74597,72114,65302
12002,Central Nova,389,183,45,150,0,11,0,12,74597,72114,65302
12002,Central Nova,91,48,23,18,0,3,0,12,74597,72114,65302
12002,Central Nova,89,45,25,17,0,2,0,12,74597,72114,65302
12002,Central Nova,132,71,34,23,0,5,0,12,74597,72114,65302
12002,Central Nova,28681,16469,7542,3624,0,1046,0,12,74597,72114,65302
12002,Central Nova,141,99,12,25,0,5,0,12,74597,72114,65302
12002,Central Nova,622,364,94,134,0,29,0,12,74597,72114,65302
12002,Central Nova,91,33,33,20,0,3,2,12,74597,87982,5358
12002,Central Nova,121,73,24,21,0,3,0,12,74597,87982,5358
12002,Central Nova,2141,948,772,282,0,84,55,12,74597,87982,5358
12002,Central Nova,11,7,1,3,0,1,0,12,74597,87982,5358
12002,Central Nova,45,26,5,12,0,2,0,12,74597,87982,5358
12002,Central Nova,46,14,24,5,0,2,0,12,74597,91266,3937
12002,Central Nova,225,55,115,39,0,16,0,12,74597,91266,3937
12002,Central Nova,21,5,10,4,0,2,0,12,74597,91266,3937
12002,Central Nova,1,0,1,0,0,0,0,12,74597,91266,3937
12002,Central Nova,3,1,1,0,0,0,0,12,74597,91266,3937
12002,Central Nova,53,16,31,4,0,3,0,12,74597,91266,3937
12002,Central Nova,48,11,30,4,0,4,0,12,74597,91266,3937
12002,Central Nova,1528,541,781,129,0,77,0,12,74597,91266,3937
12002,Central Nova,19,11,5,2,0,1,0,12,74597,91266,3937
12002,Central Nova,19,6,10,3,0,0,0,12,74597,91266,3937
12003,Cumberland--Colchester,5158,2881,795,1237,0,210,35,12,82321,87982,82321
12003,Cumberland--Colchester,506,261,92,127,0,19,7,12,82321,87982,82321
12003,Cumberland--Colchester,31001,16225,7454,5308,0,1749,265,12,82321,87982,82321
12003,Cumberland--Colchester,174,103,16,46,0,8,1,12,82321,87982,82321
12003,Cumberland--Colchester,707,405,82,185,0,29,7,12,82321,87982,82321
12004,Dartmouth--Cole Harbour,724,184,179,346,0,15,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,6475,1586,1786,2880,0,223,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,599,206,179,205,0,9,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,98,21,41,33,0,4,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,33849,8162,13177,11148,0,1362,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,568,333,65,147,0,23,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,909,210,251,422,0,26,0,12,91212,89163,89163
12004,Dartmouth--Cole Harbour,59,15,33,8,0,2,0,12,91212,91266,2049
12004,Dartmouth--Cole Harbour,59,20,30,9,0,1,0,12,91212,91266,2049
12004,Dartmouth--Cole Harbour,2,1,1,0,0,0,0,12,91212,91266,2049
12004,Dartmouth--Cole Harbour,91,31,42,16,0,3,0,12,91212,91266,2049
12004,Dartmouth--Cole Harbour,550,236,236,63,0,15,0,12,91212,91266,2049
12004,Dartmouth--Cole Harbour,8,5,2,1,0,0,0,12,91212,91266,2049
12004,Dartmouth--Cole Harbour,8,3,4,1,0,0,0,12,91212,91266,2049
12005,Halifax,6928,1178,3123,2347,0,268,12,12,92643,92515,92515
12005,Halifax,247,86,81,73,0,7,0,12,92643,92515,92515
12005,Halifax,37107,6622,19831,8855,0,1666,133,12,92643,92515,92515
12005,Halifax,411,158,108,123,0,20,2,12,92643,92515,92515
12005,Halifax,1294,232,603,395,0,59,5,12,92643,92515,92515
12005,Halifax,7,2,2,2,0,0,0,12,92643,97710,128
12005,Halifax,38,14,13,9,0,2,0,12,92643,97710,128
12005,Halifax,0,0,0,0,0,0,0,12,92643,97710,128
12005,Halifax,1,0,0,1,0,0,0,12,92643,97710,128
12006,Halifax West,663,205,174,255,0,30,0,12,87275,97710,87275
12006,Halifax West,6128,2014,1078,2815,0,221,0,12,87275,97710,87275
12006,Halifax West,198,90,45,60,0,3,0,12,87275,97710,87275
12006,Halifax West,146,56,41,44,0,4,0,12,87275,97710,87275
12006,Halifax West,31440,9191,9814,11111,0,1324,0,12,87275,97710,87275
12006,Halifax West,307,183,38,71,0,14,0,12,87275,97710,87275
12006,Halifax West,897,266,127,468,0,36,0,12,87275,97710,87275
12007,Kings--Hants,5284,1890,787,2437,0,170,0,12,83306,83306,83306
12007,Kings--Hants,279,121,25,125,0,8,0,12,83306,83306,83306
12007,Kings--Hants,33778,12364,7134,12964,0,1316,0,12,83306,83306,83306
12007,Kings--Hants,227,142,17,61,0,7,0,12,83306,83306,83306
12007,Kings--Hants,596,197,80,300,0,19,0,12,83306,83306,83306
12008,Sackville--Preston--Chezzetcook,0,0,0,0,0,0,0,12,85583,89163,0
12008,Sackville--Preston--Chezzetcook,1,0,0,0,0,0,0,12,85583,89163,0
12008,Sackville--Preston--Chezzetcook,0,0,0,0,0,0,0,12,85583,89163,0
12008,Sackville--Preston--Chezzetcook,0,0,0,0,0,0,0,12,85583,89163,0
12008,Sackville--Preston--Chezzetcook,15,6,6,3,0,0,0,12,85583,87982,303
12008,Sackville--Preston--Chezzetcook,137,72,41,20,0,1,3,12,85583,87982,303
12008,Sackville--Preston--Chezzetcook,1,0,0,0,0,0,0,12,85583,87982,303
12008,Sackville--Preston--Chezzetcook,2,1,0,1,0,0,0,12,85583,87982,303
12008,Sackville--Preston--Chezzetcook,317,105,158,46,0,7,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,351,93,201,45,0,13,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,501,155,265,60,0,22,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,4531,1401,2366,613,0,151,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,41,9,20,9,0,3,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,88,29,41,15,0,2,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,82,18,51,6,0,6,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,128,38,73,10,0,6,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,185,66,89,19,0,12,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,189,70,82,22,0,15,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,143,38,89,9,0,7,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,31501,9318,17389,3431,0,1363,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,389,224,105,43,0,18,0,12,85583,91266,85280
12008,Sackville--Preston--Chezzetcook,394,128,198,57,0,10,0,12,85583,91266,85280
12009,South Shore--St. Margarets,209,64,55,80,0,9,0,12,92561,97710,10307
12009,South Shore--St. Margarets,451,142,119,158,0,33,0,12,92561,97710,10307
12009,South Shore--St. Margarets,55,21,16,17,0,2,0,12,92561,97710,10307
12009,South Shore--St. Margarets,164,60,55,39,0,10,0,12,92561,97710,10307
12009,South Shore--St. Margarets,4330,1418,1641,1034,0,237,0,12,92561,97710,10307
12009,South Shore--St. Margarets,38,23,5,9,0,2,0,12,92561,97710,10307
12009,South Shore--St. Margarets,110,33,16,57,0,4,0,12,92561,97710,10307
12009,South Shore--St. Margarets,4469,1913,1330,1089,0,137,0,12,92561,82254,82254
12009,South Shore--St. Margarets,329,179,52,89,0,9,0,12,92561,82254,82254
12009,South Shore--St. Margarets,35720,15421,13358,5546,0,1395,0,12,92561,82254,82254
12009,South Shore--St. Margarets,156,89,20,40,0,7,0,12,92561,82254,82254
12009,South Shore--St. Margarets,923,346,273,273,0,31,0,12,92561,82254,82254
12010,Sydney--Victoria,6742,2782,845,2962,0,153,0,12,73328,73328,73328
12010,Sydney--Victoria,226,85,33,103,0,5,0,12,73328,73328,73328
12010,Sydney--Victoria,28957,10692,6056,11206,0,1003,0,12,73328,73328,73328
12010,Sydney--Victoria,233,135,19,69,0,10,0,12,73328,73328,73328
12010,Sydney--Victoria,893,329,96,448,0,20,0,12,73328,73328,73328
12011,West Nova,4991,2264,410,2191,0,126,0,12,83654,83654,83654
12011,West Nova,420,159,49,201,0,11,0,12,83654,83654,83654
12011,West Nova,36291,17103,5095,12771,0,1322,0,12,83654,83654,83654
12011,West Nova,404,297,25,72,0,10,0,12,83654,83654,83654
12011,West Nova,848,381,52,397,0,18,0,12,83654,83654,83654
13001,Acadie--Bathurst,8499,1543,5499,1457,0,0,0,13,79340,77792,77792
13001,Acadie--Bathurst,1277,236,664,377,0,0,0,13,79340,77792,77792
13001,Acadie--Bathurst,35025,5435,25189,4401,0,0,0,13,79340,77792,77792
13001,Acadie--Bathurst,138,56,58,24,0,0,0,13,79340,77792,77792
13001,Acadie--Bathurst,1075,186,657,232,0,0,0,13,79340,77792,77792
13001,Acadie--Bathurst,175,74,47,50,0,5,0,13,79340,51996,1548
13001,Acadie--Bathurst,1,0,0,0,0,0,0,13,79340,51996,1548
13001,Acadie--Bathurst,72,21,34,16,0,1,0,13,79340,51996,1548
13001,Acadie--Bathurst,555,180,211,139,0,25,0,13,79340,51996,1548
13001,Acadie--Bathurst,3,2,0,1,0,0,0,13,79340,51996,1548
13001,Acadie--Bathurst,27,16,2,9,0,0,0,13,79340,51996,1548
13002,Beausejour,85,59,10,12,0,3,0,13,80416,78076,71361
13002,Beausejour,236,97,34,95,0,10,0,13,80416,78076,71361
13002,Beausejour,220,72,35,107,0,7,0,13,80416,78076,71361
13002,Beausejour,8153,2490,1292,4057,0,314,0,13,80416,78076,71361
13002,Beausejour,733,160,83,448,0,42,0,13,80416,78076,71361
13002,Beausejour,11,5,2,3,0,1,0,13,80416,78076,71361
13002,Beausejour,7,4,2,1,0,0,0,13,80416,78076,71361
13002,Beausejour,29,15,6,7,0,2,0,13,80416,78076,71361
13002,Beausejour,89,43,31,11,0,4,0,13,80416,78076,71361
13002,Beausejour,163,56,44,59,0,5,0,13,80416,78076,71361
13002,Beausejour,171,112,36,16,0,7,0,13,80416,78076,71361
13002,Beausejour,163,61,38,56,0,9,0,13,80416,78076,71361
13002,Beausejour,30384,9947,7543,11541,0,1353,0,13,80416,78076,71361
13002,Beausejour,101,51,12,35,0,3,0,13,80416,78076,71361
13002,Beausejour,625,174,71,360,0,20,0,13,80416,78076,71361
13002,Beausejour,0,0,0,0,0,0,0,13,80416,98539,9055
13002,Beausejour,12,5,2,5,0,0,0,13,80416,98539,9055
13002,Beausejour,349,71,81,187,0,10,0,13,80416,98539,9055
13002,Beausejour,560,136,138,263,0,23,0,13,80416,98539,9055
13002,Beausejour,39,12,6,20,0,1,0,13,80416,98539,9055
13002,Beausejour,0,0,0,0,0,0,0,13,80416,98539,9055
13002,Beausejour,98,29,42,25,0,2,0,13,80416,98539,9055
13002,Beausejour,110,23,44,39,0,4,0,13,80416,98539,9055
13002,Beausejour,144,25,47,67,0,5,0,13,80416,98539,9055
13002,Beausejour,287,49,108,125,0,5,0,13,80416,98539,9055
13002,Beausejour,480,112,181,174,0,13,0,13,80416,98539,9055
13002,Beausejour,2151,584,755,761,0,51,0,13,80416,98539,9055
13002,Beausejour,20,9,1,8,0,1,0,13,80416,98539,9055
13002,Beausejour,66,26,10,27,0,2,0,13,80416,98539,9055
13003,Fredericton,51,34,6,9,0,2,1,13,81759,93181,81329
13003,Fredericton,250,151,41,52,0,5,1,13,81759,93181,81329
13003,Fredericton,569,331,63,154,0,20,1,13,81759,93181,81329
13003,Fredericton,6067,3011,884,1904,0,248,20,13,81759,93181,81329
13003,Fredericton,566,308,86,147,0,13,12,13,81759,93181,81329
13003,Fredericton,34,17,8,8,0,1,0,13,81759,93181,81329
13003,Fredericton,100,58,20,19,0,2,1,13,81759,93181,81329
13003,Fredericton,270,167,47,49,0,5,1,13,81759,93181,81329
13003,Fredericton,28930,12974,8032,6531,0,1224,169,13,81759,93181,81329
13003,Fredericton,557,404,35,88,0,28,3,13,81759,93181,81329
13003,Fredericton,1207,688,140,322,0,52,5,13,81759,93181,81329
13003,Fredericton,41,19,10,10,0,2,0,13,81759,63618,430
13003,Fredericton,3,1,1,0,0,0,0,13,81759,63618,430
13003,Fredericton,123,47,49,20,0,7,0,13,81759,63618,430
13003,Fredericton,1,1,0,0,0,0,0,13,81759,63618,430
13003,Fredericton,3,2,0,1,0,0,0,13,81759,63618,430
13004,Fundy Royal,1,0,0,1,0,0,0,13,79331,78076,2997
13004,Fundy Royal,226,157,28,33,0,9,0,13,79331,78076,2997
13004,Fundy Royal,7,2,2,2,0,0,0,13,79331,78076,2997
13004,Fundy Royal,28,18,6,3,0,1,0,13,79331,78076,2997
13004,Fundy Royal,74,35,26,9,0,4,0,13,79331,78076,2997
13004,Fundy Royal,141,78,38,22,0,3,0,13,79331,78076,2997
13004,Fundy Royal,1073,642,259,122,0,50,0,13,79331,78076,2997
13004,Fundy Royal,4,2,0,1,0,0,0,13,79331,78076,2997
13004,Fundy Royal,26,7,3,15,0,1,0,13,79331,78076,2997
13004,Fundy Royal,242,172,45,16,0,8,0,13,79331,73484,73365
13004,Fundy Royal,6135,3953,1092,827,0,263,0,13,79331,73484,73365
13004,Fundy Royal,236,130,36,53,0,17,0,13,79331,73484,73365
13004,Fundy Royal,29041,16405,8551,2659,0,1426,0,13,79331,73484,73365
13004,Fundy Royal,133,96,17,14,0,6,0,13,79331,73484,73365
13004,Fundy Royal,587,380,83,91,0,33,0,13,79331,73484,73365
13004,Fundy Royal,24,15,4,4,0,0,0,13,79331,63618,309
13004,Fundy Royal,22,14,4,2,0,1,0,13,79331,63618,309
13004,Fundy Royal,39,18,11,6,0,3,0,13,79331,63618,309
13004,Fundy Royal,81,48,21,7,0,5,0,13,79331,63618,309
13004,Fundy Royal,1,0,0,0,0,0,0,13,79331,63618,309
13004,Fundy Royal,2,1,0,0,0,0,0,13,79331,63618,309
13004,Fundy Royal,247,139,50,52,0,5,1,13,79331,84670,2660
13004,Fundy Royal,971,487,296,160,0,23,5,13,79331,84670,2660
13004,Fundy Royal,7,3,1,2,0,0,0,13,79331,84670,2660
13004,Fundy Royal,26,15,4,8,0,1,0,13,79331,84670,2660
13005,Madawaska--Restigouche,7034,3151,894,2664,0,122,203,13,62540,61106,61106
13005,Madawaska--Restigouche,868,340,59,393,0,13,63,13,62540,61106,61106
13005,Madawaska--Restigouche,25953,10171,5519,8793,0,460,1010,13,62540,61106,61106
13005,Madawaska--Restigouche,128,66,13,40,0,4,5,13,62540,61106,61106
13005,Madawaska--Restigouche,1014,496,77,419,0,13,9,13,62540,61106,61106
13005,Madawaska--Restigouche,173,73,46,49,0,4,0,13,62540,51996,1434
13005,Madawaska--Restigouche,64,18,31,14,0,1,0,13,62540,51996,1434
13005,Madawaska--Restigouche,197,59,100,28,0,11,0,13,62540,51996,1434
13005,Madawaska--Restigouche,462,149,208,88,0,17,0,13,62540,51996,1434
13005,Madawaska--Restigouche,3,2,0,1,0,0,0,13,62540,51996,1434
13005,Madawaska--Restigouche,26,16,2,8,0,0,0,13,62540,51996,1434
13006,Miramichi--Grand Lake,8,3,1,4,0,0,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,219,90,32,88,0,9,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,51,17,14,18,0,1,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,104,53,21,23,0,6,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,231,112,45,56,0,18,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,1123,238,679,176,0,30,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,5,2,1,2,0,0,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,29,8,3,17,0,1,0,13,59343,78076,3718
13006,Miramichi--Grand Lake,533,352,68,88,0,17,7,13,59343,93181,5781
13006,Miramichi--Grand Lake,558,362,70,95,0,24,7,13,59343,93181,5781
13006,Miramichi--Grand Lake,76,39,16,17,0,4,0,13,59343,93181,5781
