2013 FED Number,2013 FED Name,All votes,Conservative votes,NDP-New Democratic Party votes,Liberal votes,Bloc Quebecois votes,Green Party votes,Other votes,Province and territory numeric code,2013 FED - Population,2003 FED - 2011 Population,Population transferred to 2013 FED
35068,Niagara West,5,2,1,1,0,0,0,35,86533,112015,1419
35068,Niagara West,52,36,5,9,0,1,0,35,86533,112015,1419
35068,Niagara West,50,29,12,6,0,2,1,35,86533,112015,1419
35068,Niagara West,430,294,65,47,0,15,9,35,86533,112015,1419
35068,Niagara West,2,1,0,1,0,0,0,35,86533,112015,1419
35068,Niagara West,6,3,1,2,0,0,0,35,86533,112015,1419
35068,Niagara West,31,17,10,4,0,1,0,35,86533,112727,6867
35068,Niagara West,510,287,134,74,0,6,9,35,86533,112727,6867
35068,Niagara West,2856,1642,815,226,0,87,86,35,86533,112727,6867
35068,Niagara West,8,4,1,3,0,0,0,35,86533,112727,6867
35068,Niagara West,45,18,16,9,0,1,0,35,86533,112727,6867
35069,Nickel Belt,0,0,0,0,0,0,0,35,90962,92391,90962
35069,Nickel Belt,15,5,9,2,0,0,0,35,90962,92391,90962
35069,Nickel Belt,7419,2265,3604,1344,0,193,13,35,90962,92391,90962
35069,Nickel Belt,4,1,2,0,0,0,0,35,90962,92391,90962
35069,Nickel Belt,20,8,9,2,0,1,0,35,90962,92391,90962
35069,Nickel Belt,35871,9828,20349,4637,0,1012,45,35,90962,92391,90962
35069,Nickel Belt,105,55,22,24,0,4,0,35,90962,92391,90962
35069,Nickel Belt,714,211,281,200,0,21,1,35,90962,92391,90962
35070,Nipissing--Timiskaming,39,11,14,14,0,0,0,35,90996,92391,1059
35070,Nipissing--Timiskaming,255,68,139,34,0,15,0,35,90996,92391,1059
35070,Nipissing--Timiskaming,123,9,76,35,0,3,0,35,90996,92391,1059
35070,Nipissing--Timiskaming,1,1,0,0,0,0,0,35,90996,92391,1059
35070,Nipissing--Timiskaming,8,2,3,2,0,0,0,35,90996,92391,1059
35070,Nipissing--Timiskaming,431,172,71,175,0,12,0,35,90996,90995,89937
35070,Nipissing--Timiskaming,5830,2331,801,2388,0,310,0,35,90996,90995,89937
35070,Nipissing--Timiskaming,994,315,132,513,0,34,0,35,90996,90995,89937
35070,Nipissing--Timiskaming,9,4,2,2,0,0,0,35,90996,90995,89937
35070,Nipissing--Timiskaming,32945,11846,7510,11527,0,2062,0,35,90996,90995,89937
35070,Nipissing--Timiskaming,258,161,22,62,0,13,0,35,90996,90995,89937
35070,Nipissing--Timiskaming,1319,448,149,651,0,70,0,35,90996,90995,89937
35071,Northumberland--Peterborough South,301,172,43,73,0,8,6,35,107840,126833,14651
35071,Northumberland--Peterborough South,652,382,93,140,0,29,8,35,107840,126833,14651
35071,Northumberland--Peterborough South,21,6,7,6,0,1,1,35,107840,126833,14651
35071,Northumberland--Peterborough South,5995,3162,1394,984,0,342,113,35,107840,126833,14651
35071,Northumberland--Peterborough South,13,7,2,3,0,1,0,35,107840,126833,14651
35071,Northumberland--Peterborough South,52,29,5,14,0,2,1,35,107840,126833,14651
35071,Northumberland--Peterborough South,65,39,7,15,0,3,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,7232,3959,990,1955,0,328,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,521,277,101,126,0,17,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,15,9,4,1,0,0,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,33643,17540,7365,7137,0,1601,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,331,244,24,50,0,13,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,484,242,49,165,0,28,0,35,107840,125261,82126
35071,Northumberland--Peterborough South,0,0,0,0,0,0,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,1,0,0,0,0,0,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,195,112,30,44,0,8,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,455,243,95,101,0,14,3,35,107840,118938,11063
35071,Northumberland--Peterborough South,276,176,43,50,0,7,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,53,31,7,13,0,1,2,35,107840,118938,11063
35071,Northumberland--Peterborough South,0,0,0,0,0,0,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,3,2,1,1,0,0,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,177,118,34,12,0,11,2,35,107840,118938,11063
35071,Northumberland--Peterborough South,4438,2568,1020,679,0,153,18,35,107840,118938,11063
35071,Northumberland--Peterborough South,16,7,2,6,0,1,0,35,107840,118938,11063
35071,Northumberland--Peterborough South,109,51,15,36,0,7,0,35,107840,118938,11063
35072,Oakville,8537,4372,750,3173,0,242,0,35,119649,119649,119649
35072,Oakville,432,233,71,120,0,8,0,35,119649,119649,119649
35072,Oakville,48375,25014,7240,14259,0,1862,0,35,119649,119649,119649
35072,Oakville,107,69,5,31,0,2,0,35,119649,119649,119649
35072,Oakville,764,380,51,307,0,26,0,35,119649,119649,119649
35073,Oakville North--Burlington,256,154,21,71,0,9,0,35,114378,203437,114378
35073,Oakville North--Burlington,465,279,42,137,0,7,0,35,114378,203437,114378
35073,Oakville North--Burlington,558,258,58,224,0,15,4,35,114378,203437,114378
35073,Oakville North--Burlington,705,416,82,191,0,14,2,35,114378,203437,114378
35073,Oakville North--Burlington,5660,3179,506,1828,0,134,13,35,114378,203437,114378
35073,Oakville North--Burlington,15,9,3,3,0,0,0,35,114378,203437,114378
35073,Oakville North--Burlington,348,186,47,105,0,4,6,35,114378,203437,114378
35073,Oakville North--Burlington,199,100,30,65,0,3,0,35,114378,203437,114378
35073,Oakville North--Burlington,345,205,48,86,0,6,0,35,114378,203437,114378
35073,Oakville North--Burlington,37881,20387,6397,9753,0,1250,94,35,114378,203437,114378
35073,Oakville North--Burlington,52,31,1,20,0,1,0,35,114378,203437,114378
35073,Oakville North--Burlington,357,165,29,149,0,10,3,35,114378,203437,114378
35074,Oshawa,644,374,182,71,0,14,3,35,125771,125322,105539
35074,Oshawa,385,222,122,25,0,11,5,35,125771,125322,105539
35074,Oshawa,614,390,153,51,0,18,3,35,125771,125322,105539
35074,Oshawa,3806,2087,1274,325,0,96,24,35,125771,125322,105539
35074,Oshawa,70,44,20,3,0,3,0,35,125771,125322,105539
35074,Oshawa,36697,18042,14932,2223,0,1272,228,35,125771,125322,105539
35074,Oshawa,147,64,18,52,0,8,5,35,125771,125322,105539
35074,Oshawa,577,321,174,65,0,15,2,35,125771,125322,105539
35074,Oshawa,176,117,30,21,0,8,1,35,125771,146307,20232
35074,Oshawa,986,556,219,176,0,35,0,35,125771,146307,20232
35074,Oshawa,8239,4531,2333,977,0,375,23,35,125771,146307,20232
35074,Oshawa,19,10,1,7,0,1,0,35,125771,146307,20232
35074,Oshawa,129,81,16,26,0,7,0,35,125771,146307,20232
35075,Ottawa Centre,607,264,201,113,0,24,6,35,113619,114043,113619
35075,Ottawa Centre,418,138,184,75,0,16,5,35,113619,114043,113619
35075,Ottawa Centre,11097,2347,5763,2403,0,507,77,35,113619,114043,113619
35075,Ottawa Centre,763,279,234,201,0,25,24,35,113619,114043,113619
35075,Ottawa Centre,107,36,40,22,0,4,6,35,113619,114043,113619
35075,Ottawa Centre,126,65,30,26,0,5,0,35,113619,114043,113619
35075,Ottawa Centre,195,67,85,32,0,6,5,35,113619,114043,113619
35075,Ottawa Centre,118,40,57,17,0,3,2,35,113619,114043,113619
35075,Ottawa Centre,165,67,60,36,0,1,1,35,113619,114043,113619
35075,Ottawa Centre,184,61,68,47,0,4,4,35,113619,114043,113619
35075,Ottawa Centre,49009,10213,26160,9528,0,2559,549,35,113619,114043,113619
35075,Ottawa Centre,576,160,202,165,0,47,3,35,113619,114043,113619
35075,Ottawa Centre,1320,255,654,350,0,57,4,35,113619,114043,113619
35076,Orleans,20,13,2,4,0,1,0,35,119247,112212,5972
35076,Orleans,495,283,43,158,0,10,1,35,119247,112212,5972
35076,Orleans,19,10,3,5,0,1,0,35,119247,112212,5972
35076,Orleans,89,52,15,18,0,3,0,35,119247,112212,5972
35076,Orleans,321,145,56,110,0,10,1,35,119247,112212,5972
35076,Orleans,408,187,67,145,0,9,0,35,119247,112212,5972
35076,Orleans,1407,648,268,438,0,48,5,35,119247,112212,5972
35076,Orleans,12,8,1,3,0,1,0,35,119247,112212,5972
35076,Orleans,55,26,4,23,0,2,0,35,119247,112212,5972
35076,Orleans,172,98,21,50,0,3,0,35,119247,159032,1300
35076,Orleans,41,23,6,10,0,2,0,35,119247,159032,1300
35076,Orleans,127,70,27,22,0,8,0,35,119247,159032,1300
35076,Orleans,468,290,80,76,0,22,0,35,119247,159032,1300
35076,Orleans,4,2,0,1,0,0,0,35,119247,159032,1300
35076,Orleans,7,4,1,3,0,0,0,35,119247,159032,1300
35076,Orleans,12803,6113,1130,5260,0,300,0,35,119247,119287,111975
35076,Orleans,73,31,7,35,0,1,0,35,119247,119287,111975
35076,Orleans,423,198,30,187,0,8,0,35,119247,119287,111975
35076,Orleans,45553,19896,7091,17208,0,1358,0,35,119247,119287,111975
35076,Orleans,579,404,23,128,0,23,0,35,119247,119287,111975
35076,Orleans,930,416,70,422,0,22,0,35,119247,119287,111975
35077,Ottawa South,696,294,89,289,0,20,4,35,121894,121921,121894
35077,Ottawa South,9729,3601,1090,4617,0,286,135,35,121894,121921,121894
35077,Ottawa South,501,211,48,197,0,9,36,35,121894,121921,121894
35077,Ottawa South,195,78,28,84,0,3,2,35,121894,121921,121894
35077,Ottawa South,46486,14946,9329,20103,0,1419,689,35,121894,121921,121894
35077,Ottawa South,469,195,44,188,0,23,19,35,121894,121921,121894
35077,Ottawa South,895,300,82,476,0,27,10,35,121894,121921,121894
35078,Ottawa--Vanier,764,366,93,290,0,15,0,35,110999,119287,7312
35078,Ottawa--Vanier,37,15,3,18,0,0,0,35,110999,119287,7312
35078,Ottawa--Vanier,2894,1090,632,1063,0,109,0,35,110999,119287,7312
35078,Ottawa--Vanier,39,27,2,9,0,2,0,35,110999,119287,7312
35078,Ottawa--Vanier,63,28,5,29,0,1,0,35,110999,119287,7312
35078,Ottawa--Vanier,8574,2463,1896,3680,0,518,17,35,110999,103687,103687
35078,Ottawa--Vanier,1208,327,201,648,0,27,5,35,110999,103687,103687
35078,Ottawa--Vanier,40652,10859,12959,14705,0,2037,92,35,110999,103687,103687
35078,Ottawa--Vanier,628,187,72,314,0,51,4,35,110999,103687,103687
35078,Ottawa--Vanier,1360,348,263,662,0,83,4,35,110999,103687,103687
35079,Ottawa West--Nepean,5,2,2,1,0,0,0,35,111881,114043,424
35079,Ottawa West--Nepean,33,14,11,6,0,1,0,35,111881,114043,424
35079,Ottawa West--Nepean,2,1,1,0,0,0,0,35,111881,114043,424
35079,Ottawa West--Nepean,22,9,8,5,0,0,0,35,111881,114043,424
35079,Ottawa West--Nepean,17,6,8,2,0,0,0,35,111881,114043,424
35079,Ottawa West--Nepean,33,11,14,6,0,1,1,35,111881,114043,424
35079,Ottawa West--Nepean,26,14,6,5,0,1,0,35,111881,114043,424
35079,Ottawa West--Nepean,39,13,14,8,0,1,2,35,111881,114043,424
35079,Ottawa West--Nepean,2,0,1,0,0,0,0,35,111881,114043,424
35079,Ottawa West--Nepean,4,1,2,1,0,0,0,35,111881,114043,424
35079,Ottawa West--Nepean,9509,4494,1137,3561,0,317,0,35,111881,111457,111457
35079,Ottawa West--Nepean,658,371,74,187,0,26,0,35,111881,111457,111457
35079,Ottawa West--Nepean,45160,19860,9797,13614,0,1889,0,35,111881,111457,111457
35079,Ottawa West--Nepean,274,122,22,121,0,9,0,35,111881,111457,111457
35079,Ottawa West--Nepean,822,379,98,307,0,38,0,35,111881,111457,111457
35080,Oxford,192,114,23,46,0,8,1,35,108656,137102,2937
35080,Oxford,43,26,9,7,0,1,0,35,108656,137102,2937
35080,Oxford,62,37,13,10,0,2,1,35,108656,137102,2937
35080,Oxford,81,50,14,13,0,4,0,35,108656,137102,2937
35080,Oxford,120,65,22,30,0,2,1,35,108656,137102,2937
35080,Oxford,797,509,171,75,0,35,7,35,108656,137102,2937
35080,Oxford,3,2,0,1,0,0,0,35,108656,137102,2937
35080,Oxford,14,7,2,4,0,0,0,35,108656,137102,2937
35080,Oxford,5761,3584,1160,701,0,257,59,35,108656,105719,105719
35080,Oxford,460,305,53,71,0,16,15,35,108656,105719,105719
35080,Oxford,40220,23444,10774,3575,0,1741,686,35,108656,105719,105719
35080,Oxford,101,48,11,36,0,5,1,35,108656,105719,105719
35080,Oxford,950,592,166,138,0,39,15,35,108656,105719,105719
35081,Parkdale--High Park,7426,983,3306,2817,0,263,57,35,105103,105103,105103
35081,Parkdale--High Park,125,30,37,43,0,5,10,35,105103,105103,105103
35081,Parkdale--High Park,42554,6799,20398,13509,0,1369,479,35,105103,105103,105103
35081,Parkdale--High Park,108,19,24,56,0,7,2,35,105103,105103,105103
35081,Parkdale--High Park,732,93,281,332,0,22,4,35,105103,105103,105103
35082,Parry Sound--Muskoka,8454,5002,1460,1316,0,645,31,35,91263,91263,91263
35082,Parry Sound--Muskoka,496,289,89,88,0,23,7,35,91263,91263,91263
35082,Parry Sound--Muskoka,36245,19856,9501,3684,0,3022,182,35,91263,91263,91263
35082,Parry Sound--Muskoka,146,68,19,47,0,11,1,35,91263,91263,91263
35082,Parry Sound--Muskoka,1068,649,148,195,0,75,1,35,91263,91263,91263
35083,Perth--Wellington,6577,3509,1072,1700,0,210,86,35,104912,104912,104912
35083,Perth--Wellington,227,125,19,69,0,9,5,35,104912,104912,104912
35083,Perth--Wellington,38798,21210,8697,6319,0,1861,711,35,104912,104912,104912
35083,Perth--Wellington,91,45,3,37,0,5,1,35,104912,104912,104912
35083,Perth--Wellington,708,392,70,216,0,27,3,35,104912,104912,104912
35084,Peterborough--Kawartha,3,2,1,0,0,0,0,35,115269,117576,7394
35084,Peterborough--Kawartha,363,247,56,49,0,11,0,35,115269,117576,7394
35084,Peterborough--Kawartha,324,210,48,57,0,9,0,35,115269,117576,7394
35084,Peterborough--Kawartha,5,3,2,1,0,0,0,35,115269,117576,7394
35084,Peterborough--Kawartha,270,151,75,30,0,15,0,35,115269,117576,7394
35084,Peterborough--Kawartha,2899,1698,677,359,0,165,0,35,115269,117576,7394
35084,Peterborough--Kawartha,8,5,1,2,0,0,0,35,115269,117576,7394
35084,Peterborough--Kawartha,55,35,6,11,0,3,0,35,115269,117576,7394
35084,Peterborough--Kawartha,8,5,1,2,0,0,0,35,115269,118938,107875
35084,Peterborough--Kawartha,51,27,11,11,0,2,0,35,115269,118938,107875
35084,Peterborough--Kawartha,39,23,6,9,0,2,0,35,115269,118938,107875
35084,Peterborough--Kawartha,787,386,124,255,0,19,4,35,115269,118938,107875
35084,Peterborough--Kawartha,572,304,125,129,0,13,1,35,115269,118938,107875
35084,Peterborough--Kawartha,8580,4580,1338,2390,0,244,28,35,115269,118938,107875
35084,Peterborough--Kawartha,27,15,3,6,0,1,1,35,115269,118938,107875
35084,Peterborough--Kawartha,887,417,188,252,0,15,15,35,115269,118938,107875
35084,Peterborough--Kawartha,63,42,12,4,0,4,1,35,115269,118938,107875
35084,Peterborough--Kawartha,243,105,74,52,0,11,0,35,115269,118938,107875
35084,Peterborough--Kawartha,257,110,100,41,0,6,0,35,115269,118938,107875
35084,Peterborough--Kawartha,40741,19516,11332,8170,0,1510,213,35,115269,118938,107875
35084,Peterborough--Kawartha,154,65,22,57,0,10,0,35,115269,118938,107875
35084,Peterborough--Kawartha,1046,490,140,344,0,67,5,35,115269,118938,107875
35085,Pickering--Uxbridge,54,22,4,28,0,1,0,35,109344,137217,27617
35085,Pickering--Uxbridge,372,153,42,172,0,4,1,35,109344,137217,27617
35085,Pickering--Uxbridge,1065,484,68,483,0,30,0,35,109344,137217,27617
35085,Pickering--Uxbridge,30,12,6,11,0,2,0,35,109344,137217,27617
35085,Pickering--Uxbridge,10313,4478,1508,3994,0,317,16,35,109344,137217,27617
35085,Pickering--Uxbridge,21,9,2,10,0,1,0,35,109344,137217,27617
35085,Pickering--Uxbridge,247,104,16,119,0,7,1,35,109344,137217,27617
35085,Pickering--Uxbridge,1900,1094,180,485,0,124,17,35,109344,126833,20623
35085,Pickering--Uxbridge,38,16,7,10,0,5,1,35,109344,126833,20623
35085,Pickering--Uxbridge,8258,4605,1271,1728,0,595,59,35,109344,126833,20623
35085,Pickering--Uxbridge,18,10,2,4,0,1,0,35,109344,126833,20623
35085,Pickering--Uxbridge,73,41,8,20,0,3,1,35,109344,126833,20623
35085,Pickering--Uxbridge,3464,1482,354,1510,0,118,0,35,109344,107910,61104
35085,Pickering--Uxbridge,18,10,3,6,0,0,0,35,109344,107910,61104
35085,Pickering--Uxbridge,22928,9957,4232,7740,0,999,0,35,109344,107910,61104
35085,Pickering--Uxbridge,41,15,3,20,0,3,0,35,109344,107910,61104
35085,Pickering--Uxbridge,257,81,25,142,0,8,0,35,109344,107910,61104
35086,Renfrew--Nipissing--Pembroke,9299,5156,903,1426,0,152,1662,35,102537,102537,102537
35086,Renfrew--Nipissing--Pembroke,655,379,54,130,0,5,87,35,102537,102537,102537
35086,Renfrew--Nipissing--Pembroke,39980,20988,5858,4779,0,691,7664,35,102537,102537,102537
35086,Renfrew--Nipissing--Pembroke,677,536,33,59,0,17,32,35,102537,102537,102537
35086,Renfrew--Nipissing--Pembroke,787,403,55,151,0,12,166,35,102537,102537,102537
35087,Richmond Hill,395,185,47,154,0,9,0,35,108658,129609,104209
35087,Richmond Hill,5651,2391,612,2475,0,173,0,35,108658,129609,104209
35087,Richmond Hill,110,34,14,52,0,10,0,35,108658,129609,104209
35087,Richmond Hill,0,0,0,0,0,0,0,35,108658,129609,104209
35087,Richmond Hill,2,1,0,1,0,0,0,35,108658,129609,104209
35087,Richmond Hill,6,3,1,2,0,0,0,35,108658,129609,104209
35087,Richmond Hill,16,5,3,7,0,0,0,35,108658,129609,104209
35087,Richmond Hill,37,15,8,12,0,1,0,35,108658,129609,104209
35087,Richmond Hill,91,46,14,27,0,4,0,35,108658,129609,104209
35087,Richmond Hill,190,84,41,58,0,6,0,35,108658,129609,104209
35087,Richmond Hill,34134,14820,6168,11792,0,1354,0,35,108658,129609,104209
35087,Richmond Hill,55,18,4,30,0,3,0,35,108658,129609,104209
35087,Richmond Hill,510,204,60,227,0,19,0,35,108658,129609,104209
35087,Richmond Hill,245,161,12,71,0,1,1,35,108658,140265,4449
35087,Richmond Hill,46,27,6,10,0,4,0,35,108658,140265,4449
35087,Richmond Hill,1,1,0,0,0,0,0,35,108658,140265,4449
35087,Richmond Hill,1009,503,253,223,0,27,3,35,108658,140265,4449
35087,Richmond Hill,3,1,0,1,0,0,0,35,108658,140265,4449
35087,Richmond Hill,31,22,1,8,0,1,0,35,108658,140265,4449
35088,Carleton,0,0,0,0,0,0,0,35,89522,149769,36538
35088,Carleton,0,0,0,0,0,0,0,35,89522,149769,36538
35088,Carleton,44,27,3,13,0,1,0,35,89522,149769,36538
35088,Carleton,418,282,36,85,0,15,0,35,89522,149769,36538
35088,Carleton,225,172,15,34,0,4,0,35,89522,149769,36538
35088,Carleton,3386,2358,271,654,0,103,0,35,89522,149769,36538
35088,Carleton,143,105,14,22,0,2,0,35,89522,149769,36538
35088,Carleton,1,0,0,0,0,0,0,35,89522,149769,36538
35088,Carleton,2,1,1,1,0,0,0,35,89522,149769,36538
35088,Carleton,117,65,25,22,0,4,0,35,89522,149769,36538
35088,Carleton,223,169,21,29,0,4,0,35,89522,149769,36538
35088,Carleton,311,165,70,60,0,16,0,35,89522,149769,36538
35088,Carleton,13785,8465,2072,2639,0,609,0,35,89522,149769,36538
35088,Carleton,86,63,3,19,0,2,0,35,89522,149769,36538
35088,Carleton,251,145,18,78,0,10,0,35,89522,149769,36538
35088,Carleton,462,262,57,135,0,8,0,35,89522,159032,52957
35088,Carleton,5789,3927,390,1250,0,222,0,35,89522,159032,52957
35088,Carleton,41,23,6,10,0,2,0,35,89522,159032,52957
35088,Carleton,87,57,3,24,0,3,0,35,89522,159032,52957
35088,Carleton,71,46,13,11,0,1,0,35,89522,159032,52957
35088,Carleton,1,1,0,0,0,0,0,35,89522,159032,52957
35088,Carleton,21054,12374,3213,4560,0,907,0,35,89522,159032,52957
35088,Carleton,142,86,9,38,0,9,0,35,89522,159032,52957
35088,Carleton,250,127,20,93,0,9,0,35,89522,159032,52957
35088,Carleton,4,2,0,2,0,0,0,35,89522,121921,27
35088,Carleton,16,7,2,7,0,0,0,35,89522,121921,27
35088,Carleton,0,0,0,0,0,0,0,35,89522,121921,27
35088,Carleton,0,0,0,0,0,0,0,35,89522,121921,27
35089,St. Catharines,420,245,37,108,0,26,4,35,110596,112015,110596
35089,St. Catharines,449,253,62,113,0,17,3,35,110596,112015,110596
35089,St. Catharines,5183,2755,899,1320,0,165,44,35,110596,112015,110596
35089,St. Catharines,383,271,49,47,0,8,8,35,110596,112015,110596
35089,St. Catharines,101,58,25,13,0,4,1,35,110596,112015,110596
35089,St. Catharines,218,152,22,39,0,5,1,35,110596,112015,110596
35089,St. Catharines,149,58,42,43,0,4,3,35,110596,112015,110596
35089,St. Catharines,41906,20929,10627,8333,0,1648,369,35,110596,112015,110596
35089,St. Catharines,169,74,21,67,0,6,1,35,110596,112015,110596
35089,St. Catharines,551,294,76,166,0,13,2,35,110596,112015,110596
35090,Toronto--St. Paul's,22,3,11,7,0,1,0,35,103983,102360,0
35090,Toronto--St. Paul's,166,17,99,41,0,8,1,35,103983,102360,0
35090,Toronto--St. Paul's,0,0,0,0,0,0,0,35,103983,102360,0
35090,Toronto--St. Paul's,3,0,1,1,0,0,0,35,103983,102360,0
35090,Toronto--St. Paul's,275,79,21,162,0,13,1,35,103983,116463,103983
35090,Toronto--St. Paul's,328,89,47,176,0,14,2,35,103983,116463,103983
35090,Toronto--St. Paul's,7032,2428,1019,3263,0,290,32,35,103983,116463,103983
35090,Toronto--St. Paul's,53,17,10,23,0,1,2,35,103983,116463,103983
35090,Toronto--St. Paul's,40216,12993,9757,15415,0,1828,223,35,103983,116463,103983
35090,Toronto--St. Paul's,108,31,11,61,0,4,2,35,103983,116463,103983
35090,Toronto--St. Paul's,797,229,111,415,0,37,4,35,103983,116463,103983
35091,Sarnia--Lambton,6205,3632,1304,1065,0,155,49,35,106293,106293,106293
35091,Sarnia--Lambton,878,564,154,137,0,10,13,35,106293,106293,106293
35091,Sarnia--Lambton,41672,21445,13216,5516,0,1050,445,35,106293,106293,106293
35091,Sarnia--Lambton,164,81,25,47,0,10,1,35,106293,106293,106293
35091,Sarnia--Lambton,746,390,157,166,0,27,6,35,106293,106293,106293
35092,Sault Ste. Marie,0,0,0,0,0,0,0,35,82052,88869,82052
35092,Sault Ste. Marie,3249,1390,1058,735,0,61,5,35,82052,88869,82052
35092,Sault Ste. Marie,697,211,307,163,0,15,1,35,82052,88869,82052
35092,Sault Ste. Marie,2,1,1,0,0,0,0,35,82052,88869,82052
35092,Sault Ste. Marie,35133,14147,13396,6711,0,750,129,35,82052,88869,82052
35092,Sault Ste. Marie,127,65,28,30,0,4,1,35,82052,88869,82052
35092,Sault Ste. Marie,1180,502,334,327,0,16,2,35,82052,88869,82052
35093,Scarborough--Agincourt,179,65,22,87,0,5,0,35,104499,112048,104499
35093,Scarborough--Agincourt,4481,1579,485,2314,0,103,0,35,104499,112048,104499
35093,Scarborough--Agincourt,261,142,26,86,0,7,0,35,104499,112048,104499
35093,Scarborough--Agincourt,1,0,0,0,0,0,0,35,104499,112048,104499
35093,Scarborough--Agincourt,24,9,4,11,0,0,0,35,104499,112048,104499
35093,Scarborough--Agincourt,129,48,32,44,0,4,0,35,104499,112048,104499
35093,Scarborough--Agincourt,32005,10830,6156,14291,0,728,0,35,104499,112048,104499
35093,Scarborough--Agincourt,46,13,6,25,0,3,0,35,104499,112048,104499
35093,Scarborough--Agincourt,612,201,57,338,0,16,0,35,104499,112048,104499
35094,Scarborough Centre,309,114,63,127,0,5,0,35,108826,111911,99922
35094,Scarborough Centre,275,102,67,96,0,10,0,35,108826,111911,99922
35094,Scarborough Centre,328,154,46,119,0,9,0,35,108826,111911,99922
35094,Scarborough Centre,2826,1220,552,998,0,56,0,35,108826,111911,99922
35094,Scarborough Centre,76,12,22,39,0,3,0,35,108826,111911,99922
35094,Scarborough Centre,55,18,19,17,0,2,0,35,108826,111911,99922
35094,Scarborough Centre,29455,10033,9430,9230,0,762,0,35,108826,111911,99922
35094,Scarborough Centre,65,25,3,34,0,4,0,35,108826,111911,99922
35094,Scarborough Centre,252,94,37,117,0,4,0,35,108826,111911,99922
35094,Scarborough Centre,28,8,7,11,0,1,0,35,108826,108693,8904
35094,Scarborough Centre,280,104,53,117,0,6,0,35,108826,108693,8904
35094,Scarborough Centre,2822,947,980,813,0,82,0,35,108826,108693,8904
35094,Scarborough Centre,7,2,1,4,0,0,0,35,108826,108693,8904
35094,Scarborough Centre,31,9,6,16,0,1,0,35,108826,108693,8904
35095,Scarborough--Guildwood,94,44,13,34,0,3,0,35,101914,111911,11989
35095,Scarborough--Guildwood,120,45,29,41,0,5,0,35,101914,111911,11989
35095,Scarborough--Guildwood,143,52,29,59,0,3,0,35,101914,111911,11989
35095,Scarborough--Guildwood,85,27,29,26,0,2,0,35,101914,111911,11989
35095,Scarborough--Guildwood,3842,1543,1099,1071,0,129,0,35,101914,111911,11989
35095,Scarborough--Guildwood,9,3,0,4,0,1,0,35,101914,111911,11989
35095,Scarborough--Guildwood,33,12,5,16,0,0,0,35,101914,111911,11989
35095,Scarborough--Guildwood,187,72,29,81,0,5,1,35,101914,111138,89925
35095,Scarborough--Guildwood,231,93,30,101,0,6,1,35,101914,111138,89925
35095,Scarborough--Guildwood,216,76,37,100,0,2,1,35,101914,111138,89925
35095,Scarborough--Guildwood,542,239,80,213,0,10,1,35,101914,111138,89925
35095,Scarborough--Guildwood,2617,949,458,1149,0,49,12,35,101914,111138,89925
35095,Scarborough--Guildwood,88,58,9,16,0,3,2,35,101914,111138,89925
35095,Scarborough--Guildwood,123,47,22,51,0,1,3,35,101914,111138,89925
35095,Scarborough--Guildwood,69,25,9,24,0,3,8,35,101914,111138,89925
35095,Scarborough--Guildwood,1,0,0,0,0,0,0,35,101914,111138,89925
35095,Scarborough--Guildwood,12,5,2,4,0,0,0,35,101914,111138,89925
35095,Scarborough--Guildwood,12,3,4,5,0,0,0,35,101914,111138,89925
35095,Scarborough--Guildwood,136,36,49,44,0,6,0,35,101914,111138,89925
35095,Scarborough--Guildwood,109,37,29,37,0,4,1,35,101914,111138,89925
35095,Scarborough--Guildwood,143,55,17,60,0,10,0,35,101914,111138,89925
35095,Scarborough--Guildwood,228,82,43,96,0,8,0,35,101914,111138,89925
35095,Scarborough--Guildwood,25273,8403,7178,9009,0,508,175,35,101914,111138,89925
35095,Scarborough--Guildwood,83,20,6,50,0,7,0,35,101914,111138,89925
35095,Scarborough--Guildwood,197,72,29,90,0,5,2,35,101914,111138,89925
35096,Scarborough North,464,168,58,225,0,13,0,35,101080,112048,7549
35096,Scarborough North,87,33,22,30,0,3,0,35,101080,112048,7549
35096,Scarborough North,179,66,29,82,0,2,0,35,101080,112048,7549
35096,Scarborough North,178,58,53,66,0,2,0,35,101080,112048,7549
35096,Scarborough North,2054,702,422,871,0,59,0,35,101080,112048,7549
35096,Scarborough North,4,1,0,2,0,0,0,35,101080,112048,7549
35096,Scarborough North,46,15,4,26,0,1,0,35,101080,112048,7549
35096,Scarborough North,37,9,15,13,0,1,0,35,101080,135102,93531
35096,Scarborough North,422,88,197,133,0,3,2,35,101080,135102,93531
35096,Scarborough North,405,95,181,118,0,8,2,35,101080,135102,93531
35096,Scarborough North,3965,1480,1007,1383,0,68,27,35,101080,135102,93531
35096,Scarborough North,15,3,7,4,0,0,0,35,101080,135102,93531
