Geo_Code,FED_Name,Under5000Pct,5000To9999Pct,10000To14999Pct,15000To19999Pct,20000To29999Pct,30000To39999Pct,40000To49999Pct,50000To59999Pct,60000To79999Pct,80000To99999Pct,100000To124999Pct,125000AndOverPct,MaleUnder5000Pct,Male5000To9999Pct,Male10000To14999Pct,Male15000To19999Pct,Male20000To29999Pct,Male30000To39999Pct,Male40000To49999Pct,Male50000To59999Pct,Male60000To79999Pct,Male80000To99999Pct,Male100000To124999Pct,Male125000AndOverPct,FemaleTotIncome2010Pop15YearsAndOver,FemaleUnder5000Pct,Female5000To9999Pct,Female10000To14999Pct,Female15000To19999Pct,Female20000To29999Pct,Female30000To39999Pct,Female40000To49999Pct,Female50000To59999Pct,Female60000To79999Pct,Female80000To99999Pct,Female100000To124999Pct,Female125000AndOverPct
48005,Calgary Confederation,9.741,5.587,6.968,7.005,11.248,10.187,8.575,7.183,9.898,7.21,4.568,8.176,9.64,3.999,6.178,5.736,10.229,10.04,8.43,7.346,10.145,7.925,5.22,11.976,47710,9.83,7.179,7.755,8.258,12.251,10.333,8.709,7.022,9.663,6.508,3.92,4.402
48006,Calgary Forest Lawn,10.695,6.962,9.068,8.794,14.25,12.886,11.379,6.797,7.55,3.167,1.107,1.01,10.671,4.973,7.103,7.482,12.6,13.336,12.522,8.553,9.868,4.148,1.717,1.583,42775,10.719,9.047,11.128,10.181,15.967,12.402,10.181,4.944,5.12,2.139,0.479,0.409
48007,Calgary Heritage,9.177,5.818,6.442,5.964,11.129,9.649,9.52,7.495,10.814,7.23,4.445,7.68,8.537,4.097,4.623,4.761,9.178,8.423,8.606,7.702,12.394,8.949,5.871,12.245,45175,9.795,7.482,8.201,7.117,13.016,10.847,10.404,7.283,9.286,5.567,3.066,3.265
48008,Calgary Midnapore,9.994,5.786,6.096,6.229,10.243,9.706,9.479,7.303,11.079,6.982,5.155,6.832,8.606,3.79,4.905,4.682,8.126,8.483,8.316,7.981,12.975,8.862,7.569,11.426,45450,11.364,7.745,7.261,7.756,12.343,10.902,10.616,6.634,9.208,5.138,2.772,2.31
48009,Calgary Nose Hill,10.36,6.264,6.579,6.793,10.675,9.422,9.326,7.59,10.416,6.877,4.225,6.017,9.998,4.643,5.331,5.515,9.149,8.61,8.931,7.991,11.385,8.14,6.111,9.126,45390,10.718,7.832,7.766,8.019,12.139,10.2,9.705,7.215,9.484,5.662,2.412,3.029
48010,Calgary Rocky Ridge,9.771,5.907,5.771,5.001,8.734,8.07,8.485,7.377,11.655,9.362,5.647,8.894,8.137,3.832,4.511,3.638,6.67,6.124,7.846,6.912,13.4,11.133,7.773,15.013,43155,11.331,7.902,6.975,6.303,10.706,9.929,9.084,7.821,9.987,7.682,3.615,3.059
48011,Calgary Shepard,8.598,5.154,5.428,5.166,9.407,10.035,10.582,8.633,13.496,7.784,4.892,5.986,7.38,3.003,4.227,3.673,7.069,8.42,9.771,9.448,16.505,9.887,6.942,9.182,42665,9.844,7.325,6.645,6.68,11.778,11.672,11.403,7.793,10.442,5.649,2.813,2.731
48012,Calgary Signal Hill,9.697,5.844,6.167,5.326,10.192,8.677,8.13,7.209,10.007,7.457,5.545,11.378,9.007,4.504,4.803,3.629,7.953,8.073,7.582,6.815,10.684,8.013,6.827,18.074,45085,10.336,7.098,7.419,6.898,12.266,9.238,8.639,7.575,9.371,6.931,4.358,5.168
48013,Calgary Skyview,10.569,6.677,8.133,7.243,12.247,12.085,11.098,8.097,8.692,4.481,1.961,1.486,9.339,4.393,6.926,6.23,10.815,12.291,11.991,10.179,10.899,6.206,2.833,2.209,41465,11.817,8.959,9.345,8.248,13.71,11.877,10.201,6.017,6.475,2.749,1.073,0.76
48014,Edmonton Centre,8.976,5.465,8.729,7.87,13.324,11.331,9.71,8.127,10.088,5.893,3.143,3.976,8.865,4.492,7.451,6.328,11.1,11.122,9.772,9.643,12.094,7.051,3.671,5.453,45000,9.1,6.467,10.067,9.444,15.622,11.544,9.656,6.567,8.022,4.689,2.6,2.456
48015,Edmonton Griesbach,8.701,6.33,9.455,9.362,14.759,11.478,10.11,8.035,9.31,4.296,1.925,1.49,8.781,4.436,7.307,6.603,12.741,11.085,10.438,9.882,12.696,6.183,3.188,2.428,42180,8.618,8.298,11.7,12.257,16.88,11.901,9.768,6.093,5.773,2.323,0.616,0.51
48016,Edmonton Manning,9.048,6.354,7.221,7.309,11.771,9.549,10.687,8.688,11.524,6.325,3.254,2.364,8.833,3.846,5.42,5.708,9.831,8.773,9.782,9.266,15.202,9.049,5.168,4.206,43225,9.242,8.768,8.953,8.849,13.638,10.283,11.567,8.12,7.981,3.713,1.411,0.59
48017,Edmonton Mill Woods,9.562,5.931,7.293,7.173,12.66,10.625,10.241,8.128,10.793,6.045,3.446,2.281,8.601,4.022,5.706,6.13,9.945,9.364,10.176,8.783,14.403,8.468,5.282,4.07,42020,10.495,7.818,8.865,8.198,15.326,11.851,10.305,7.485,7.258,3.665,1.642,0.524
48018,Edmonton Riverbend,9.631,5.676,6.154,5.408,9.596,9.124,8.307,7.747,11.206,8.745,5.355,8.15,8.687,4.097,4.722,4.049,7.365,7.762,7.293,8.23,12.712,10.741,7.317,13.072,44095,10.534,7.166,7.507,6.701,11.691,10.421,9.264,7.28,9.763,6.849,3.515,3.504
48019,Edmonton Strathcona,8.964,5.846,8.444,7.806,11.653,10.636,9.038,7.716,10.726,7.072,4.169,4.474,8.758,4.53,6.896,6.593,9.778,10.227,8.926,8.556,12.918,8.186,5.27,6.549,43930,9.174,7.193,10.005,9.037,13.556,11.04,9.151,6.852,8.514,5.93,3.05,2.367
48020,Edmonton West,8.675,5.41,6.871,7.013,12.187,11.12,10.289,7.814,11.002,6.771,4.037,4.296,8.648,3.888,5.414,5.293,10.477,9.496,9.157,8.055,13.663,8.685,5.814,7.146,43565,8.711,6.852,8.241,8.631,13.818,12.659,11.362,7.586,8.493,4.97,2.341,1.595
48021,Edmonton--Wetaskiwin,8.752,5.391,6.604,6.842,10.348,9.785,10.139,8.38,11.799,7.922,4.916,4.881,7.58,3.174,3.976,4.743,7.684,7.708,9.451,9.463,15.345,11.265,7.905,8.382,43140,9.933,7.603,9.226,8.948,13.004,11.868,10.837,7.302,8.275,4.601,1.924,1.391
48022,Foothills,9.939,6.476,7.374,6.598,12.292,9.502,8.568,6.64,9.539,6.501,4.178,7.744,8.222,3.903,4.647,4.904,9.697,8.636,8.978,7.294,12.125,9.051,6.197,12.235,41465,11.636,9.008,10.069,8.26,14.856,10.37,8.164,5.981,6.97,3.991,2.183,3.316
48023,Fort McMurray--Cold Lake,8.748,5.226,5.084,4.991,7.34,6.894,6.038,5.418,10.769,6.981,7.309,19.963,7.074,2.77,3.468,3.194,4.796,4.957,4.75,4.659,10.565,7.91,9.638,32.692,36970,10.711,8.128,6.979,7.114,10.36,9.183,7.56,6.329,11.009,5.883,4.544,4.909
48024,Grande Prairie--Mackenzie,8.961,5.745,6.935,6.629,11.103,10.188,8.451,7.543,11.312,8.421,5.395,4.425,7.495,3.031,4.38,4.511,8.044,7.877,7.793,8.426,15.193,12.257,9.046,7.817,39570,10.513,8.605,9.629,8.883,14.329,12.636,9.148,6.596,7.202,4.372,1.529,0.821
48025,Lakeland,8.287,6.15,8.187,9.196,13.67,10.025,8.804,6.879,9.34,6.355,3.988,4.486,7.235,3.893,5.57,6.733,11.556,9.377,8.691,8.116,12.523,8.875,5.974,7.7,39410,9.363,8.5,10.886,11.748,15.872,10.695,8.919,5.582,6.052,3.743,1.941,1.155
48026,Lethbridge,8.077,6.756,8.923,8.399,14.429,12.101,10.94,8.119,8.911,4.81,2.506,2.363,7.098,4.318,6.55,6.635,11.953,12.294,12.038,9.794,12.355,6.159,3.781,3.696,43005,9.011,9.08,11.185,10.092,16.777,11.917,9.906,6.511,5.639,3.534,1.291,1.081
48027,Medicine Hat--Cardston--Warner,10.185,6.636,8.336,8.245,15.018,10.957,9.225,7.019,8.557,5.637,3.068,2.699,10.411,3.554,5.567,5.462,13.017,9.845,10.161,8.489,12.056,7.634,5.344,4.843,39085,9.965,9.633,11.027,10.95,16.976,12.038,8.315,5.59,5.155,3.697,0.857,0.601
48028,Peace River--Westlock,9.384,6.825,7.909,7.865,13.153,11.836,8.092,6.75,9.321,6.447,3.643,2.968,8.036,4.308,5.37,6.024,10.406,11.036,8.271,7.777,13.369,9.11,6.012,4.975,38825,10.779,9.453,10.573,9.788,16.021,12.685,7.92,5.654,5.1,3.657,1.172,0.876
48029,Red Deer--Mountain View,8.72,6.47,7.369,7.294,13.357,10.065,9.241,8.428,9.859,6.785,3.985,4.449,7.007,4.694,4.706,5.145,10.834,9.053,8.151,10.487,12.66,9.423,6.463,8.012,44080,10.402,8.212,9.993,9.415,15.835,11.059,10.299,6.42,7.112,4.197,1.565,0.953
48030,Red Deer--Lacombe,10.245,6.337,7.588,7.605,12.827,11.246,9.556,7.093,8.97,6.291,3.595,3.197,9.066,3.902,5.437,5.756,9.68,9.976,9.464,8.349,12.331,9.089,6.097,5.756,43945,11.423,8.772,9.739,9.466,15.975,12.504,9.648,5.814,5.609,3.493,1.092,0.637
48031,St. Albert--Edmonton,8.109,5.478,6.704,6.476,10.059,8.994,8.845,8.976,12.75,8.336,5.155,5.46,7.323,3.496,4.784,4.625,7.691,7.348,8.194,8.93,15.26,10.66,7.961,9.347,42855,8.855,7.374,8.517,8.237,12.309,10.571,9.462,9.019,10.349,6.125,2.485,1.75
48032,Sherwood Park--Fort Saskatchewan,8.784,5.535,6.025,5.293,9.59,8.796,8.238,7.743,11.909,8.711,6.74,8.244,7.071,3.354,3.921,3.456,6.312,6.924,7.309,7.671,14.017,11.388,10.459,14.232,44670,10.477,7.69,8.104,7.096,12.827,10.656,9.156,7.824,9.828,6.067,3.067,2.351
48033,Sturgeon River--Parkland,8.559,5.666,6.248,6.187,10.234,9.542,9.202,8.032,11.871,8.25,5.247,5.672,6.742,3.293,3.738,4.062,7.487,7.583,8.629,8.16,15.623,12.066,8.473,9.722,40815,10.401,8.098,8.808,8.343,13.034,11.54,9.788,7.889,8.061,4.361,1.948,1.556
48034,Yellowhead,9.221,5.946,7.753,7.709,13.354,9.509,7.965,6.613,10.771,7.042,4.96,4.53,7.156,2.925,4.904,5.364,10.305,8.737,7.579,7.442,15.196,10.691,8.301,7.629,37860,11.41,9.152,10.763,10.195,16.587,10.328,8.373,5.732,6.075,3.17,1.413,1.228
59001,Abbotsford,10.021,7.082,10.403,9.749,14.293,11.354,9.212,7.037,8.383,3.793,2,1.871,10.286,4.649,7.921,7.841,12.557,11.021,9.818,8.309,11.729,5.263,3.219,3.233,39815,9.758,9.368,12.734,11.528,15.924,11.666,8.64,5.84,5.237,2.424,0.854,0.603
59002,Burnaby North--Seymour,13.262,7.033,7.821,8.028,11.296,10.55,8.833,6.459,9.478,5.429,3.156,3.375,12.695,5.192,7.237,6.547,10.021,9.779,8.641,6.656,11.11,7.152,4.55,5.494,43140,13.804,8.809,8.391,9.434,12.517,11.289,9.017,6.282,7.904,3.778,1.808,1.344
59003,Burnaby South,14.933,6.769,9.819,9.277,11.756,10.826,8.408,6.271,8.325,4.14,2.031,1.854,14.955,5.089,8.899,8.07,11.409,10.523,8.197,7.115,9.947,5.503,2.809,2.855,46905,14.913,8.315,10.671,10.393,12.078,11.108,8.602,5.479,6.822,2.878,1.322,0.917
59004,Cariboo--Prince George,10.309,7.164,9.145,8.951,13.044,10.743,8.055,7.301,10.269,5.811,2.318,1.593,9.393,4.816,6.841,6.921,11.12,9.541,7.676,9.175,14.701,8.992,3.764,2.574,43890,11.221,9.501,11.438,10.982,14.969,11.928,8.442,5.434,5.856,2.643,0.877,0.615
59005,Central Okanagan--Similkameen--Nicola,8.783,6.817,9.661,11.299,15.577,12.511,9.134,6.822,8.046,3.717,2.227,1.649,8.711,4.638,7.098,9.476,13.255,12.148,10.324,8.523,10.865,5.592,3.59,2.719,45765,8.85,8.839,12.029,12.99,17.721,12.859,8.019,5.244,5.441,1.977,0.961,0.656
59006,Chilliwack--Hope,10.153,7.057,9.943,10.565,14.648,11.376,8.895,6.699,8.74,4.13,1.487,1.223,9.486,4.646,7.475,8.723,12.287,10.304,10.456,8.473,12.897,6.005,2.33,2.149,37915,10.787,9.363,12.304,12.304,16.893,12.396,7.411,5.024,4.8,2.347,0.686,0.343
59007,Cloverdale--Langley City,10.273,5.769,7.205,7.476,11.595,11.658,10.581,8.081,11.847,6.002,2.752,2.009,9.576,3.599,5.626,5.769,8.979,9.875,9.628,9.174,16.255,9.356,4.366,3.534,40905,10.928,7.811,8.691,9.094,14.057,13.336,11.478,7.041,7.701,2.86,1.235,0.587
59008,Coquitlam--Port Coquitlam,13.3,6.951,7.786,7.056,11.082,10.197,8.82,7.526,10.208,5.237,2.959,2.173,12.852,5.058,6.249,5.15,9.464,9.67,8.309,8.64,12.715,7.221,4.726,3.513,46725,13.719,8.721,9.235,8.839,12.595,10.68,9.299,6.485,7.865,3.381,1.306,0.92
59009,Courtenay--Alberni,8.327,6.775,10.285,10.617,16.771,12.998,9.584,6.93,7.342,3.5,1.547,1.284,7.586,4.516,8.37,7.884,14.653,12.82,11.197,9.176,10.446,5.046,2.429,2.164,48150,9.034,8.899,12.077,13.178,18.764,13.167,8.069,4.818,4.424,2.046,0.717,0.457
59010,Cowichan--Malahat--Langford,9.113,6.91,9.476,8.455,13.944,11.932,10.135,7.735,9.372,4.972,1.797,1.865,8.931,5.268,6.822,6.304,11.344,11.445,10.422,9.55,12.38,7.617,2.83,3.082,41675,9.286,8.482,11.998,10.498,16.413,12.394,9.862,6.023,6.515,2.472,0.804,0.696
59011,Delta,10.298,6.476,8.183,7.801,11.015,10.389,9.459,7.485,10.656,5.729,3.378,3.542,9.622,4.568,6.248,6.049,8.501,9.92,8.912,8.576,13.393,7.605,5.315,6.149,42130,10.93,8.296,10.017,9.483,13.411,10.824,9.981,6.444,8.047,3.94,1.531,1.056
59012,Fleetwood--Port Kells,12.798,7.581,9.296,8.619,11.952,10.48,9.154,6.656,8.365,3.531,2.036,1.602,11.627,5.623,7.32,7.366,10.98,10.334,9.052,8.336,10.911,4.93,3.152,2.702,45340,13.928,9.462,11.182,9.826,12.88,10.609,9.263,5.051,5.955,2.195,0.97,0.551
59013,Kamloops--Thompson--Cariboo,9.521,6.674,9.648,9.293,13.145,12.496,8.917,7.375,9.065,4.888,2.36,2.081,8.673,3.862,6.835,7.63,11.492,12.081,9.303,9.241,11.874,7.042,4.13,3.48,50090,10.331,9.403,12.358,10.89,14.753,12.897,8.555,5.57,6.339,2.805,0.649,0.729
59014,Kelowna--Lake Country,9.051,6.844,8.337,9.189,14.072,12.341,10.051,7.706,9.156,4.24,2.422,2.686,9.391,4.854,6.714,6.85,11.988,11.421,10.117,9.425,11.807,5.637,3.641,4.287,46945,8.744,8.702,9.852,11.386,16.019,13.218,9.98,6.103,6.657,2.94,1.289,1.182
59015,Kootenay--Columbia,8.546,6.889,9.161,9.448,14.882,11.641,9.651,6.923,9.256,5.243,2.785,1.967,7.436,4.905,6.829,7.121,11.677,10.946,10.912,9.067,12.544,8.055,4.714,3.15,44255,9.66,8.869,11.479,11.784,18.111,12.349,8.383,4.768,5.943,2.407,0.859,0.78
59016,Langley--Aldergrove,10.719,5.969,7.81,7.762,11.812,10.955,9.778,7.683,10.852,5.281,3.277,2.958,9.92,3.669,5.732,5.571,10.401,9.66,9.327,8.981,14.49,7.363,5.028,4.991,42370,11.494,8.166,9.795,9.842,13.146,12.19,10.196,6.443,7.387,3.292,1.593,1.015
59017,Mission--Matsqui--Fraser Canyon,10.9,7.423,10.529,10.066,13.914,11.461,8.124,6.519,8.363,4.08,1.759,1.213,10.553,4.7,8.4,7.837,12.776,11.242,9.413,8.119,11.58,5.811,2.828,1.942,35795,11.245,10.141,12.641,12.264,15.044,11.692,6.858,4.945,5.182,2.361,0.67,0.475
59018,Nanaimo--Ladysmith,8.978,7.544,10.033,9.867,14.626,12.319,10.558,6.536,8.147,3.866,2.011,1.46,8.349,5.541,8.349,7.918,12.48,12.297,11.167,7.929,10.694,5.648,3.324,2.561,49755,9.577,9.416,11.597,11.677,16.642,12.34,9.989,5.236,5.758,2.191,0.784,0.432
59019,New Westminster--Burnaby,12.539,6.84,8.649,9.059,11.932,11.342,9.665,7.589,9.288,4.502,1.825,1.754,12.924,5.382,8.079,7.016,11.044,10.44,9.836,8.549,10.966,5.886,2.685,2.529,46830,12.172,8.232,9.193,11.008,12.78,12.193,9.492,6.673,7.687,3.182,1.004,1.025
59020,North Okanagan--Shuswap,9.765,7.307,10.472,11.263,15.352,12.034,9.246,6.561,7.441,3.471,1.681,1.473,9.282,4.707,8.146,8.749,14.009,11.686,10.51,8.309,10.909,5.065,2.783,2.517,52270,10.216,9.728,12.636,13.612,16.616,12.359,8.054,4.926,4.19,1.99,0.65,0.507
59021,North Vancouver,10.362,5.962,7.731,7.523,11.023,9.969,9.57,7.217,10.515,6.049,3.822,5.465,10.061,4.761,7.135,5.644,9.464,8.535,8.707,7.113,12.172,7.721,5.231,8.719,47995,10.647,7.063,8.272,9.241,12.439,11.272,10.355,7.313,9.032,4.532,2.532,2.511
59022,Pitt Meadows--Maple Ridge,10.24,6.577,8.162,8.122,11.273,10.714,10.28,7.78,11.24,5.275,2.657,2.164,9.54,4.528,6.266,6.01,8.692,9.123,10.187,9.419,15.321,7.64,4.447,3.733,38920,10.92,8.517,9.969,10.123,13.733,12.243,10.38,6.218,7.336,3.032,0.964,0.668
59023,Port Moody--Coquitlam,11.299,6.469,7.853,7.223,10.82,10.088,9.632,7.572,10.342,5.675,3.243,3.676,10.466,4.565,6.254,6.003,9.461,9.575,8.948,8.423,13.045,7.281,4.771,5.889,45005,12.121,8.332,9.399,8.41,12.143,10.577,10.299,6.733,7.71,4.111,1.733,1.511
59024,Prince George--Peace River--Northern Rockies,9.524,6.231,6.97,8.058,11.794,11.262,8.738,7.78,10.837,6.734,3.589,3.571,8.135,3.941,4.597,6.314,10.139,9.402,8.377,8.342,14.933,9.886,5.703,6.118,41180,10.988,8.645,9.458,9.908,13.538,13.235,9.119,7.188,6.52,3.412,1.36,0.886
59025,Richmond Centre,16.996,7.171,10.365,8.489,11.117,9.34,8.265,5.754,7.395,3.604,2.187,2.417,17.298,5.669,8.927,7.272,10.172,9.351,8.106,6.424,9.205,4.821,2.967,4.026,42710,16.729,8.499,11.648,9.576,11.964,9.33,8.406,5.163,5.783,2.529,1.522,0.983
59026,Esquimalt--Saanich--Sooke,8.406,6.016,8.194,8.115,12.429,12.312,11.99,8.606,11.16,5.049,2.03,1.644,8.337,4.354,6.384,6.569,10.563,11.436,11.818,9.297,14.797,6.907,3.143,2.488,48760,8.48,7.568,9.895,9.578,14.182,13.146,12.151,7.947,7.732,3.302,0.964,0.851
59027,Saanich--Gulf Islands,8.932,5.826,8.052,8.523,13.003,11.422,10.16,7.906,10.934,5.495,2.916,3.28,8.259,4.565,6.753,6.706,10.435,11.024,9.671,9.4,13.494,6.718,4.153,5.247,46665,9.536,6.975,9.236,10.179,15.343,11.797,10.618,6.536,8.615,4.382,1.8,1.489
59028,Skeena--Bulkley Valley,11.835,7.714,8.763,9.43,13.586,10.507,8.061,6.095,9.187,4.864,2.425,1.703,12.2,5.854,7.028,7.901,11.558,9.075,8.242,7.014,12.705,6.864,3.821,2.77,35310,11.456,9.643,10.578,11.031,15.69,11.994,7.873,5.126,5.537,2.775,0.991,0.595
59029,South Okanagan--West Kootenay,9.08,6.863,9.86,11.87,15.8,12.088,8.948,6.359,7.526,3.936,1.639,1.713,8.731,4.584,8.36,9.833,14.166,11.546,9.877,7.749,10.717,5.708,2.576,2.979,48450,9.401,9.009,11.28,13.818,17.348,12.59,8.07,5.046,4.52,2.27,0.743,0.516
59030,South Surrey--White Rock,9.249,6.009,7.286,8.309,12,9.853,8.843,7.229,10.729,6.022,3.926,6.124,8.608,4.344,5.882,6.355,9.35,8.824,8.351,7.825,12.763,7.825,5.532,10.227,41650,9.82,7.503,8.535,10.06,14.37,10.768,9.28,6.699,8.92,4.418,2.497,2.473
59031,Steveston--Richmond East,15.205,7.256,9.481,8.764,11.914,10.431,8.335,6.251,8.133,3.708,2.004,1.851,15.514,5.674,8.383,7.08,11.042,9.827,8.371,7.067,10.339,4.933,3.003,2.85,42455,14.922,8.715,10.493,10.329,12.719,10.988,8.303,5.5,6.077,2.567,1.084,0.93
59032,Surrey Centre,13.234,7.762,11.483,10.565,14.264,11.472,9.172,5.669,6.01,1.964,0.89,0.515,13.292,5.623,9.624,9.024,13.814,11.269,9.924,7.368,8.835,2.878,1.556,0.834,44365,13.186,9.918,13.366,12.127,14.719,11.653,8.408,3.933,3.133,1.037,0.214,0.18
59033,Surrey--Newton,12.204,7.473,11.106,9.868,14.733,11.688,9.05,6.023,5.926,2.426,0.964,0.74,12.449,5.254,9.358,8.135,14.204,11.942,9.705,7.825,8.147,3.4,1.459,1.261,41985,11.957,9.599,12.79,11.528,15.244,11.433,8.408,4.287,3.787,1.477,0.488,0.226
59034,Vancouver Centre,12.772,5.086,7.403,7.691,10.287,9.473,9.861,7.996,11.133,6.047,4.135,4.744,12.518,4.295,6.92,7.002,9.414,9.251,9.047,8.152,12.121,6.737,5.384,6.564,46040,13.043,5.919,7.917,8.438,11.229,9.709,10.73,7.819,10.078,5.311,2.802,2.802
59035,Vancouver East,10.504,6.296,12.728,12.14,13.25,10.161,9.64,5.698,7.802,3.887,2.066,1.821,10.446,5.502,11.453,10.807,13.936,10.118,9.845,6.322,8.291,4.441,2.735,2.778,46260,10.56,7.08,13.975,13.467,12.57,10.192,9.436,5.08,7.328,3.34,1.405,0.886
59036,Vancouver Granville,12.759,5.722,7.958,7.613,10.482,9.629,8.84,7.105,9.653,5.792,3.786,5.843,13.354,4.828,7.549,5.806,9.68,8.978,8.226,7.461,9.793,6.884,4.564,8.752,46885,12.264,6.484,8.318,9.139,11.155,10.184,9.353,6.804,9.534,4.863,3.146,3.37
59037,North Island--Powell River,9.364,7.18,9.248,10.009,13.953,12.402,9.306,6.814,8.702,4.804,1.905,1.783,8.516,4.786,7.05,7.531,10.909,11.941,10.897,8.551,12.258,7.66,3.167,3.003,43445,10.185,9.529,11.405,12.453,16.941,12.855,7.745,5.098,5.225,2.014,0.656,0.598
59038,Vancouver Kingsway,13.827,6.555,11.691,11.022,13.625,10.774,9.481,5.644,6.342,3.162,1.327,1.148,14.639,4.896,10.782,8.884,12.943,10.937,9.648,6.806,7.809,3.893,2.101,1.564,44770,13.067,8.097,12.531,13.011,14.262,10.621,9.325,4.545,4.981,2.468,0.625,0.759
59039,Vancouver Quadra,13.787,6.803,7.152,7.129,9.201,8.066,7.408,6.041,9.37,6.105,4.312,9.393,13.427,5.463,6.608,5.463,8.126,7.417,6.409,5.936,9.93,6.956,5.027,14.199,45740,14.101,7.991,7.619,8.592,10.144,8.636,8.286,6.132,8.887,5.345,3.684,5.171
59040,Vancouver South,14.063,7.395,11.308,10.723,13.246,10.759,8.016,5.702,6.489,3.215,1.384,1.294,14.724,5.652,10.89,8.421,12.419,11.028,8.308,6.416,7.531,4.386,1.967,2.068,43935,13.463,8.979,11.688,12.814,13.998,10.504,7.739,5.042,5.554,2.151,0.865,0.592
59041,Victoria,8.314,6.218,9.261,9.362,13.823,12.188,10.362,7.732,9.859,4.715,2.625,3.032,7.889,5.357,8.71,7.484,12.165,11.659,10.466,8.418,11.332,5.863,3.646,4.569,50050,8.691,6.983,9.75,11.029,15.295,12.657,10.28,7.113,8.551,3.696,1.718,1.678
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,10.051,5.834,7.996,8.209,12.505,11.131,8.816,6.473,9.241,4.977,3.391,6.665,10.052,4.392,5.78,6.556,10.927,9.823,8.588,7.004,11.375,6.447,4.655,9.976,48160,10.05,7.205,10.102,9.78,14.005,12.375,9.032,5.959,7.216,3.571,2.191,3.52
60001,Yukon,7.11,5.528,5.856,6.965,11.457,10.929,9.365,8.802,15.185,8.274,4.11,2.673,7.379,4.58,5.816,6.798,11.85,8.47,9.015,8.142,15.413,9.669,5.271,3.853,13735,6.844,6.516,5.897,7.135,11.103,13.396,9.72,9.501,14.962,6.917,2.949,1.456
61001,Northwest Territories,8.929,6.394,6.63,5.984,9.307,7.543,6.504,6.205,11.669,11.102,9.055,6.016,8.582,5.442,6.001,5.1,8.302,7.276,6.405,6.343,10.572,11.723,10.541,8.862,15675,9.282,7.337,7.273,6.858,10.335,7.815,6.603,6.093,12.823,10.463,7.528,3.094
62001,Nunavut,13.718,10.776,8.071,7.012,11.2,7.294,5.153,3.6,6.965,7.435,6.941,5.129,15.307,9.991,6.095,6.095,10.678,7.424,5.591,4.17,7.699,6.874,6.874,6.279,10345,12.035,11.648,10.198,7.975,11.696,7.105,4.64,2.997,6.187,8.072,7.008,3.963
