Geo_Code,FED_Name,NoDiplomaPct,HighSchoolDiplomaOrEquivalentPct,PostsecondaryCertificateDiplomaOrDegreePct,ApprenticeshipOrTradesCertificateOrDiplomaPct,CollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,UniversityCertificateOrDiplomaBelowBachelorLevelPct,UniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,BachelorDegreePct,UniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct,MaleNoDiplomaPct,MaleHighSchoolDiplomaOrEquivalentPct,MalePostsecondaryCertificateDiplomaOrDegreePct,MaleApprenticeshipOrTradesCertificateOrDiplomaPct,MaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,MaleUniversityCertificateOrDiplomaBelowBachelorLevelPct,MaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,MaleBachelorDegreePct,MaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct,FemaleNoDiplomaPct,FemaleHighSchoolDiplomaOrEquivalentPct,FemalePostsecondaryCertificateDiplomaOrDegreePct,FemaleApprenticeshipOrTradesCertificateOrDiplomaPct,FemaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,FemaleUniversityCertificateOrDiplomaBelowBachelorLevelPct,FemaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,FemaleBachelorDegreePct,FemaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct
59027,Saanich--Gulf Islands,12.335,25.966,61.693,10.502,17.426,5.725,28.052,16.333,11.719,12.21,24.797,62.993,14.516,14.434,4.611,29.432,15.81,13.622,12.45,27.044,60.516,6.847,20.154,6.74,26.797,16.811,9.986
59028,Skeena--Bulkley Valley,28.228,27.908,43.857,13.516,15.9,3.433,11.008,7.429,3.579,30.049,25.109,44.842,20.142,12.882,2.415,9.402,6.045,3.357,26.349,30.794,42.843,6.64,19.029,4.474,12.686,8.849,3.837
59029,South Okanagan--West Kootenay,20.569,27.665,51.761,15.7,19.624,3.994,12.448,8.163,4.286,20.877,25.286,53.836,22.504,15.977,2.794,12.55,8.043,4.507,20.279,29.928,49.814,9.257,23.075,5.119,12.353,8.277,4.076
59030,South Surrey--White Rock,11.632,26.841,61.527,8.945,19.599,6.766,26.225,15.145,11.073,12.075,24.865,63.073,12.75,16.784,5.626,27.914,15.434,12.48,11.25,28.611,60.151,5.559,22.116,7.78,24.721,14.888,9.821
59031,Steveston--Richmond East,14.463,28.437,57.088,6.441,14.886,7.679,28.093,19.746,8.341,13.994,27.783,58.224,8.345,13.968,7.016,28.895,19.45,9.457,14.91,29.031,56.059,4.676,15.734,8.291,27.358,20.045,7.325
59032,Surrey Centre,24.106,31.565,44.318,9.188,14.353,6.2,14.582,9.585,5.003,23.527,32.252,44.21,12.558,12.214,5.423,14.014,9.124,4.89,24.693,30.869,44.438,5.782,16.522,6.965,15.17,10.053,5.117
59033,Surrey--Newton,23.365,33.726,42.915,7.048,13.211,6.363,16.305,9.905,6.399,22.685,34.096,43.219,9.259,11.386,6.243,16.318,9.841,6.49,24.02,33.357,42.622,4.907,14.958,6.467,16.292,9.968,6.324
59034,Vancouver Centre,4.881,19.864,75.255,5.763,16.45,6.672,46.375,29.474,16.896,5.516,20.731,73.743,6.961,14.055,6.239,46.469,29.697,16.782,4.192,18.929,76.868,4.474,18.994,7.135,46.264,29.246,17.018
59035,Vancouver East,19.697,23.562,56.741,7.693,15.288,4.953,28.808,19.305,9.503,18.902,24.929,56.158,9.287,15.073,5.043,26.767,18.278,8.477,20.482,22.222,57.307,6.118,15.499,4.875,30.815,20.32,10.517
59036,Vancouver Granville,7.826,20.573,71.601,4.818,14.217,6.961,45.612,27.471,18.141,8.025,19.95,72.038,6.006,12.665,6.746,46.621,27.674,18.947,7.656,21.092,71.231,3.817,15.526,7.144,44.754,27.298,17.456
59037,North Island--Powell River,19.907,28.684,51.403,15.585,18.734,4.165,12.919,8.185,4.74,21.651,25.897,52.44,22.343,14.978,2.756,12.374,7.506,4.856,18.193,31.415,50.38,8.964,22.417,5.547,13.475,8.849,4.614
59038,Vancouver Kingsway,22.379,26.534,51.082,7.819,14.277,5.8,23.187,16.689,6.498,21.373,26.161,52.454,10.46,14.34,5.493,22.161,15.964,6.185,23.308,26.893,49.799,5.35,14.217,6.087,24.146,17.367,6.79
59039,Vancouver Quadra,7.233,18.331,74.436,3.94,12.133,5.709,52.654,27.857,24.796,7.454,18.156,74.39,5.226,10.864,4.778,53.534,26.867,26.655,7.029,18.485,74.475,2.809,13.249,6.526,51.88,28.728,23.164
59040,Vancouver South,21.346,27.984,50.671,6.262,14.183,6.31,23.922,16.831,7.091,19.145,28.593,52.249,8.32,13.607,5.701,24.634,17.166,7.468,23.341,27.416,49.232,4.404,14.704,6.851,23.273,16.536,6.749
59041,Victoria,10.304,23.862,65.829,7.24,16.935,5.927,35.732,21.285,14.448,11.23,24.767,64.004,9.216,14.504,4.94,35.355,19.838,15.517,9.491,23.057,67.443,5.485,19.091,6.803,36.064,22.567,13.497
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,10.7,25.275,64.019,9.566,16.46,6.117,31.882,18.898,12.989,11.779,23.612,64.609,12.981,14.183,4.917,32.528,18.16,14.379,9.686,26.848,63.476,6.323,18.625,7.257,31.26,19.601,11.659
60001,Yukon,18.331,24.204,57.483,12.111,19.949,4.164,21.222,13.948,7.274,20.865,24.173,54.962,17.993,15.849,3.308,17.848,11.269,6.652,15.757,24.236,59.971,6.223,24.09,5.022,24.563,16.667,7.933
61001,Northwest Territories,31.066,20.532,48.386,10.03,18.296,2.283,17.777,12.612,5.18,32.411,19.005,48.585,15.739,15.645,1.804,15.365,11.073,4.292,29.656,22.066,48.214,4.177,21.014,2.774,20.249,14.19,6.091
62001,Nunavut,55.94,13.362,30.699,7.622,12.538,1.223,9.315,6.14,3.176,54.858,13.061,32.035,11.778,10.907,1.192,8.203,5.225,2.979,57.032,13.678,29.29,3.238,14.306,1.305,10.488,7.105,3.383
