Geo_Code,FED_Name,NoDiplomaPct,HighSchoolDiplomaOrEquivalentPct,PostsecondaryCertificateDiplomaOrDegreePct,ApprenticeshipOrTradesCertificateOrDiplomaPct,CollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,UniversityCertificateOrDiplomaBelowBachelorLevelPct,UniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,BachelorDegreePct,UniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct,MaleNoDiplomaPct,MaleHighSchoolDiplomaOrEquivalentPct,MalePostsecondaryCertificateDiplomaOrDegreePct,MaleApprenticeshipOrTradesCertificateOrDiplomaPct,MaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,MaleUniversityCertificateOrDiplomaBelowBachelorLevelPct,MaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,MaleBachelorDegreePct,MaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct,FemaleNoDiplomaPct,FemaleHighSchoolDiplomaOrEquivalentPct,FemalePostsecondaryCertificateDiplomaOrDegreePct,FemaleApprenticeshipOrTradesCertificateOrDiplomaPct,FemaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiplomaPct,FemaleUniversityCertificateOrDiplomaBelowBachelorLevelPct,FemaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbovePct,FemaleBachelorDegreePct,FemaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevelPct
35102,Stormont--Dundas--South Glengarry,24.007,30.188,45.805,10.908,22.534,2.33,10.027,6.471,3.562,25.544,29.693,44.763,14.896,18.425,2,9.43,5.752,3.677,22.555,30.656,46.789,7.139,26.418,2.63,10.591,7.139,3.452
35103,Sudbury,21.164,23.879,54.951,9.446,25.096,2.311,18.104,11.347,6.757,21.386,22.57,56.044,13.449,23.646,1.851,17.098,10.414,6.684,20.973,25.078,53.949,5.789,26.413,2.72,19.014,12.202,6.812
35104,Thornhill,12.577,21.16,66.263,4.513,15.134,6.617,40,23.546,16.454,12.551,20.929,66.52,5.524,12.828,6.345,41.835,23.633,18.179,12.611,21.371,66.028,3.597,17.245,6.866,38.32,23.455,14.865
35105,Thunder Bay--Rainy River,23.527,27.309,49.156,11.331,22.145,2.305,13.375,8.756,4.618,23.568,26.41,50.022,17.378,18.717,2.187,11.724,7.276,4.464,23.492,28.173,48.349,5.549,25.413,2.433,14.954,10.174,4.795
35106,Thunder Bay--Superior North,22.7,23.386,53.921,11.449,22.306,2.636,17.523,10.711,6.812,22.629,23.12,54.25,17.731,17.984,2.456,16.079,9.007,7.072,22.768,23.642,53.604,5.416,26.465,2.794,18.928,12.351,6.577
35107,Timmins--James Bay,29.734,23.556,46.718,12.312,23.245,1.734,9.419,6.504,2.93,29.631,21.76,48.61,18.751,20.529,1.596,7.719,5.121,2.614,29.833,25.336,44.832,5.915,25.924,1.871,11.106,7.877,3.244
35108,Toronto Centre,9.722,20.775,69.509,3.762,14.667,4.735,46.34,28.422,17.918,9.314,21.578,69.108,4.373,13.803,4.501,46.442,27.988,18.454,10.187,19.847,69.953,3.067,15.649,5.014,46.236,28.916,17.307
35109,Toronto--Danforth,18.835,20.88,60.291,4.493,15.387,4.436,35.969,23.167,12.807,18.59,22.073,59.313,6.149,14.739,4.052,34.396,22.346,12.05,19.054,19.757,61.212,2.945,15.997,4.808,37.45,23.94,13.521
35110,University--Rosedale,11.483,18.466,70.051,2.664,9.985,4.074,53.328,28.905,24.417,11.317,19.084,69.587,3.538,9.475,3.696,52.902,28.547,24.343,11.637,17.893,70.482,1.865,10.457,4.425,53.723,29.237,24.486
35111,Vaughan--Woodbridge,24.868,25.419,49.719,7.177,17.703,4.773,20.054,12.536,7.524,24.985,24.727,50.301,10.217,16.84,4.906,18.325,11.603,6.734,24.746,26.088,49.165,4.296,18.513,4.657,21.7,13.424,8.276
35112,Waterloo,13.758,24.183,62.065,5.484,16.345,3.749,36.487,20.845,15.641,13.653,23.712,62.646,7.623,14.823,3.413,36.799,20.384,16.403,13.868,24.649,61.482,3.405,17.839,4.077,36.161,21.291,14.882
35113,Wellington--Halton Hills,17.096,28.445,54.454,7.999,22.148,3.583,20.734,13.246,7.482,18.475,27.311,54.214,11.884,20.235,3.18,18.904,11.664,7.24,15.749,29.553,54.698,4.193,24.027,3.967,22.511,14.793,7.719
35114,Whitby,14.385,27.476,58.14,5.998,25.318,3.846,22.982,15.411,7.566,14.839,27.66,57.501,8.679,23.757,3.838,21.228,13.89,7.338,13.972,27.313,58.735,3.488,26.785,3.844,24.619,16.829,7.789
35115,Willowdale,8.681,20.437,70.877,3.398,11.71,6.896,48.878,28.863,20.021,7.951,20.082,71.967,3.926,10.815,6.757,50.47,28.619,21.851,9.35,20.745,69.914,2.92,12.496,7.02,47.468,29.073,18.395
35116,Windsor--Tecumseh,17.487,31.695,50.824,8.3,21.396,3.568,17.566,10.776,6.784,17.401,31.456,51.143,11.869,18.704,3.257,17.313,10.147,7.177,17.555,31.91,50.525,5.058,23.833,3.859,17.795,11.357,6.438
35117,Windsor West,20.551,30.052,49.397,6.424,17.931,3.747,21.294,11.991,9.298,19.404,29.982,50.614,8.174,17.021,3.804,21.616,11.23,10.396,21.64,30.111,48.259,4.777,18.806,3.694,20.992,12.723,8.259
35118,York Centre,22.011,23.633,54.356,6.016,15.935,5.668,26.737,14.842,11.888,22.245,24.252,53.503,8.274,13.583,4.907,26.725,14.528,12.21,21.82,23.097,55.105,4.064,17.98,6.326,26.735,15.114,11.621
35119,York--Simcoe,21.41,31.175,47.421,10.269,21.613,2.503,13.028,8.946,4.083,23.071,29.955,46.987,14.905,19.001,2.088,10.967,7.215,3.753,19.776,32.376,47.861,5.695,24.184,2.899,15.07,10.662,4.421
35120,York South--Weston,29.617,29.612,40.771,6.739,16.768,3.812,13.446,9.005,4.441,29.378,30.141,40.47,8.653,15.504,3.58,12.734,8.63,4.104,29.818,29.147,41.036,5.058,17.879,4.016,14.083,9.335,4.748
35121,Humber River--Black Creek,30.938,31.223,37.839,6.744,14.727,3.398,12.976,8.338,4.632,28.959,32.142,38.911,8.662,13.134,3.649,13.478,8.502,4.988,32.718,30.397,36.874,5.018,16.16,3.172,12.535,8.202,4.322
46001,Brandon--Souris,23.413,29.371,47.216,11.473,17.845,3.745,14.153,9.796,4.365,26.645,30.28,43.091,14.133,13.126,3.022,12.779,7.885,4.895,20.367,28.514,51.149,8.953,22.322,4.432,15.458,11.608,3.85
46002,Charleswood--St. James--Assiniboia--Headingley,16.51,30.513,52.977,9.18,18.811,4.483,20.512,14.173,6.339,16.865,30.175,52.96,12.058,16.803,4.035,20.065,13.588,6.493,16.184,30.823,52.993,6.539,20.638,4.894,20.922,14.723,6.199
46003,Churchill--Keewatinook Aski,51.365,19.91,28.725,7.92,10.824,2.191,7.79,5.686,2.104,53.227,19.053,27.721,11.38,8.411,1.716,6.196,4.325,1.888,49.436,20.772,29.757,4.352,13.284,2.66,9.426,7.082,2.343
46004,Dauphin--Swan River--Neepawa,35.295,25.009,39.703,10.078,16.388,3.411,9.818,7.306,2.512,39.255,24.256,36.504,12.666,12.008,3.185,8.659,6.116,2.557,31.368,25.754,42.863,7.535,20.73,3.65,10.963,8.496,2.482
46005,Elmwood--Transcona,24.313,32.053,43.641,10.157,17.077,3.453,12.948,9.243,3.697,24.675,31.324,44.001,13.667,15.16,3.236,11.939,8.171,3.768,23.966,32.74,43.294,6.84,18.893,3.658,13.903,10.259,3.658
46006,Kildonan--St. Paul,20.439,29.353,50.208,9.389,17.154,4.42,19.245,13.334,5.903,19.912,27.664,52.44,13.416,16.193,4.001,18.845,12.459,6.402,20.914,30.872,48.228,5.781,18.031,4.81,19.606,14.135,5.471
46007,Portage--Lisgar,33.504,27.074,39.414,10.291,14.328,3.869,10.911,7.722,3.204,36.025,27.038,36.937,12.591,10.843,3.759,9.745,6.404,3.341,31.04,27.109,41.836,8.044,17.75,3.976,12.05,8.996,3.054
46008,Provencher,28.264,29.412,42.316,11.816,15.851,3.468,11.182,8.152,3.03,30.361,27.599,42.025,15.786,13.247,3.106,9.901,6.676,3.226,26.112,31.264,42.608,7.766,18.529,3.837,12.49,9.677,2.813
46009,Saint Boniface--Saint Vital,18.133,28.603,53.264,8.888,16.545,4.568,23.27,15.343,7.927,19.255,27.644,53.085,11.353,14.742,4.073,22.903,14.711,8.191,17.1,29.457,53.428,6.619,18.206,5.024,23.594,15.911,7.683
46010,Selkirk--Interlake--Eastman,26.637,27.392,45.971,13.543,18.041,3.437,10.95,7.52,3.437,28.398,26.328,45.274,17.897,14.655,3.174,9.575,6.197,3.364,24.878,28.441,46.681,9.208,21.423,3.713,12.337,8.841,3.496
46011,Winnipeg Centre,23.755,27.678,48.567,8.804,13.808,4.317,21.616,14.835,6.788,24.224,28.624,47.151,10.576,11.857,3.736,20.982,13.772,7.226,23.3,26.746,49.969,7.03,15.776,4.913,22.265,15.915,6.35
46012,Winnipeg North,28.967,28.8,42.233,8.82,14.029,4.744,14.654,10.52,4.127,29.577,29.428,41.01,11.163,12.361,4.435,13.066,9.305,3.746,28.382,28.227,43.391,6.616,15.602,5.036,16.138,11.652,4.486
46013,Winnipeg South,13.503,26.875,59.615,6.227,16.656,5.713,31.026,19.18,11.839,13.358,27.312,59.33,7.848,15.473,5.123,30.886,17.736,13.15,13.641,26.48,59.907,4.697,17.775,6.272,31.149,20.56,10.603
46014,Winnipeg South Centre,13.056,25.151,61.793,5.515,14.227,4.863,37.187,22.598,14.589,14.506,24.927,60.567,7.058,12.7,3.918,36.89,20.884,16.007,11.751,25.353,62.908,4.126,15.614,5.701,37.455,24.141,13.327
47001,Battlefords--Lloydminster,29.724,27.998,42.269,12.573,16.504,3.941,9.251,7.253,1.998,33.533,28.475,38.01,16.242,11.615,3.11,7.063,5.133,1.911,25.926,27.524,46.55,8.893,21.414,4.775,11.45,9.363,2.106
47002,Cypress Hills--Grasslands,25.866,30.35,43.793,13.081,17.098,4.122,9.492,7.121,2.361,28.848,31.766,39.386,17.002,11.391,3.127,7.847,5.345,2.502,22.839,28.921,48.259,9.124,22.858,5.126,11.151,8.914,2.238
47003,Desnethe--Missinippi--Churchill River,47.62,21.549,30.842,10.26,10.904,2.672,7.006,5.301,1.705,51.284,20.171,28.545,14.366,7.538,2.005,4.657,3.028,1.629,43.966,22.915,33.119,6.21,14.262,3.333,9.336,7.555,1.759
47004,Carlton Trail--Eagle Creek,25.814,27.886,46.308,13.699,17.743,3.565,11.301,8.632,2.669,28.426,29.176,42.398,17.755,12.509,3.105,9.011,6.62,2.391,23.128,26.56,50.33,9.49,23.128,4.038,13.675,10.701,2.955
47005,Moose Jaw--Lake Centre--Lanigan,23.962,27.762,48.276,15.412,18.041,3.939,10.875,8.091,2.793,25.589,28.842,45.585,19.98,12.917,2.665,10.056,7.162,2.878,22.35,26.682,50.968,10.847,23.187,5.218,11.733,8.992,2.724
47006,Prince Albert,28.29,27.132,44.579,13.553,16.051,3.787,11.18,8.576,2.604,30.106,27.263,42.648,18.295,11.13,3.063,10.16,7.794,2.383,26.596,27.024,46.38,9.13,20.641,4.478,12.115,9.305,2.826
47007,Regina--Lewvan,14.738,30.394,54.869,10.432,16.404,5.054,22.978,16.867,6.119,15.297,30.515,54.172,14.802,12.644,4.508,22.203,15.681,6.538,14.213,30.291,55.496,6.339,19.896,5.563,23.699,17.972,5.727
47008,Regina--Qu'Appelle,28.621,30.48,40.908,12.446,13.909,4.108,10.445,8.197,2.248,30.837,29.903,39.224,17.08,10.291,3.305,8.549,6.466,2.101,26.458,31.026,42.516,7.977,17.391,4.897,12.251,9.863,2.388
47009,Regina--Wascana,17.716,28.427,53.872,8.675,14.472,4.946,25.779,18.774,7.005,18.556,27.792,53.652,11.988,11.89,3.603,26.187,18.457,7.73,16.922,29.022,54.057,5.548,16.906,6.197,25.39,19.054,6.336
47010,Saskatoon--Grasswood,15.272,26.224,58.496,9.314,16.992,4.562,27.628,18.803,8.824,16.065,27.492,56.461,12.591,11.931,3.63,28.291,17.888,10.386,14.545,25.06,60.379,6.309,21.619,5.417,27.019,19.643,7.376
47011,Saskatoon--University,12.491,26.364,61.145,9.035,16.598,5,30.512,19.974,10.538,13.977,28.347,57.677,11.863,12.305,4.227,29.297,17.729,11.552,11.06,24.456,64.468,6.327,20.748,5.727,31.698,22.121,9.561
47012,Saskatoon West,23.79,29.058,47.16,13.247,15.671,3.248,14.986,11.071,3.916,24.182,30.202,45.632,17.032,11.737,2.614,14.283,10.523,3.777,23.416,27.979,48.605,9.627,19.448,3.854,15.659,11.611,4.048
47013,Souris--Moose Mountain,27.849,31.129,41.013,14.542,14.524,3.556,8.4,6.72,1.689,30.844,31.384,37.772,19.025,9.173,2.82,6.736,5.152,1.584,24.737,30.857,44.406,9.844,20.124,4.304,10.116,8.355,1.762
47014,Yorkton--Melville,31.222,28.554,40.224,14.502,13.575,3.474,8.663,6.965,1.698,33.007,29.27,37.723,19.473,8.418,2.323,7.51,5.536,1.956,29.465,27.849,42.668,9.61,18.652,4.607,9.782,8.372,1.444
48001,Banff--Airdrie,14.891,26.189,58.92,11.179,21.738,4.184,21.813,15.376,6.437,15.866,24.932,59.215,16.411,18.652,3.765,20.374,13.958,6.403,13.914,27.455,58.619,5.912,24.829,4.605,23.273,16.801,6.472
48002,Battle River--Crowfoot,25.131,28.576,46.281,14.662,19.085,2.655,9.88,7.498,2.388,27.017,26.896,46.075,21.413,14.638,1.727,8.309,5.713,2.609,23.242,30.26,46.485,7.837,23.597,3.595,11.468,9.292,2.164
48003,Bow River,24.888,29.148,45.964,12.53,18.682,3.027,11.725,9.101,2.631,26.291,28.477,45.245,18.411,14.737,2.316,9.794,7.22,2.575,23.436,29.853,46.724,6.417,22.79,3.78,13.736,11.045,2.691
48004,Calgary Centre,9.867,20.728,69.406,6.567,15.361,4.96,42.513,29.859,12.653,9.833,21.11,69.047,8.636,13.733,4.684,42.004,29.488,12.515,9.902,20.315,69.783,4.403,17.061,5.26,43.059,30.26,12.798
48005,Calgary Confederation,10.896,20.857,68.247,6.296,16.735,4.605,40.616,25.688,14.923,11.387,20.08,68.533,8.861,14.671,3.789,41.212,25.247,15.965,10.417,21.62,67.963,3.741,18.791,5.418,40.013,26.127,13.886
48006,Calgary Forest Lawn,28.859,30.708,40.427,10.695,14.067,4.069,11.608,8.315,3.287,28.145,29.728,42.139,15.265,12.299,3.936,10.627,7.348,3.267,29.62,31.736,38.644,5.891,15.909,4.196,12.636,9.328,3.308
48007,Calgary Heritage,11.541,24.764,63.696,7.506,18.895,6.043,31.246,21.545,9.695,12.624,23.715,63.66,10.152,16.493,5.357,31.67,21.117,10.541,10.502,25.775,63.723,4.958,21.226,6.707,30.832,21.957,8.887
48008,Calgary Midnapore,14.196,26.599,59.205,9.291,19.318,5.57,25.032,18.011,7.021,14.134,25.382,60.495,12.808,17.345,5.05,25.281,17.724,7.558,14.27,27.803,57.938,5.809,21.256,6.073,24.788,18.286,6.502
48009,Calgary Nose Hill,16.304,25.428,58.267,7.225,17.259,5.742,28.041,19.647,8.394,15.629,24.745,59.649,10.01,15.468,5.137,29.033,19.287,9.747,16.966,26.088,56.946,4.55,18.993,6.324,27.079,19.985,7.095
48010,Calgary Rocky Ridge,9.919,21.415,68.671,6.317,18.571,6.246,37.544,25.456,12.088,10.417,20.422,69.161,8.78,16.626,5.615,38.128,25.115,13,9.443,22.35,68.208,3.962,20.426,6.836,36.983,25.756,11.227
48011,Calgary Shepard,16.142,26.787,57.076,10.383,20.889,4.828,20.982,15.648,5.328,17.048,25.918,57.034,15.142,18.237,4.424,19.242,13.987,5.255,15.212,27.669,57.108,5.555,23.579,5.25,22.735,17.344,5.403
48012,Calgary Signal Hill,11.793,21.174,67.033,6.818,17.69,5.482,37.044,25.072,11.972,11.75,20.949,67.301,9.354,15.128,4.372,38.448,25.368,13.079,11.832,21.391,66.778,4.469,20.071,6.509,35.729,24.806,10.934
48013,Calgary Skyview,21.42,29.017,49.57,8.65,15.838,5.275,19.802,13.353,6.442,21.102,28.712,50.186,11.475,14.368,4.873,19.481,12.976,6.506,21.732,29.317,48.963,5.825,17.33,5.68,20.128,13.748,6.38
48014,Edmonton Centre,14.792,25.679,59.524,8.461,17.18,4.995,28.883,19.299,9.584,14.417,25.756,59.827,12.052,16.08,4.633,27.084,17.408,9.665,15.178,25.611,59.211,4.778,18.311,5.367,30.744,21.244,9.5
48015,Edmonton Griesbach,28.354,28.313,43.339,12.354,16.487,3.386,11.101,7.681,3.42,27.161,27.025,45.813,18.244,13.649,2.87,11.062,7.386,3.676,29.587,29.67,40.742,6.2,19.464,3.936,11.143,8.001,3.153
48016,Edmonton Manning,21.922,29.178,48.901,10.946,19.54,4.415,13.988,10.009,3.985,20.887,29.023,50.078,16.392,16.921,3.786,12.979,8.989,3.99,22.927,29.323,47.739,5.703,22.059,5.02,14.968,10.989,3.979
48017,Edmonton Mill Woods,19.534,28.473,51.999,9.983,17.469,5.217,19.33,13.093,6.237,18.5,27.223,54.289,15.29,15.168,5.222,18.609,11.909,6.712,20.538,29.7,49.75,4.772,19.741,5.224,20.026,14.255,5.759
48018,Edmonton Riverbend,10.67,21.246,68.084,6.16,16.801,6.399,38.724,23.299,15.424,10.657,20.413,68.929,8.867,14.838,5.707,39.529,21.987,17.542,10.681,22.021,67.287,3.606,18.653,7.053,37.975,24.549,13.437
48019,Edmonton Strathcona,11.924,24.102,63.974,9.371,15.285,4.135,35.184,21.357,13.833,11.596,23.304,65.112,14.355,13.749,3.263,33.733,19.457,14.276,12.258,24.915,62.839,4.314,16.834,5.019,36.661,23.287,13.374
48020,Edmonton West,16.542,26.766,56.698,9.181,19.141,5.086,23.278,16.342,6.942,17.369,25.545,57.074,13.517,16.558,4.082,22.917,15.395,7.522,15.747,27.924,56.318,5.073,21.588,6.037,23.62,17.239,6.404
48021,Edmonton--Wetaskiwin,19.048,27.429,53.517,13.151,18.758,4.289,17.319,12.763,4.562,19.505,25.503,54.981,19.958,16.436,3.51,15.065,10.496,4.568,18.602,29.346,52.051,6.363,21.071,5.065,19.576,15.021,4.543
48022,Foothills,17.616,27.391,55,12.613,20.053,3.942,18.386,12.758,5.633,18.992,24.896,56.111,17.797,16.797,3.257,18.261,11.979,6.294,16.255,29.857,53.901,7.488,23.273,4.63,18.522,13.529,4.992
48023,Fort McMurray--Cold Lake,20.637,25.262,54.101,16.044,19.509,3.168,15.374,10.88,4.494,19.654,23.294,57.051,24.256,17.102,2.518,13.175,9.02,4.155,21.788,27.59,50.622,6.37,22.356,3.936,17.974,13.078,4.882
48024,Grande Prairie--Mackenzie,27.122,28.466,44.412,14.368,17.971,2.412,9.673,7.439,2.24,28.321,27.282,44.397,22.067,13.367,1.444,7.507,5.394,2.112,25.853,29.707,44.44,6.204,22.833,3.437,11.954,9.591,2.388
48025,Lakeland,27.52,27.19,45.296,14.586,18.361,2.885,9.458,7.352,2.106,29.306,25.144,45.55,20.982,14.849,2.032,7.7,5.582,2.118,25.682,29.311,45.02,7.956,22.015,3.756,11.28,9.187,2.094
48026,Lethbridge,19.262,29.47,51.268,10.488,20.012,2.845,17.923,12.643,5.286,20.732,28.5,50.756,14.659,17.012,2.341,16.756,10.902,5.854,17.86,30.395,51.756,6.512,22.872,3.314,19.047,14.302,4.744
48027,Medicine Hat--Cardston--Warner,24.483,28.745,46.773,12.819,19.565,2.971,11.411,8.518,2.893,26.428,27.599,45.973,18.242,15.122,2.053,10.582,7.041,3.527,22.579,29.871,47.55,7.548,23.884,3.876,12.23,9.953,2.277
48028,Peace River--Westlock,34.909,26.224,38.867,13.607,14.968,2.326,7.966,5.968,2.004,37.25,23.093,39.632,20.365,11.38,1.518,6.369,4.542,1.814,32.453,29.491,38.055,6.555,18.712,3.168,9.646,7.444,2.202
48029,Red Deer--Mountain View,20.622,27.48,51.892,13.832,21.303,3.653,13.105,9.446,3.664,21.838,26.948,51.214,20.416,17.214,2.439,11.145,7.329,3.803,19.44,28.003,52.558,7.372,25.303,4.843,15.028,11.512,3.516
48030,Red Deer--Lacombe,25.717,27.474,46.803,14.664,18.953,3.077,10.114,7.577,2.531,27.088,26.246,46.667,21.399,14.175,2.4,8.703,5.813,2.89,24.34,28.71,46.95,7.931,23.737,3.766,11.527,9.342,2.185
48031,St. Albert--Edmonton,15.996,27.734,56.27,10.423,20.648,5.256,19.949,14.495,5.448,16.094,26.816,57.09,15.689,18.633,4.392,18.388,12.512,5.876,15.902,28.596,55.489,5.414,22.564,6.079,21.433,16.381,5.052
48032,Sherwood Park--Fort Saskatchewan,14.933,26.702,58.365,14.179,21.161,4.415,18.605,13.768,4.831,14.878,23.977,61.156,21.598,19.082,3.819,16.669,11.785,4.873,14.988,29.393,55.608,6.861,23.226,5.003,20.517,15.738,4.779
48033,Sturgeon River--Parkland,20.268,28.264,51.468,16.161,20.511,2.924,11.866,9.142,2.724,21.127,25.598,53.275,24.624,16.356,2.283,9.999,7.211,2.788,19.39,30.99,49.62,7.533,24.743,3.564,13.78,11.11,2.67
48034,Yellowhead,26.932,29.232,43.836,16.366,16.904,2.499,8.067,6.03,2.038,28.09,27.218,44.667,23.983,12.968,1.344,6.372,4.505,1.867,25.69,31.37,42.94,8.282,21.067,3.738,9.853,7.661,2.206
59001,Abbotsford,20.669,31.169,48.162,11.691,16.326,5.994,14.151,8.487,5.664,21.347,30.631,48.023,15.656,13.625,4.822,13.906,7.587,6.332,20.045,31.675,48.304,7.963,18.852,7.109,14.381,9.332,5.036
59002,Burnaby North--Seymour,12.546,26.448,61.012,7.774,17.063,6.85,29.325,19.065,10.261,12.078,25.003,62.919,10.311,16.035,5.978,30.618,19.436,11.182,12.994,27.843,59.175,5.355,18.048,7.685,28.075,18.697,9.389
59003,Burnaby South,13.007,23.778,63.215,7.428,15.681,7.921,32.18,21.249,10.926,11.822,23.311,64.867,9.612,15.057,7.805,32.393,21.02,11.362,14.103,24.209,61.689,5.415,16.246,8.038,31.99,21.458,10.532
59004,Cariboo--Prince George,23.958,30.922,45.125,13.438,16.691,3.419,11.571,7.455,4.116,25.443,28.647,45.91,19.918,13.202,2.643,10.136,6.063,4.084,22.465,33.174,44.35,6.972,20.175,4.192,12.998,8.84,4.147
59005,Central Okanagan--Similkameen--Nicola,18.914,28.292,52.794,14.67,20.337,5.054,12.727,8.273,4.454,19.2,27.911,52.878,20.353,16.245,3.861,12.419,7.604,4.815,18.639,28.646,52.715,9.396,24.145,6.173,13.012,8.893,4.119
59006,Chilliwack--Hope,21.401,31.303,47.296,13.6,17.223,6.029,10.443,6.739,3.704,23.617,29.621,46.748,19.054,13.105,4.895,9.707,5.922,3.786,19.293,32.903,47.817,8.4,21.126,7.121,11.157,7.53,3.613
59007,Cloverdale--Langley City,14.844,31.263,53.892,11.45,18.944,6.638,16.847,11.431,5.429,16.073,29.639,54.288,16.827,16.307,5.756,15.385,10.2,5.185,13.676,32.791,53.52,6.404,21.425,7.48,18.235,12.576,5.647
59008,Coquitlam--Port Coquitlam,12.498,28.928,58.574,9.412,18.316,6.304,24.542,15.976,8.572,13.241,27.684,59.087,13.058,15.759,5.596,24.685,15.244,9.43,11.814,30.091,58.095,6.003,20.706,6.956,24.43,16.651,7.769
59009,Courtenay--Alberni,20.158,27.666,52.17,14.304,19.602,4.704,13.566,8.428,5.132,21.522,25.961,52.529,19.998,15.868,3.368,13.295,7.939,5.356,18.887,29.28,51.833,8.961,23.113,5.97,13.81,8.878,4.932
59010,Cowichan--Malahat--Langford,18.017,29.937,52.046,13.359,19.353,4.59,14.738,9.858,4.886,19.618,29.384,50.985,18.848,15.273,3.638,13.226,8.35,4.876,16.497,30.462,53.053,8.146,23.227,5.495,16.185,11.29,4.907
59011,Delta,15.748,29.637,54.621,9.429,18.652,5.869,20.67,12.99,7.686,15.559,28.691,55.751,13.592,16.107,5.315,20.749,13.045,7.705,15.927,30.536,53.537,5.447,21.089,6.397,20.591,12.936,7.655
59012,Fleetwood--Port Kells,18.309,30.949,50.747,7.761,14.648,7.829,20.503,13.402,7.107,17.896,31.255,50.849,10.207,13.082,7.239,20.333,12.816,7.528,18.714,30.646,50.651,5.437,16.145,8.392,20.677,13.972,6.705
59013,Kamloops--Thompson--Cariboo,19.033,30.467,50.505,14.211,16.211,5.735,14.343,9.537,4.806,20.888,29.262,49.85,20.537,12.142,4.399,12.762,8.085,4.677,17.239,31.633,51.128,8.095,20.144,7.027,15.861,10.93,4.941
59014,Kelowna--Lake Country,15.791,28.315,55.899,13.556,20.74,4.68,16.923,10.711,6.212,16.738,27.149,56.112,18.598,17.113,3.833,16.557,9.515,7.031,14.9,29.407,55.693,8.808,24.135,5.485,17.276,11.822,5.443
59015,Kootenay--Columbia,18.564,27.589,53.847,14.522,20.193,3.687,15.452,10.209,5.243,19.552,26.696,53.752,20.801,15.637,2.79,14.524,9.135,5.4,17.571,28.497,53.944,8.215,24.78,4.588,16.373,11.288,5.085
59016,Langley--Aldergrove,16.265,31.076,52.653,12.698,18.136,5.872,15.945,10.145,5.806,17.603,28.956,53.453,18.666,15.256,4.88,14.639,8.894,5.757,15.001,33.093,51.918,6.999,20.89,6.81,17.208,11.354,5.854
59017,Mission--Matsqui--Fraser Canyon,23.784,30.394,45.815,13.311,15.568,5.327,11.601,6.421,5.18,24.367,29.994,45.625,18.05,12.282,4.418,10.861,5.571,5.29,23.205,30.777,46.004,8.606,18.846,6.231,12.336,7.265,5.071
59018,Nanaimo--Ladysmith,16.341,28.032,55.627,13.447,19.37,6.043,16.762,10.501,6.266,17.386,27.144,55.46,18.892,15.933,4.809,15.815,9.328,6.487,15.365,28.851,55.783,8.371,22.581,7.195,17.646,11.597,6.06
59019,New Westminster--Burnaby,14.255,25.593,60.157,9.398,18.599,6.507,25.664,16.774,8.89,14.436,26.108,59.479,12.019,16.54,6.256,24.642,15.533,9.12,14.081,25.109,60.809,6.886,20.551,6.747,26.625,17.957,8.669
59020,North Okanagan--Shuswap,20.049,29.671,50.279,15.333,18.972,4.124,11.852,7.723,4.129,20.927,27.896,51.187,21.244,14.93,3.121,11.891,7.266,4.625,19.229,31.331,49.45,9.815,22.74,5.07,11.815,8.16,3.654
59021,North Vancouver,9.914,23.486,66.599,7.96,18.185,7.277,33.171,20.91,12.262,10.209,22.517,67.263,10.622,16.735,6.573,33.333,20.108,13.226,9.646,24.365,65.99,5.542,19.5,7.917,33.031,21.646,11.385
59022,Pitt Meadows--Maple Ridge,15.783,31.626,52.591,13.876,21.051,5.169,12.495,7.905,4.59,16.615,29.726,53.672,19.647,17.787,4.42,11.831,7.263,4.568,14.992,33.453,51.554,8.389,24.178,5.871,13.142,8.53,4.612
59023,Port Moody--Coquitlam,12.064,26.87,61.065,9.874,18.094,6.699,26.392,16.681,9.711,11.938,25.919,62.155,14.118,16.469,6.117,25.439,15.944,9.496,12.188,27.797,60.004,5.755,19.676,7.255,27.319,17.387,9.932
59024,Prince George--Peace River--Northern Rockies,25.25,29.282,45.469,16.069,17.375,2.779,9.246,6.397,2.85,26.924,26.809,46.256,23.134,13.525,2.097,7.512,4.942,2.581,23.497,31.876,44.639,8.622,21.421,3.509,11.075,7.93,3.145
59025,Richmond Centre,13.914,27.33,58.768,5.469,13.883,7.886,31.531,21.222,10.309,13.351,26.106,60.556,7.311,12.768,7.311,33.152,21.47,11.682,14.399,28.413,57.188,3.84,14.856,8.382,30.087,20.99,9.096
59026,Esquimalt--Saanich--Sooke,15.062,29.421,55.511,12.086,19.313,4.293,19.826,13,6.825,15.65,28.364,55.997,16.796,16.709,3.809,18.673,11.787,6.886,14.51,30.414,55.066,7.65,21.76,4.748,20.909,14.141,6.768
