Geo_Code,FED_Name,TotBuddhistPct,TotChristianPct,TotAnglicanPct,TotBaptistPct,TotCatholicPct,TotChristianOrthodoxPct,TotLutheranPct,TotPentecostalPct,TotPresbyterianPct,TotUnitedChurchPct,TotOtherChristianPct,TotHinduPct,TotJewishPct,TotMuslimPct,TotSikhPct,TotAboriginalPct,TotOtherPct,TotNoReligiousAffiliationPct,MaleBuddhistPct,MaleChristianPct,MaleAnglicanPct,MaleBaptistPct,MaleCatholicPct,MaleChristianOrthodoxPct,MaleLutheranPct,MalePentecostalPct,MalePresbyterianPct,MaleUnitedChurchPct,MaleOtherChristianPct,MaleHinduPct,MaleJewishPct,MaleMuslimPct,MaleSikhPct,MaleAboriginalPct,MaleOtherPct,MaleNoReligiousAffiliationPct,FemaleBuddhistPct,FemaleChristianPct,FemaleAnglicanPct,FemaleBaptistPct,FemaleCatholicPct,FemaleChristianOrthodoxPct,FemaleLutheranPct,FemalePentecostalPct,FemalePresbyterianPct,FemaleUnitedChurchPct,FemaleOtherChristianPct,FemaleHinduPct,FemaleJewishPct,FemaleMuslimPct,FemaleSikhPct,FemaleAboriginalPct,FemaleOtherPct,FemaleNoReligiousAffiliationPct
35112,Waterloo,0.9017,63.5772,4.3508,1.8428,26.0261,2.3306,6.5681,1.2318,3.1633,6.9327,11.1259,1.7738,0.5814,4.5036,0.8327,0.0345,0.5322,27.2629,0.931,60.236,4.11,1.723,25.196,2.139,6.022,1.327,2.862,6.259,10.607,1.941,0.475,4.952,0.822,0,0.485,30.128,0.8727,66.8857,4.5891,1.9612,26.8484,2.5103,7.1092,1.1375,3.4713,7.6093,11.6493,1.6082,0.6766,4.0694,0.8433,0.0392,0.5785,24.4362
35113,Wellington--Halton Hills,0.1886,72.0614,8.9561,2.1667,28.193,0.7105,1.3816,1.3684,6.1842,12.7193,10.3816,0.2763,0.193,0.2719,0.1842,0,0.307,26.5132,0.176,69.493,7.818,2.098,27.607,0.784,1.269,1.34,6.038,12.226,10.304,0.273,0.203,0.344,0.167,0,0.229,29.097,0.2008,74.5897,10.0733,2.2259,28.7709,0.6372,1.5014,1.3879,6.3286,13.2071,10.4487,0.2793,0.1833,0.2008,0.2008,0,0.3753,23.9438
35114,Whitby,0.4198,70.7665,8.3756,2.1157,32.4632,2.4607,0.7648,2.6395,2.5771,9.6434,9.7265,1.5837,0.3658,2.8972,0.2037,0.0249,0.2785,23.4641,0.433,68.496,7.935,1.929,32.116,2.285,0.731,2.472,2.464,8.7,9.873,1.606,0.467,2.974,0.187,0,0.178,25.65,0.4151,72.947,8.7979,2.2951,32.7908,2.6207,0.7976,2.7997,2.6939,10.5396,9.5874,1.5626,0.2686,2.8241,0.2116,0,0.3825,21.3722
35115,Willowdale,2.9151,45.9653,2.3863,1.8208,20.5573,4.2669,0.6437,0.7265,3.2139,2.4369,9.9269,1.7702,6.6026,11.6373,0.1149,0,0.5563,30.4428,2.444,42.853,2.086,1.574,18.882,3.998,0.531,0.608,3.332,2.125,9.716,1.845,6.799,12.092,0.135,0,0.599,33.224,3.3436,48.7933,2.6503,2.0535,22.0799,4.4932,0.7459,0.8337,3.1066,2.7117,10.1185,1.6937,6.4239,11.233,0.0878,0,0.5002,27.9158
35116,Windsor--Tecumseh,0.3104,75.6897,5.5791,1.6746,47.405,4.8664,1.01,1.6659,1.7358,3.9351,7.8221,0.5378,0.2492,3.1175,0.4591,0.0219,0.2798,19.3345,0.345,73.291,5.238,1.571,46.645,5.002,0.862,1.498,1.68,3.713,7.045,0.536,0.182,3.323,0.536,0,0.254,21.534,0.2868,77.9184,5.9042,1.7628,48.1022,4.7318,1.1387,1.8134,1.7881,4.1414,8.5442,0.5314,0.3205,2.9184,0.3796,0.0422,0.2952,17.2908
35117,Windsor West,1.7427,65.6629,4.7454,2.1698,39.9923,3.1907,0.8372,1.4821,1.495,3.2078,8.5426,1.6744,0.5852,9.4311,0.9739,0.0299,0.4399,19.4729,1.846,63.28,4.118,2.124,38.766,3.259,0.815,1.396,1.387,3.034,8.408,1.855,0.624,9.709,1.006,0.026,0.529,21.117,1.642,67.969,5.3553,2.2146,41.1923,3.1239,0.8673,1.5746,1.5999,3.3766,8.6814,1.4904,0.5473,9.1613,0.9431,0,0.3452,17.8764
35118,York Centre,2.8725,58.7232,1.7406,1.4036,35.4814,5.8054,0.1861,1.5696,0.5433,0.8753,11.1128,2.2487,18.9858,4.1453,0.0906,0,0.1912,12.7427,2.742,56.589,1.785,1.19,34.91,5.484,0.17,1.243,0.584,0.606,10.616,2.285,19.309,4.708,0.064,0,0.255,14.049,2.9904,60.6478,1.7006,1.605,36.0084,6.0858,0.2102,1.863,0.5064,1.1178,11.5697,2.2069,18.6969,3.64,0.1146,0,0.1242,11.5792
35119,York--Simcoe,0.7357,66.2979,9.1075,2.4541,29.3792,1.2781,1.0418,1.2405,2.6635,10.4017,8.7316,0.5316,0.5477,0.6122,0.2309,0.0913,0.2202,30.7325,0.669,63.76,8.58,2.148,29.711,1.338,0.993,1.101,2.158,9.065,8.655,0.486,0.572,0.712,0.237,0.054,0.259,33.261,0.8016,68.8008,9.6302,2.7576,29.0402,1.2078,1.0795,1.3788,3.1531,11.7144,8.8179,0.5985,0.513,0.513,0.2245,0.1389,0.1924,28.2279
35120,York South--Weston,3.8498,71.357,2.3256,1.3501,45.1877,2.2036,0.2439,3.9152,0.9146,1.7812,13.4396,3.5711,0.331,7.5081,0.4878,0.0523,0.2439,12.6034,3.879,69.296,2.137,1.211,45.194,2.293,0.284,3.494,0.899,1.449,12.335,3.567,0.44,7.667,0.514,0.055,0.22,14.353,3.8312,73.215,2.4961,1.4844,45.1696,2.1146,0.2156,4.2955,0.9288,2.0731,14.4373,3.5741,0.2322,7.3555,0.4561,0.0415,0.2654,11.0125
35121,Humber River--Black Creek,5.9866,59.666,1.2373,0.9396,35.2358,1.2606,0.2791,3.3631,0.6931,0.6652,15.9968,8.4287,0.2698,10.6754,2.3537,0,0.2791,12.3407,5.87,57.833,1.293,0.914,34.879,1.166,0.282,3.003,0.68,0.671,14.956,8.95,0.321,10.826,2.323,0,0.35,13.508,6.0849,61.349,1.1867,0.9547,35.5728,1.3383,0.2677,3.6849,0.7138,0.6602,16.9522,7.9408,0.2231,10.5371,2.3733,0,0.2231,11.2598
46001,Brandon--Souris,0.1437,68.9265,6.111,1.6183,17.5081,0.6561,1.7933,2.5744,1.9245,23.7003,13.0342,0.3374,0.0437,0.3499,0.1312,0.4936,0.3812,29.1802,0.153,65.231,5.648,1.648,16.829,0.626,1.751,2.389,1.763,22.106,12.458,0.396,0.064,0.422,0.141,0.473,0.396,32.724,0.1345,72.4716,6.555,1.5776,18.1607,0.6848,1.8344,2.7394,2.079,25.2293,13.5869,0.2813,0,0.2813,0.1223,0.5014,0.3669,25.8041
46002,Charleswood--St. James--Assiniboia--Headingley,0.3203,65.4336,7.0841,2.0599,21.4909,1.457,3.9691,1.4821,1.3314,14.4885,12.0706,0.358,0.4899,0.7411,0.4899,0,0.4145,31.7402,0.313,62.41,6.697,1.941,21.238,1.446,3.726,1.511,1.342,13.055,11.453,0.3,0.573,0.769,0.43,0,0.404,34.788,0.3274,68.259,7.4442,2.1823,21.7144,1.467,4.195,1.467,1.3215,15.822,12.6455,0.4243,0.4122,0.7153,0.5456,0,0.4243,28.904
46003,Churchill--Keewatinook Aski,0.0717,73.3751,17.3716,0.693,28.19,0.4182,0.7945,3.7993,0.46,15.8483,5.7885,0.4002,0,0.1792,0.1075,2.3477,0.1553,23.3513,0.094,72.224,16.802,0.754,28.247,0.353,0.706,3.603,0.518,15.625,5.616,0.389,0,0.212,0.082,2.378,0.141,24.467,0.0485,74.5483,17.9459,0.6305,28.1436,0.485,0.8852,4.0136,0.4001,16.0907,5.9658,0.4123,0,0.1576,0.1213,2.316,0.1819,22.2141
46004,Dauphin--Swan River--Neepawa,0.1191,72.0429,5.0923,1.8582,24.3716,1.6557,3.1864,1.8821,1.1852,20.5479,12.2573,0.0476,0.0536,0.131,0.0536,1.9476,0.2025,25.3961,0.177,69.896,4.986,1.784,23.559,1.737,3.202,1.808,1.111,19.837,11.862,0.047,0.071,0.177,0,2.044,0.142,27.398,0.0721,74.2253,5.2006,1.9217,25.1982,1.5734,3.1708,1.9577,1.2611,21.2707,12.6591,0.048,0.048,0.0961,0,1.8496,0.2642,23.3606
46005,Elmwood--Transcona,0.924,64.7717,4.3726,1.4007,27.1598,1.7302,4.1137,1.6655,0.4767,8.4805,15.3719,0.6121,0.1824,0.8416,1.1241,0.1648,0.3531,31.0323,0.888,62.383,4.224,1.44,26.974,1.62,3.828,1.5,0.432,7.451,14.915,0.636,0.156,0.792,1.08,0.096,0.204,33.753,0.9585,67.0632,4.5271,1.3743,27.3357,1.8362,4.4,1.8131,0.5312,9.4699,15.7986,0.6005,0.1963,0.8777,1.1549,0.2194,0.4966,28.4097
46006,Kildonan--St. Paul,0.4264,72.0015,4.6963,1.7055,33.9368,2.0206,4.8199,1.3533,0.5438,7.6994,15.2197,0.2657,1.7179,0.4634,1.5263,0.241,0.1607,23.191,0.31,69.006,3.676,1.651,32.942,2.051,4.901,1.341,0.451,7.159,14.846,0.284,1.703,0.413,1.586,0.258,0.142,26.287,0.5219,74.745,5.6346,1.7438,34.8636,1.9929,4.745,1.376,0.6287,8.2088,15.5753,0.2372,1.7319,0.5101,1.4828,0.2372,0.1661,20.344
46007,Portage--Lisgar,0.0877,81.0203,3.3717,3.0036,14.2406,0.3155,2.8867,2.203,1.1161,11.5877,42.2953,0.0993,0.0584,0.5142,0.0643,1.0401,0.2337,16.8819,0.07,79.711,3.249,3.121,14.57,0.303,2.679,2.306,0.92,10.564,42.034,0.082,0,0.489,0.07,0.978,0.21,18.332,0.0938,82.3267,3.5065,2.885,13.9205,0.3284,3.096,2.0875,1.3135,12.607,42.5824,0.1173,0,0.5395,0.0586,1.1024,0.2463,15.4216
46008,Provencher,0.0867,79.6716,2.2202,1.9542,23.5199,1.0696,4.4635,3.0816,0.5666,6.2095,36.5865,0.0983,0.0752,0.1445,0,0.3469,0.1966,19.386,0.046,77.974,2.062,2.04,24.077,1.082,4.079,3.293,0.456,5.937,34.959,0.114,0.08,0.091,0,0.342,0.125,21.206,0.1174,81.3989,2.3823,1.866,22.9433,1.0679,4.8586,2.8635,0.6807,6.4898,38.2584,0.0704,0.0821,0.1878,0,0.3521,0.2582,17.5097
46009,Saint Boniface--Saint Vital,0.6369,64.9399,4.5675,0.922,32.7975,1.1525,3.9427,1.201,0.734,8.2555,11.3672,1.0312,0.4731,2.8327,0.7704,0.1456,0.3094,28.8609,0.663,61.076,4.265,0.938,30.819,1.163,3.865,1.088,0.75,7.255,10.907,0.938,0.5,2.877,0.763,0.125,0.313,32.77,0.6124,68.5903,4.8404,0.8951,34.6602,1.1424,4.0042,1.3073,0.7184,9.198,11.8007,1.1306,0.4475,2.7912,0.7891,0.1649,0.318,25.1796
46010,Selkirk--Interlake--Eastman,0.0679,70,9.0323,1.7657,23.2201,1.1262,9.3265,1.2847,1.0074,12.0543,11.1715,0.0736,0.3622,0.0509,0.0623,0.2207,0.4754,28.6927,0.056,66.727,8.014,1.688,23.661,1.081,9.286,1.114,0.968,10.243,10.648,0.079,0.371,0.056,0.068,0.203,0.439,32.001,0.0683,73.3182,10.0626,1.8441,22.7661,1.1725,9.3682,1.457,1.0472,13.8987,11.7018,0.0569,0.3415,0.0455,0.0569,0.239,0.5236,25.3614
46011,Winnipeg Centre,2.0434,60.112,3.5457,1.6678,30.874,1.2159,1.7188,2.0498,0.4774,4.647,13.9092,0.662,0.5347,2.4572,0.3374,0.5284,0.9294,32.3954,1.982,57.327,3.244,1.363,30.279,1.224,1.515,1.817,0.467,4.039,13.379,0.644,0.581,2.815,0.316,0.29,0.745,35.302,2.1192,62.9463,3.8402,1.9779,31.4924,1.2201,1.9265,2.2733,0.4752,5.2787,14.449,0.6936,0.4881,2.0807,0.3468,0.7706,1.1045,29.4375
46012,Winnipeg North,1.3055,67.953,2.8285,1.8093,43.9622,1.2196,1.6089,1.7234,0.4065,3.4469,10.9476,1.1337,0.4981,0.6642,5.1474,0.7844,0.3206,22.1815,1.31,65.961,2.761,1.801,43.385,1.076,1.591,1.404,0.339,3.088,10.528,1.146,0.468,0.714,5.451,0.69,0.269,24.003,1.301,69.8632,2.8937,1.8282,44.5043,1.3571,1.6263,2.0301,0.4711,3.8022,11.3616,1.1328,0.5384,0.6281,4.8564,0.8636,0.3701,20.4352
46013,Winnipeg South,1.1174,61.3551,3.9108,1.6701,26.8053,1.682,3.0371,1.5156,0.7073,9.6582,12.3685,3.0074,0.8499,3.9881,1.6107,0.0773,0.2556,27.7266,1.173,58.912,3.869,1.632,25.985,1.669,2.733,1.511,0.593,9.021,11.898,3.132,0.943,4.002,1.705,0.06,0.302,29.819,1.0871,63.7288,3.9509,1.7066,27.5979,1.7066,3.3431,1.5079,0.8182,10.2747,12.8346,2.8989,0.7598,3.986,1.5313,0.1052,0.2221,25.7043
46014,Winnipeg South Centre,0.7751,55.9353,5.7599,1.4711,20.9064,1.7483,2.7724,1.2335,0.7582,9.3131,11.9837,1.0354,7.5648,1.5503,0.5884,0.1754,0.6959,31.6736,0.768,52.162,5.033,1.418,20.38,1.749,2.233,1.158,0.709,7.727,11.767,1.217,7.632,1.713,0.579,0.154,0.662,35.149,0.7818,59.4137,6.4278,1.5309,21.3898,1.7481,3.2682,1.3029,0.8035,10.7709,12.1933,0.8795,7.5136,1.4007,0.608,0.1846,0.7383,28.4908
47001,Battlefords--Lloydminster,0.1092,71.4379,5.628,1.6527,34.2264,0.7718,3.4438,2.3808,0.8664,13.0542,9.4139,0.1019,0,0.3495,0.0582,3.6185,0.1238,24.2009,0.174,68.202,5.171,1.743,32.539,0.683,2.905,2.237,1.075,12.667,9.181,0.16,0,0.392,0,3.791,0.145,27.106,0,74.7044,6.0721,1.5618,35.9218,0.8612,3.9848,2.5398,0.6568,13.4287,9.6482,0,0,0.2919,0,3.4448,0.1022,21.2816
47002,Cypress Hills--Grasslands,0.1263,76.634,3.497,1.6025,21.5346,0.3315,8.1623,2.6287,0.6157,20.2794,17.9823,0.0395,0,0.1184,0,0.1421,0.221,22.6792,0.141,73.841,3.223,1.792,21.176,0.346,7.97,2.28,0.613,19.085,17.371,0.047,0,0.11,0,0.126,0.236,25.515,0.111,79.4799,3.7742,1.4272,21.8998,0.3013,8.373,2.9813,0.6343,21.4875,18.5696,0,0,0.111,0,0.1427,0.2062,19.8224
47003,Desnethe--Missinippi--Churchill River,0.0219,76.8322,18.5153,0.6198,41.4789,0.3646,2.5232,1.6335,0.6855,4.1421,6.8621,0,0.0438,0,0,2.6836,0.0365,20.3748,0,75.715,18.929,0.693,39.965,0.26,2.599,1.458,0.563,4.158,7.089,0,0.087,0,0,2.844,0.029,21.282,0.0295,77.9726,18.0787,0.5452,43.0234,0.4568,2.4311,1.8123,0.8251,4.1255,6.6451,0,0,0,0,2.5343,0.0442,19.4342
47004,Carlton Trail--Eagle Creek,0.0708,77.497,2.8598,1.8192,30.6293,1.1184,5.1886,1.2671,0.4672,11.5028,22.6517,0.0849,0.0354,0.0779,0,0.5026,0.3822,21.3421,0.07,76.089,2.685,1.799,30.545,1.335,4.836,1.335,0.422,10.739,22.336,0.112,0.056,0.07,0,0.45,0.295,22.856,0.0855,78.9136,3.0368,1.8249,30.71,0.8839,5.5461,1.1976,0.499,12.2612,22.9683,0,0,0.0713,0,0.5418,0.4847,19.8033
47005,Moose Jaw--Lake Centre--Lanigan,0.251,76.4973,4.0765,1.594,24.7304,0.6579,8.8788,1.5329,0.8004,19.3719,14.8681,0.0407,0.0339,0.1967,0,0.1085,0.2035,22.6141,0.256,73.64,3.57,1.482,25.283,0.606,8.351,1.374,0.781,17.794,14.386,0.054,0,0.175,0,0.108,0.121,25.525,0.2459,79.4098,4.5771,1.7079,24.1563,0.6968,9.4139,1.6806,0.8198,20.9728,15.371,0,0,0.2186,0,0.1093,0.2869,19.6612
47006,Prince Albert,0.1501,75.8191,11.7021,1.7491,29.5392,1.227,5.5867,2.3169,1.227,11.5194,10.9581,0.2023,0.0261,0.2676,0,0.7701,0.3067,22.4383,0.08,73.19,11.154,1.59,28.907,1.296,5.143,2.404,0.975,10.767,10.954,0.294,0.04,0.2,0,0.761,0.307,25.087,0.217,78.3408,12.2272,1.9145,30.134,1.1615,6.0115,2.2336,1.4678,12.2272,10.9636,0.1021,0,0.3318,0,0.7786,0.3063,19.8979
47007,Regina--Lewvan,0.478,69.2646,3.7153,2.0584,30.8501,1.8736,7.9085,1.026,0.8348,12.089,8.909,0.7392,0.1593,1.625,0.5289,0.3059,0.2868,26.625,0.482,65.768,3.296,2.006,29.673,1.915,6.943,0.964,0.769,11.241,8.962,0.834,0.156,1.706,0.521,0.287,0.274,29.96,0.4616,72.5923,4.1168,2.1083,31.9611,1.8338,8.8448,1.0978,0.8982,12.8867,8.8698,0.6612,0.1622,1.5344,0.524,0.3244,0.2869,23.4281
47008,Regina--Qu'Appelle,0.4452,67.2254,3.9508,1.3355,28.8308,0.8555,7.8528,1.2729,0.5078,11.9496,10.6768,0.2156,0.0556,1.1268,0.16,3.5821,0.2574,26.9249,0.395,65.335,3.613,1.468,28.483,0.847,7.438,1.27,0.593,10.769,10.854,0.183,0.071,1.214,0.155,3.74,0.169,28.765,0.5074,69.0757,4.2787,1.1931,29.1552,0.8777,8.2419,1.2754,0.4114,13.0965,10.5047,0.2468,0.0549,1.0422,0.1646,3.4421,0.3566,25.1371
47009,Regina--Wascana,1.3233,68.3406,3.2023,2.2297,31.3418,1.4622,6.5965,1.1645,0.8403,12.0286,9.468,1.1049,0.2514,1.9651,0.5227,0.1985,0.5095,25.784,1.284,64.964,3.256,2.094,30.915,1.365,5.864,0.919,0.757,10.12,9.661,1.365,0.338,1.986,0.649,0.189,0.527,28.658,1.3482,71.5712,3.1372,2.3464,31.7475,1.5556,7.2984,1.4001,0.9334,13.8709,9.2818,0.8556,0.1685,1.9445,0.4148,0.2074,0.4796,23.0231
47010,Saskatoon--Grasswood,0.4228,68.1418,3.9814,1.7476,27.9825,1.5855,4.9045,1.3389,0.6694,13.0012,12.9307,0.6694,0.2819,2.9667,0.148,0.148,0.5003,26.7071,0.422,63.613,3.839,1.454,27.632,1.309,4.261,1.062,0.567,11.227,12.231,0.727,0.32,3.403,0.189,0.073,0.538,30.716,0.4238,72.4091,4.1291,2.0098,28.3156,1.8458,5.4963,1.586,0.7657,14.6705,13.5904,0.6153,0.2461,2.5431,0.1094,0.2324,0.4649,22.9423
47011,Saskatoon--University,0.507,66.2152,3.4492,1.7146,28.6143,1.4611,5.0237,1.3677,0.8673,10.6812,13.0296,1.2876,0.2402,2.6353,0.2869,0.1601,0.4937,28.1607,0.403,62.309,2.876,1.599,27.009,1.344,4.958,1.371,0.752,9.702,12.725,1.317,0.242,2.634,0.457,0.094,0.511,32.008,0.6228,70.0543,4.0281,1.8285,30.1974,1.5768,5.0881,1.378,0.9805,11.647,13.3298,1.2588,0.2385,2.6501,0.106,0.2385,0.4903,24.3673
47012,Saskatoon West,1.3223,64.4628,3.9072,1.329,29.2578,1.329,2.8175,1.5749,0.6711,8.9906,14.5857,0.1927,0.0532,2.0865,0.3854,1.1363,0.1728,30.1947,1.403,61.883,3.439,1.362,28.473,1.146,2.846,1.538,0.647,8.309,14.108,0.189,0,2.104,0.364,1.025,0.189,32.749,1.2443,66.9679,4.3484,1.3098,30.0327,1.5062,2.7898,1.5979,0.6942,9.6529,15.036,0.1834,0,2.0694,0.406,1.2312,0.1572,27.7145
47013,Souris--Moose Mountain,0.4337,75.6701,3.6971,1.1731,26.4913,0.4977,9.8045,1.7988,1.5926,20.4053,10.224,0.1138,0.0213,0.0995,0,1.9054,0.2488,21.486,0.433,73.642,3.408,1.02,26.764,0.531,9.191,1.676,1.564,19.179,10.323,0.112,0,0.098,0,1.956,0.154,23.551,0.4199,77.7762,3.9815,1.332,26.1908,0.4778,10.4242,1.9111,1.6215,21.6737,10.1202,0.1013,0,0.1013,0,1.8532,0.362,19.3572
47014,Yorkton--Melville,0.0859,76.4874,3.9522,1.8544,27.5292,3.1073,9.8948,1.389,0.3866,19.2525,9.1072,0,0,0.0501,0,2.0405,0.1217,21.2,0.057,73.632,3.867,1.604,27.499,3.051,8.966,1.332,0.401,17.789,9.109,0,0,0.057,0,2.134,0.115,24.019,0.1145,79.3271,4.0372,2.1188,27.5591,3.1639,10.8232,1.446,0.3722,20.7158,9.0909,0,0,0,0,1.947,0.1432,18.3822
48001,Banff--Airdrie,0.4599,59.908,5.2256,2.3828,21.005,0.5627,2.9015,1.2721,1.2036,9.1398,16.2149,0.1468,0.0832,0.8416,0.504,1.9376,0.4942,35.6297,0.514,56.935,4.659,2.029,20.208,0.611,2.708,1.252,1.136,8.648,15.694,0.155,0.097,0.912,0.544,1.922,0.476,38.455,0.3947,62.9366,5.8121,2.7531,21.8275,0.523,3.0985,1.2927,1.2729,9.6408,16.7357,0.1283,0.0789,0.7697,0.4638,1.9637,0.5033,32.761
48002,Battle River--Crowfoot,0.0795,71.0206,4.2612,2.1803,19.1507,0.4569,9.5207,1.6141,0.745,15.9325,17.1443,0.0745,0.0099,0.144,0.0546,0.0497,0.3427,28.2394,0.088,67.932,3.621,2.006,18.994,0.431,9.13,1.575,0.724,15.305,16.146,0.108,0,0.127,0.078,0,0.352,31.246,0.0706,74.2007,4.9218,2.3601,19.3041,0.4841,9.9344,1.6541,0.7665,16.591,18.1745,0.0504,0,0.1715,0.0202,0,0.3227,25.1336
48003,Bow River,1.0378,68.9971,4.8398,1.4934,21.3436,0.486,5.0524,1.0834,1.0986,9.9124,23.6724,0.3544,0.0456,1.6656,1.377,0.3746,0.2278,25.9151,1.058,65.932,4.695,1.305,20.607,0.385,4.784,1.038,1.067,9.557,22.485,0.306,0,1.838,1.433,0.346,0.227,28.85,1.0275,72.2159,4.9922,1.6917,22.1173,0.602,5.3347,1.1313,1.1313,10.275,24.9299,0.4152,0,1.4842,1.3181,0.3944,0.2283,22.8438
48004,Calgary Centre,1.1745,48.8445,4.5649,1.1222,21.36,1.5074,1.7023,0.5088,1.36,5.5682,11.1507,1.1745,1.2791,3.9658,0.2045,0.1331,0.737,42.4964,0.977,45.131,4.012,0.977,20.136,1.396,1.489,0.484,1.173,5.018,10.436,1.303,1.238,4.068,0.168,0.112,0.661,46.36,1.3802,52.7313,5.1419,1.283,22.638,1.633,1.9246,0.5346,1.5552,6.1431,11.8974,1.0303,1.3219,3.8686,0.2333,0.1555,0.8068,38.4623
48005,Calgary Confederation,1.8683,51.5669,4.2612,1.3713,20.1785,1.1458,2.5217,0.9249,1.4219,7.372,12.374,0.6995,0.4648,2.646,0.2209,0.0644,1.063,41.4063,1.578,47.22,3.853,1.239,19.147,1.147,2.312,1.018,1.11,6.284,11.11,0.798,0.587,2.853,0.284,0.092,0.908,45.67,2.142,55.9413,4.681,1.4957,21.1984,1.1449,2.7329,0.8309,1.7358,8.4664,13.6552,0.6001,0.3416,2.4467,0.157,0.0462,1.2095,37.1065
48006,Calgary Forest Lawn,6.0507,49.5741,2.3039,1.7826,24.7475,1.0752,1.8525,1.5266,0.8238,3.9795,11.4917,2.1503,0.0698,11.5616,4.7103,0.0838,0.6051,25.1897,5.753,47.479,2.003,1.493,24.531,1.256,1.557,1.202,0.746,3.468,11.223,2.194,0.091,11.515,4.742,0.091,0.583,27.562,6.3625,51.7764,2.6193,2.0764,24.9738,0.8858,2.1716,1.8668,0.9048,4.5052,11.7821,2.105,0.0476,11.6202,4.6766,0.0857,0.6286,22.7069
48007,Calgary Heritage,0.6175,61.0797,4.8323,1.539,26.0514,2.9471,2.5167,1.3239,1.5437,7.742,12.5836,1.2303,2.4138,2.4793,0.1731,0.1684,0.4771,31.3561,0.616,57.563,4.378,1.507,25.332,3.004,2.161,1.213,1.26,6.757,11.96,1.251,2.18,2.758,0.227,0.123,0.474,34.799,0.6189,64.5081,5.2748,1.5797,26.7529,2.8915,2.8637,1.4319,1.8199,8.7021,13.1917,1.2102,2.642,2.2079,0.1201,0.2125,0.4804,27.9908
48008,Calgary Midnapore,0.8376,64.7517,4.8527,1.5796,28.215,2.0349,2.5629,1.22,1.2883,8.6858,14.3215,1.0789,0.3642,1.3748,0.4325,0.0683,0.5463,30.5367,0.739,61.457,4.532,1.395,27.355,1.878,2.553,1.094,1.295,7.459,13.896,1.094,0.41,1.459,0.438,0.046,0.456,33.902,0.9364,68.0364,5.1727,1.7636,29.0727,2.1818,2.5636,1.3455,1.2727,9.9182,14.7364,1.0636,0.3182,1.2909,0.4182,0.0909,0.6364,27.1818
48009,Calgary Nose Hill,3.2589,52.2116,2.8785,1.9068,22.4916,1.2697,2.0122,1.5951,1.3338,5.4499,13.2695,1.9297,0.1329,4.8723,1.4301,0.0138,0.4354,35.7107,2.806,49.491,2.62,1.926,21.454,1.194,1.944,1.583,1.176,4.898,12.704,1.944,0.13,5.056,1.435,0,0.333,38.796,3.6946,54.8747,3.1227,1.8882,23.5113,1.3435,2.0879,1.5977,1.4887,5.9913,13.8253,1.9154,0.1362,4.6932,1.4161,0,0.5356,32.6888
48010,Calgary Rocky Ridge,1.1996,60.4002,3.7099,2.3158,26.0572,1.8434,2.3111,1.8712,1.6118,6.3406,14.3532,1.7878,0.1297,4.3212,1.1301,0.0371,0.5465,30.4479,1.119,57.798,3.61,2.266,25.101,1.824,2.125,1.796,1.42,5.744,13.914,1.852,0.132,4.456,1.128,0,0.536,32.942,1.2688,62.921,3.8065,2.3551,26.974,1.8622,2.5011,1.9443,1.8074,6.9101,14.7786,1.7161,0.1187,4.199,1.1319,0.0365,0.566,28.0146
48011,Calgary Shepard,1.9064,59.6506,3.977,1.4002,28.8333,0.976,2.4446,1.1949,0.8392,6.5539,13.427,0.4834,0.2645,2.2029,1.0034,0.1368,0.3284,34.019,1.84,56.715,3.689,1.29,27.988,1.001,2.183,1.109,0.731,5.89,12.817,0.487,0.253,2.12,0.974,0.135,0.334,37.152,1.9653,62.6592,4.272,1.5224,29.7011,0.9504,2.7219,1.2825,0.9504,7.2246,14.0524,0.489,0.2768,2.2882,1.0426,0.1384,0.3229,30.8175
48012,Calgary Signal Hill,1.518,58.5458,4.8179,1.7032,24.3208,2.6889,2.5779,1.2033,1.6476,6.8867,12.7042,1.0228,0.3934,4.6652,0.5924,0.0833,0.5507,32.6237,1.457,55.337,4.351,1.704,22.841,2.837,2.542,1.104,1.523,6.332,12.082,1.104,0.381,4.894,0.6,0.124,0.457,35.656,1.5759,61.5759,5.2499,1.7019,25.7271,2.5394,2.6024,1.2967,1.765,7.4021,13.2913,0.9455,0.4142,4.4484,0.5853,0.045,0.6394,29.7524
48013,Calgary Skyview,2.2359,42.3546,1.9849,1.1681,21.41,0.7529,1.159,1.9028,0.5156,2.3363,11.1294,4.5129,0.0821,14.3281,16.313,0.0502,0.3468,19.7855,1.975,40.44,1.631,1.16,20.632,0.806,1.178,1.848,0.489,2.093,10.593,4.694,0.082,14.607,16.646,0.027,0.39,21.14,2.5184,44.2831,2.3438,1.1765,22.1967,0.6985,1.1489,1.9485,0.5331,2.5827,11.6636,4.329,0.0827,14.0441,15.9743,0.0735,0.3033,18.4099
48014,Edmonton Centre,2.2239,55.3857,3.5415,1.6361,24.0852,2.7921,2.2288,1.4009,0.8474,5.2804,13.5685,0.7641,0.8523,3.2035,0.1714,0.2792,0.965,36.1499,2.182,51.154,3.196,1.535,22.294,2.52,2.066,1.149,0.763,4.673,12.967,0.859,0.811,3.785,0.183,0.183,0.724,40.108,2.2768,59.7335,3.8875,1.7399,25.9296,3.0722,2.406,1.6703,0.9246,5.9057,14.1877,0.6661,0.8948,2.5949,0.169,0.3878,1.213,32.074
