Geo_Code,Prov_Name,FED_Name,GNR,Topic,Characteristic,Total,Male,Female
24057,Quebec,Pontiac,32.7,Household characteristics,55 to 64 years,8675,,
24057,Quebec,Pontiac,32.7,Household characteristics,65 to 74 years,4870,,
24057,Quebec,Pontiac,32.7,Household characteristics,75 years and over,2820,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,Total number of private households by age group of primary household maintainers,41840,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,Under 25 years,880,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,25 to 34 years,6465,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,35 to 44 years,7690,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,45 to 54 years,9915,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,55 to 64 years,8450,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,65 to 74 years,5230,,
24058,Quebec,Portneuf--Jacques-Cartier,30.6,Household characteristics,75 years and over,3210,,
24059,Quebec,Quebec,27.6,Household characteristics,Total number of private households by age group of primary household maintainers,53370,,
24059,Quebec,Quebec,27.6,Household characteristics,Under 25 years,3045,,
24059,Quebec,Quebec,27.6,Household characteristics,25 to 34 years,10535,,
24059,Quebec,Quebec,27.6,Household characteristics,35 to 44 years,6380,,
24059,Quebec,Quebec,27.6,Household characteristics,45 to 54 years,8980,,
24059,Quebec,Quebec,27.6,Household characteristics,55 to 64 years,10640,,
24059,Quebec,Quebec,27.6,Household characteristics,65 to 74 years,7035,,
24059,Quebec,Quebec,27.6,Household characteristics,75 years and over,6760,,
24060,Quebec,Repentigny,21.3,Household characteristics,Total number of private households by age group of primary household maintainers,44580,,
24060,Quebec,Repentigny,21.3,Household characteristics,Under 25 years,930,,
24060,Quebec,Repentigny,21.3,Household characteristics,25 to 34 years,5700,,
24060,Quebec,Repentigny,21.3,Household characteristics,35 to 44 years,7980,,
24060,Quebec,Repentigny,21.3,Household characteristics,45 to 54 years,11355,,
24060,Quebec,Repentigny,21.3,Household characteristics,55 to 64 years,9060,,
24060,Quebec,Repentigny,21.3,Household characteristics,65 to 74 years,5720,,
24060,Quebec,Repentigny,21.3,Household characteristics,75 years and over,3825,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,Total number of private households by age group of primary household maintainers,44795,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,Under 25 years,1440,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,25 to 34 years,6075,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,35 to 44 years,6795,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,45 to 54 years,9580,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,55 to 64 years,9915,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,65 to 74 years,6585,,
24061,Quebec,Richmond--Arthabaska,22.6,Household characteristics,75 years and over,4405,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,Total number of private households by age group of primary household maintainers,40015,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,Under 25 years,1165,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,25 to 34 years,4875,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,35 to 44 years,7665,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,45 to 54 years,10930,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,55 to 64 years,7830,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,65 to 74 years,4735,,
24062,Quebec,Riviere-des-Mille-iles,13.7,Household characteristics,75 years and over,2815,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,Total number of private households by age group of primary household maintainers,44580,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,Under 25 years,1785,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,25 to 34 years,6200,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,35 to 44 years,7450,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,45 to 54 years,10385,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,55 to 64 years,8680,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,65 to 74 years,6120,,
24063,Quebec,Riviere-du-Nord,18.5,Household characteristics,75 years and over,3960,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,Total number of private households by age group of primary household maintainers,57270,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,Under 25 years,3020,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,25 to 34 years,15255,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,35 to 44 years,10750,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,45 to 54 years,10665,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,55 to 64 years,8515,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,65 to 74 years,4595,,
24064,Quebec,Rosemont--La Petite-Patrie,19.6,Household characteristics,75 years and over,4475,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,Total number of private households by age group of primary household maintainers,34810,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,Under 25 years,560,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,25 to 34 years,4085,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,35 to 44 years,7820,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,45 to 54 years,9810,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,55 to 64 years,6620,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,65 to 74 years,3550,,
24065,Quebec,Marc-Aurele-Fortin,16,Household characteristics,75 years and over,2365,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,Total number of private households by age group of primary household maintainers,43010,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,Under 25 years,1885,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,25 to 34 years,6410,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,35 to 44 years,6665,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,45 to 54 years,9575,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,55 to 64 years,8710,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,65 to 74 years,5720,,
24066,Quebec,Saint-Hyacinthe--Bagot,21.7,Household characteristics,75 years and over,4050,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,Total number of private households by age group of primary household maintainers,45430,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,Under 25 years,1555,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,25 to 34 years,7095,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,35 to 44 years,8040,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,45 to 54 years,10240,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,55 to 64 years,9015,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,65 to 74 years,5740,,
24067,Quebec,Saint-Jean,24.4,Household characteristics,75 years and over,3740,,
24068,Quebec,Saint-Laurent,19,Household characteristics,Total number of private households by age group of primary household maintainers,35985,,
24068,Quebec,Saint-Laurent,19,Household characteristics,Under 25 years,890,,
24068,Quebec,Saint-Laurent,19,Household characteristics,25 to 34 years,5330,,
24068,Quebec,Saint-Laurent,19,Household characteristics,35 to 44 years,7860,,
24068,Quebec,Saint-Laurent,19,Household characteristics,45 to 54 years,7195,,
24068,Quebec,Saint-Laurent,19,Household characteristics,55 to 64 years,5620,,
24068,Quebec,Saint-Laurent,19,Household characteristics,65 to 74 years,4205,,
24068,Quebec,Saint-Laurent,19,Household characteristics,75 years and over,4880,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,Total number of private households by age group of primary household maintainers,43990,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,Under 25 years,980,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,25 to 34 years,5600,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,35 to 44 years,9785,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,45 to 54 years,8605,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,55 to 64 years,6770,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,65 to 74 years,6325,,
24069,Quebec,Saint-Leonard--Saint-Michel,18.4,Household characteristics,75 years and over,5925,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,Total number of private households by age group of primary household maintainers,50075,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,Under 25 years,1130,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,25 to 34 years,5790,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,35 to 44 years,6155,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,45 to 54 years,11340,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,55 to 64 years,11395,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,65 to 74 years,8010,,
24070,Quebec,Saint-Maurice--Champlain,24.9,Household characteristics,75 years and over,6255,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,Total number of private households by age group of primary household maintainers,46095,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,Under 25 years,1440,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,25 to 34 years,5990,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,35 to 44 years,6940,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,45 to 54 years,10185,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,55 to 64 years,9485,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,65 to 74 years,6935,,
24071,Quebec,Salaberry--Suroit,32.9,Household characteristics,75 years and over,5120,,
24072,Quebec,Shefford,22.3,Household characteristics,Total number of private households by age group of primary household maintainers,45845,,
24072,Quebec,Shefford,22.3,Household characteristics,Under 25 years,1840,,
24072,Quebec,Shefford,22.3,Household characteristics,25 to 34 years,6635,,
24072,Quebec,Shefford,22.3,Household characteristics,35 to 44 years,7030,,
24072,Quebec,Shefford,22.3,Household characteristics,45 to 54 years,10635,,
24072,Quebec,Shefford,22.3,Household characteristics,55 to 64 years,9610,,
24072,Quebec,Shefford,22.3,Household characteristics,65 to 74 years,6270,,
24072,Quebec,Shefford,22.3,Household characteristics,75 years and over,3830,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,Total number of private households by age group of primary household maintainers,51980,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,Under 25 years,4625,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,25 to 34 years,8690,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,35 to 44 years,6965,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,45 to 54 years,9780,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,55 to 64 years,9535,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,65 to 74 years,6475,,
24073,Quebec,Sherbrooke,17.7,Household characteristics,75 years and over,5920,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,Total number of private households by age group of primary household maintainers,42455,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,Under 25 years,720,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,25 to 34 years,5625,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,35 to 44 years,9635,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,45 to 54 years,10930,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,55 to 64 years,8070,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,65 to 74 years,4590,,
24074,Quebec,Vaudreuil--Soulanges,17.6,Household characteristics,75 years and over,2875,,
24075,Quebec,Terrebonne,15.1,Household characteristics,Total number of private households by age group of primary household maintainers,39390,,
24075,Quebec,Terrebonne,15.1,Household characteristics,Under 25 years,1050,,
24075,Quebec,Terrebonne,15.1,Household characteristics,25 to 34 years,6430,,
24075,Quebec,Terrebonne,15.1,Household characteristics,35 to 44 years,8795,,
24075,Quebec,Terrebonne,15.1,Household characteristics,45 to 54 years,10475,,
24075,Quebec,Terrebonne,15.1,Household characteristics,55 to 64 years,6905,,
24075,Quebec,Terrebonne,15.1,Household characteristics,65 to 74 years,3905,,
24075,Quebec,Terrebonne,15.1,Household characteristics,75 years and over,1825,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,Total number of private households by age group of primary household maintainers,52520,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,Under 25 years,3120,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,25 to 34 years,7450,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,35 to 44 years,6625,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,45 to 54 years,10710,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,55 to 64 years,10355,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,65 to 74 years,7975,,
24076,Quebec,Trois-Rivieres,19.5,Household characteristics,75 years and over,6275,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,Total number of private households by age group of primary household maintainers,55770,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,Under 25 years,7115,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,25 to 34 years,14485,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,35 to 44 years,8875,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,45 to 54 years,8165,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,55 to 64 years,8315,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,65 to 74 years,5090,,
24077,Quebec,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,25.7,Household characteristics,75 years and over,3725,,
24078,Quebec,Vimy,19.3,Household characteristics,Total number of private households by age group of primary household maintainers,45100,,
24078,Quebec,Vimy,19.3,Household characteristics,Under 25 years,1580,,
24078,Quebec,Vimy,19.3,Household characteristics,25 to 34 years,6455,,
24078,Quebec,Vimy,19.3,Household characteristics,35 to 44 years,7265,,
24078,Quebec,Vimy,19.3,Household characteristics,45 to 54 years,9330,,
24078,Quebec,Vimy,19.3,Household characteristics,55 to 64 years,8280,,
24078,Quebec,Vimy,19.3,Household characteristics,65 to 74 years,6295,,
24078,Quebec,Vimy,19.3,Household characteristics,75 years and over,5890,,
35001,Ontario,Ajax,27.6,Household characteristics,Total number of private households by age group of primary household maintainers,35040,,
35001,Ontario,Ajax,27.6,Household characteristics,Under 25 years,240,,
35001,Ontario,Ajax,27.6,Household characteristics,25 to 34 years,4315,,
35001,Ontario,Ajax,27.6,Household characteristics,35 to 44 years,8740,,
35001,Ontario,Ajax,27.6,Household characteristics,45 to 54 years,10450,,
35001,Ontario,Ajax,27.6,Household characteristics,55 to 64 years,6490,,
35001,Ontario,Ajax,27.6,Household characteristics,65 to 74 years,2795,,
35001,Ontario,Ajax,27.6,Household characteristics,75 years and over,2010,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,Total number of private households by age group of primary household maintainers,35140,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,Under 25 years,875,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,25 to 34 years,3200,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,35 to 44 years,4505,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,45 to 54 years,7580,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,55 to 64 years,8220,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,65 to 74 years,6235,,
35002,Ontario,Algoma--Manitoulin--Kapuskasing,33.8,Household characteristics,75 years and over,4515,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,Total number of private households by age group of primary household maintainers,31535,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,Under 25 years,180,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,25 to 34 years,2565,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,35 to 44 years,8660,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,45 to 54 years,10710,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,55 to 64 years,5495,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,65 to 74 years,2635,,
35003,Ontario,Aurora--Oak Ridges--Richmond Hill,23.3,Household characteristics,75 years and over,1280,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,Total number of private households by age group of primary household maintainers,35425,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,Under 25 years,580,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,25 to 34 years,4840,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,35 to 44 years,8810,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,45 to 54 years,9550,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,55 to 64 years,5180,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,65 to 74 years,3675,,
35004,Ontario,Barrie--Innisfil,26.7,Household characteristics,75 years and over,2780,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,Total number of private households by age group of primary household maintainers,37630,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,Under 25 years,1300,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,25 to 34 years,4905,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,35 to 44 years,6150,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,45 to 54 years,9620,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,55 to 64 years,7370,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,65 to 74 years,4500,,
35005,Ontario,Barrie--Springwater--Oro-Medonte,27.4,Household characteristics,75 years and over,3780,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,Total number of private households by age group of primary household maintainers,45960,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,Under 25 years,1485,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,25 to 34 years,5350,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,35 to 44 years,6490,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,45 to 54 years,9965,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,55 to 64 years,9165,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,65 to 74 years,7005,,
35006,Ontario,Bay of Quinte,30.3,Household characteristics,75 years and over,6500,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,Total number of private households by age group of primary household maintainers,45680,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,Under 25 years,1205,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,25 to 34 years,6170,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,35 to 44 years,10435,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,45 to 54 years,11195,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,55 to 64 years,8680,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,65 to 74 years,4405,,
35007,Ontario,Beaches--East York,25.6,Household characteristics,75 years and over,3595,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,Total number of private households by age group of primary household maintainers,33675,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,Under 25 years,510,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,25 to 34 years,3985,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,35 to 44 years,7455,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,45 to 54 years,8780,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,55 to 64 years,6520,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,65 to 74 years,4115,,
35008,Ontario,Brampton Centre,27.5,Household characteristics,75 years and over,2305,,
35009,Ontario,Brampton East,24.1,Household characteristics,Total number of private households by age group of primary household maintainers,22960,,
35009,Ontario,Brampton East,24.1,Household characteristics,Under 25 years,175,,
35009,Ontario,Brampton East,24.1,Household characteristics,25 to 34 years,3575,,
35009,Ontario,Brampton East,24.1,Household characteristics,35 to 44 years,7570,,
35009,Ontario,Brampton East,24.1,Household characteristics,45 to 54 years,6485,,
35009,Ontario,Brampton East,24.1,Household characteristics,55 to 64 years,3580,,
35009,Ontario,Brampton East,24.1,Household characteristics,65 to 74 years,1170,,
35009,Ontario,Brampton East,24.1,Household characteristics,75 years and over,395,,
35010,Ontario,Brampton North,25.4,Household characteristics,Total number of private households by age group of primary household maintainers,30680,,
35010,Ontario,Brampton North,25.4,Household characteristics,Under 25 years,350,,
35010,Ontario,Brampton North,25.4,Household characteristics,25 to 34 years,3230,,
35010,Ontario,Brampton North,25.4,Household characteristics,35 to 44 years,7470,,
35010,Ontario,Brampton North,25.4,Household characteristics,45 to 54 years,9305,,
35010,Ontario,Brampton North,25.4,Household characteristics,55 to 64 years,6170,,
35010,Ontario,Brampton North,25.4,Household characteristics,65 to 74 years,3080,,
35010,Ontario,Brampton North,25.4,Household characteristics,75 years and over,1075,,
35011,Ontario,Brampton South,27.9,Household characteristics,Total number of private households by age group of primary household maintainers,34635,,
35011,Ontario,Brampton South,27.9,Household characteristics,Under 25 years,745,,
35011,Ontario,Brampton South,27.9,Household characteristics,25 to 34 years,4760,,
35011,Ontario,Brampton South,27.9,Household characteristics,35 to 44 years,7670,,
35011,Ontario,Brampton South,27.9,Household characteristics,45 to 54 years,8650,,
35011,Ontario,Brampton South,27.9,Household characteristics,55 to 64 years,6230,,
35011,Ontario,Brampton South,27.9,Household characteristics,65 to 74 years,3460,,
35011,Ontario,Brampton South,27.9,Household characteristics,75 years and over,3115,,
35012,Ontario,Brampton West,27.3,Household characteristics,Total number of private households by age group of primary household maintainers,27325,,
35012,Ontario,Brampton West,27.3,Household characteristics,Under 25 years,265,,
35012,Ontario,Brampton West,27.3,Household characteristics,25 to 34 years,4645,,
35012,Ontario,Brampton West,27.3,Household characteristics,35 to 44 years,8870,,
35012,Ontario,Brampton West,27.3,Household characteristics,45 to 54 years,7685,,
35012,Ontario,Brampton West,27.3,Household characteristics,55 to 64 years,3635,,
35012,Ontario,Brampton West,27.3,Household characteristics,65 to 74 years,1510,,
35012,Ontario,Brampton West,27.3,Household characteristics,75 years and over,715,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,Total number of private households by age group of primary household maintainers,51735,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,Under 25 years,1640,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,25 to 34 years,6705,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,35 to 44 years,9140,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,45 to 54 years,11445,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,55 to 64 years,10295,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,65 to 74 years,6505,,
35013,Ontario,Brantford--Brant,28.4,Household characteristics,75 years and over,6005,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,Total number of private households by age group of primary household maintainers,43830,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,Under 25 years,1025,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,25 to 34 years,4530,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,35 to 44 years,5640,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,45 to 54 years,9380,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,55 to 64 years,9720,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,65 to 74 years,7375,,
35014,Ontario,Bruce--Grey--Owen Sound,36.3,Household characteristics,75 years and over,6170,,
35015,Ontario,Burlington,22.4,Household characteristics,Total number of private households by age group of primary household maintainers,49580,,
35015,Ontario,Burlington,22.4,Household characteristics,Under 25 years,650,,
35015,Ontario,Burlington,22.4,Household characteristics,25 to 34 years,4955,,
35015,Ontario,Burlington,22.4,Household characteristics,35 to 44 years,8205,,
35015,Ontario,Burlington,22.4,Household characteristics,45 to 54 years,11135,,
35015,Ontario,Burlington,22.4,Household characteristics,55 to 64 years,9295,,
35015,Ontario,Burlington,22.4,Household characteristics,65 to 74 years,7300,,
35015,Ontario,Burlington,22.4,Household characteristics,75 years and over,8035,,
35016,Ontario,Cambridge,25,Household characteristics,Total number of private households by age group of primary household maintainers,41465,,
35016,Ontario,Cambridge,25,Household characteristics,Under 25 years,1150,,
35016,Ontario,Cambridge,25,Household characteristics,25 to 34 years,5915,,
35016,Ontario,Cambridge,25,Household characteristics,35 to 44 years,8540,,
35016,Ontario,Cambridge,25,Household characteristics,45 to 54 years,9925,,
35016,Ontario,Cambridge,25,Household characteristics,55 to 64 years,7365,,
35016,Ontario,Cambridge,25,Household characteristics,65 to 74 years,4625,,
35016,Ontario,Cambridge,25,Household characteristics,75 years and over,3950,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,Total number of private households by age group of primary household maintainers,44380,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,Under 25 years,1205,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,25 to 34 years,5510,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,35 to 44 years,7065,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,45 to 54 years,9855,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,55 to 64 years,9015,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,65 to 74 years,6005,,
35017,Ontario,Chatham-Kent--Leamington,23.3,Household characteristics,75 years and over,5725,,
35018,Ontario,Davenport,29.4,Household characteristics,Total number of private households by age group of primary household maintainers,41260,,
35018,Ontario,Davenport,29.4,Household characteristics,Under 25 years,1570,,
35018,Ontario,Davenport,29.4,Household characteristics,25 to 34 years,8675,,
35018,Ontario,Davenport,29.4,Household characteristics,35 to 44 years,8410,,
35018,Ontario,Davenport,29.4,Household characteristics,45 to 54 years,8270,,
35018,Ontario,Davenport,29.4,Household characteristics,55 to 64 years,6235,,
35018,Ontario,Davenport,29.4,Household characteristics,65 to 74 years,3995,,
35018,Ontario,Davenport,29.4,Household characteristics,75 years and over,4100,,
35019,Ontario,Don Valley East,25.6,Household characteristics,Total number of private households by age group of primary household maintainers,37595,,
35019,Ontario,Don Valley East,25.6,Household characteristics,Under 25 years,790,,
35019,Ontario,Don Valley East,25.6,Household characteristics,25 to 34 years,4720,,
35019,Ontario,Don Valley East,25.6,Household characteristics,35 to 44 years,7590,,
35019,Ontario,Don Valley East,25.6,Household characteristics,45 to 54 years,8235,,
